 	hai	già	mangiato	</S>
è	0.9986854	0.0008498768	7.12163e-05	0.00039348195
c	0.9871492	0.012753618	5.8852456e-05	3.839029e-05
h	0.57510805	0.17559238	0.24899413	0.0003054198
i	0.5546613	0.41875872	0.026472941	0.00010703147
g	0.021815604	0.7915203	0.06868104	0.117983125
i	0.037014306	0.33520785	0.6275714	0.00020641978
à	0.0035288935	0.7617741	0.21676683	0.017930197
f	0.00083085534	0.032860998	0.95703083	0.009277343
a	0.002137708	0.02199139	0.9684	0.007470914
m	0.00021263494	0.0024260445	0.7491796	0.2481818
è	0.006160828	0.0027593777	0.9470841	0.043995738
n	5.3474665e-05	0.00046354486	0.88781774	0.11166529
a	0.19410655	0.05458082	0.1803398	0.57097286
</S>	0.00052756374	0.00063691096	0.13266508	0.86617047
