 	avete	fatto	già	le	verdure	</S>
i	0.9836209	0.01607213	0.00016925696	2.618968e-05	1.1365982e-05	0.00010024385
k	0.89345604	0.08595071	0.0153691685	0.00024997778	0.0038325246	0.0011416544
à	0.37881637	0.26170966	0.2294865	0.016488861	0.11346849	3.0093766e-05
m	0.32601145	0.5971134	0.067087814	0.0026717973	0.006147759	0.0009678689
a	0.15085611	0.19908051	0.4347522	0.026908709	0.18821512	0.00018725824
t	0.011407338	0.6491114	0.24871396	0.007252602	0.017559467	0.06595519
o	0.15835264	0.47713703	0.28535	0.017615674	0.06029544	0.0012491242
g	0.004280459	0.121646546	0.6779795	0.08118197	0.048166376	0.06674511
i	0.6391593	0.20873164	0.061502177	0.025007136	0.058180105	0.007419569
à	0.0009640447	0.003698664	0.12594612	0.67237025	0.18080108	0.01621988
t	0.00020799752	0.00016236246	0.025524035	0.17111166	0.80191576	0.0010782622
a	0.017299589	0.01632744	0.010245847	0.41433614	0.5343638	0.007427161
l	0.0020979526	0.0013554866	0.0049435934	0.64042646	0.20959687	0.14157963
à	0.030256474	0.03323076	0.0069690538	0.24055576	0.6201817	0.06880624
c	0.0020335875	0.0021692116	0.0010019348	0.55325	0.34874892	0.09279638
h	0.0011525068	0.00039626303	0.00040882305	0.015928622	0.8281629	0.15395083
a	0.0048280726	0.0021368593	0.0018339878	0.18002263	0.8098134	0.0013651011
n	0.010273849	0.00951182	0.0010394007	0.035014156	0.36828735	0.57587343
a	0.00896045	0.0024101182	0.0011025863	0.013786121	0.8153663	0.1583744
</S>	0.011564664	0.009128057	0.0016042109	0.031817753	0.718327	0.2275584
