 	le	migliori	canzoni	le	puoi	scrivere	la	notte	</S>
a	0.99236506	0.007543761	5.8562713e-05	1.4702845e-05	7.980499e-06	5.966456e-06	1.4172008e-06	2.8975967e-07	2.2576462e-06
k	0.10953235	0.8755874	0.014377602	0.00037431766	7.244392e-05	3.44817e-05	8.386113e-06	5.411286e-06	7.609857e-06
à	0.82364035	0.15780178	0.016648594	0.001258103	0.0006352807	9.0028436e-07	3.7001635e-06	9.469952e-06	1.8594255e-06
j	0.003968885	0.99237895	0.003152321	0.00038462193	9.326805e-05	1.9082803e-05	1.9519296e-06	3.2079302e-07	6.484116e-07
o	0.6280381	0.2774489	0.07475159	0.011119366	0.008358765	2.8183953e-05	8.086417e-05	0.000171978	2.2381205e-06
t	0.0018334867	0.9328039	0.04473488	0.015114334	0.0042803246	0.0007154726	0.00010640871	1.7439166e-05	0.00039373199
r	0.7890157	0.055832405	0.10042422	0.049311835	0.0052356855	3.0445788e-05	3.632531e-05	5.580581e-05	5.766245e-05
a	0.13545574	0.68649197	0.10846415	0.06213287	0.007057483	0.00019406811	0.00011450106	8.6493594e-05	2.7957055e-06
ù	0.00022125864	0.021983858	0.35316402	0.41402602	0.1882884	0.017348602	0.0024780454	8.834247e-05	0.002401322
d	0.00013608424	0.018472299	0.68374103	0.25258455	0.039659705	0.0034191094	0.0016688344	0.000107685795	0.00021080235
i	0.3716464	0.0067259474	0.1702807	0.30736247	0.12053801	0.012867144	0.005999782	0.0039609456	0.00061858946
a	0.0003781734	0.0018178326	0.14894034	0.54361135	0.14146341	0.14201893	0.018875746	0.00074009394	0.0021540911
a	0.00059653516	0.0014016585	0.1401077	0.57703465	0.015320678	0.20877264	0.051347047	0.004016537	0.0014025645
s	0.0013721811	0.00072707026	0.099927485	0.66015685	0.017167673	0.17294244	0.04214068	0.0048025115	0.0007631048
ò	0.008853147	0.00010250583	0.0056284866	0.2666226	0.6424055	0.0150746	0.04047756	0.00499434	0.0158413
z	0.0008429701	0.006426852	0.0239458	0.16945545	0.22634745	0.3802551	0.17390978	0.014199971	0.004616646
i	0.0038515155	6.597161e-05	0.0014494313	0.044004593	0.4864716	0.027239049	0.38453978	0.05190871	0.00046943486
g	0.0005231359	0.0022342887	0.0014946029	0.008195604	0.053445313	0.317773	0.5617819	0.016574558	0.03797755
r	0.2752921	0.0021278933	0.0022010636	0.06882164	0.49817887	0.002645393	0.11514204	0.013056556	0.022534518
à	0.0012667398	0.00063660333	0.0007280538	0.027211027	0.07193069	0.043247886	0.7582626	0.03515128	0.061565228
t	0.0011068941	0.0066125365	0.0023437475	0.0056875884	0.011179357	0.06379752	0.6122083	0.23913045	0.05793354
s	0.0008610207	5.912222e-06	3.7024267e-05	0.0025496741	0.038441166	0.004084635	0.8188204	0.13474277	0.00045737516
i	0.20917518	0.021670308	0.009381802	0.11337652	0.0069526224	0.008326224	0.54347235	0.08527795	0.002367053
i	0.0012083753	0.0059043323	0.0015035685	0.0036446962	0.006559477	0.030033568	0.5025603	0.16971213	0.27887353
n	0.016508482	0.03924496	0.009864455	0.00592794	0.0041350317	0.013576444	0.20268817	0.48265818	0.22539634
ì	0.11592575	0.000787685	0.0002522221	0.027060775	0.061786905	0.0021201721	0.4167287	0.24664147	0.12869637
t	0.00094786094	0.012216995	0.005033425	0.0044370093	0.0026877543	0.005483973	0.034775212	0.83090776	0.10350991
t	0.0033245196	2.3171533e-05	1.2123133e-05	0.0005124175	0.0010355463	0.00214855	0.18641417	0.80470157	0.0018279409
a	0.054326486	0.044802144	0.009824894	0.041841943	0.0020404165	0.01511596	0.038455497	0.71913654	0.07445615
</S>	0.003215462	0.02337947	0.002336821	0.0052571106	0.0063874354	0.0019547378	0.006012051	0.1879318	0.7635251
