 	sta	e	dorme	nel	letto	</S>
s	0.98248255	0.015198923	0.00026024046	0.0019760043	2.8369526e-05	5.400879e-05
t	0.8856374	0.10746296	0.006569189	0.00012054652	6.023077e-05	0.00014972186
e	0.19777468	0.5847519	0.21125832	0.0017661649	0.004231136	0.00021778971
c	0.055996742	0.93411076	0.0060087596	0.003546996	0.00023658629	0.00010013606
e	0.61184585	0.3427699	0.043104403	0.001868889	0.00010562909	0.0003053111
p	0.003008503	0.9287838	0.053047672	0.014006586	0.0010832967	7.024493e-05
l	0.18571876	0.5329624	0.27164015	0.0057214103	0.00055273395	0.003404524
ò	0.020026416	0.027011886	0.24773878	0.6991643	0.005483689	0.00057494105
n	0.00050598074	0.09169153	0.44126073	0.43451232	0.02478161	0.007247908
n	0.024544181	0.058731034	0.90213794	0.00440671	0.0014263728	0.008753829
i	0.19817694	0.26658213	0.52315515	0.005733622	0.006040384	0.00031175287
s	0.00020762048	0.001862024	0.11256443	0.7148536	0.123476714	0.047035642
t	0.029668229	0.048334826	0.4560292	0.37685376	0.007895857	0.081218034
o	0.034161326	0.016721372	0.18472518	0.6202854	0.13945319	0.004653589
g	0.0006081696	0.0008991015	0.024723772	0.17651808	0.45777756	0.33947337
r	0.018855937	0.053854816	0.042279314	0.060599267	0.040682368	0.78372836
à	0.00030666776	0.000755255	0.002443915	0.055011984	0.2083206	0.7331616
t	0.0022743563	0.0012013222	0.01188546	0.019455047	0.41120896	0.55397487
t	0.022256209	0.010223937	0.13793974	0.030602604	0.007866809	0.79111075
i	0.23858768	0.12142653	0.30695465	0.010604113	0.049413994	0.27301306
</S>	0.00060767727	0.0007878626	0.0021264805	0.0040472215	0.03458405	0.9578467
