 	io	dopo	torno	vecchia	vendo	mia	casa	che	ho	Venezia	a	Venezia	e	vengo	da	vivere	qui	a	Kalimara	</S>
e	0.93747604	0.061262485	0.0010948055	0.00012850895	1.0914013e-05	6.1580367e-06	2.8943036e-06	2.481548e-06	1.6016121e-06	1.5543548e-06	1.6162655e-06	1.3487337e-06	1.3575526e-06	1.2494249e-06	1.3294581e-06	1.4130255e-06	1.4700639e-06	1.1902159e-06	9.5197845e-07	4.7617146e-07
v	0.8826398	0.09616047	0.020444429	0.00041978658	0.00010316388	1.5905152e-05	2.450081e-05	1.2922267e-05	1.5236015e-05	1.0190176e-05	8.047535e-06	1.01694195e-05	2.325558e-05	6.24346e-05	1.05569e-05	7.3388474e-06	8.235502e-06	4.865786e-06	1.218393e-05	6.4989385e-06
ò	0.16507992	0.7923428	0.041288245	0.0012660199	1.1943012e-05	1.7606286e-06	8.220674e-06	1.494348e-07	1.8472091e-08	1.2129178e-07	2.7942425e-08	5.958374e-08	2.370091e-08	2.1344147e-07	1.3473164e-08	3.9149302e-08	6.184241e-08	4.6907264e-08	2.3185741e-07	1.0086031e-07
d	0.1392985	0.7159959	0.13266195	0.010076445	0.0014989323	7.8996345e-05	0.00012542412	1.728493e-05	1.1684867e-05	2.2347147e-05	3.4037118e-06	1.3632412e-05	2.3375473e-05	0.00015723969	3.2023374e-06	3.714847e-06	4.0032996e-06	8.5437e-07	2.288066e-06	8.2144527e-07
ò	0.030970484	0.8858844	0.07420256	0.00875278	0.00010115139	1.5807445e-05	5.941429e-05	1.0041764e-06	9.096733e-08	1.993234e-06	2.3259604e-07	1.1756661e-06	1.7180153e-07	6.905926e-06	1.422828e-07	7.161606e-07	4.0249287e-07	6.053989e-08	4.807938e-07	7.1507755e-09
p	0.002093396	0.8459905	0.12767167	0.022392083	0.0015441639	0.000119083015	8.8616594e-05	1.46217735e-05	6.098902e-06	1.3736278e-05	3.8174835e-06	6.893675e-06	6.894017e-06	3.2947974e-05	2.6441069e-06	3.1953446e-06	3.1656682e-06	1.6812544e-06	1.5453711e-06	3.2615753e-06
o	0.015719786	0.65457743	0.3188124	0.009739999	0.00056742923	6.684815e-05	0.00018141032	3.3774606e-05	2.1360103e-05	3.3264903e-05	1.7565668e-05	2.9092935e-05	2.4007453e-05	6.206747e-05	2.1495693e-05	2.1453217e-05	2.6210962e-05	5.350652e-07	4.1805622e-05	2.0339673e-06
j	0.002773688	0.27503496	0.5486851	0.16106406	0.010798182	0.00066172436	0.00042791723	8.927415e-05	3.7207552e-05	5.550881e-05	2.546816e-05	2.9947072e-05	3.6472306e-05	0.00014608455	1.8373721e-05	1.8227014e-05	1.8399287e-05	1.1978126e-05	1.2522896e-05	5.504423e-05
u	0.0010535987	0.6899098	0.26699033	0.040631436	0.0008684893	0.0001341885	0.0003531575	4.2229058e-06	1.5192765e-06	9.560392e-06	1.62044e-06	5.500185e-06	1.6520017e-06	2.6403482e-05	1.2755944e-06	2.7073002e-06	1.2990103e-06	5.5616107e-07	8.416375e-07	1.7858157e-06
r	0.00024183367	0.05916937	0.56643325	0.35197827	0.01987659	0.001620713	0.00045537655	8.1954524e-05	1.504662e-05	3.1317886e-05	1.12148155e-05	1.129632e-05	9.722401e-06	2.5939558e-05	4.96368e-06	6.249144e-06	6.100583e-06	3.4653824e-06	1.3239655e-06	1.6003882e-05
