 	ieri	abbiamo	deciso	di	andare	al	mare	tutti	ma	mio	fratello	non	voleva	venire	</S>
e	0.99839157	0.00066085154	0.0009155847	2.5158643e-05	1.8802035e-06	3.144481e-06	5.448454e-07	2.3009979e-07	2.791362e-07	1.42322e-07	1.4811796e-07	1.2421182e-07	1.288405e-07	9.819913e-08	1.9032895e-07
t	0.9008432	0.08138238	0.017202118	0.00019277864	6.6535715e-05	1.534763e-05	4.517183e-05	1.0729475e-05	5.836937e-06	3.4735433e-05	4.5631637e-06	4.473323e-05	8.294481e-06	0.00013955432	3.8635576e-06
t	0.8832991	0.08267696	0.033933487	2.3779205e-05	2.2138543e-05	1.1274038e-06	4.0282557e-05	1.0811542e-06	1.2013878e-07	2.2011555e-07	1.4792593e-07	8.6008555e-08	7.1838343e-07	1.6788154e-07	5.365082e-07
è	0.6836965	0.27886435	0.03712267	0.00016704023	0.00010817757	3.6421561e-06	3.5341058e-05	1.4693667e-06	2.7153914e-07	1.6174683e-07	4.34531e-08	1.9726137e-08	2.2290962e-07	1.783975e-08	7.545808e-08
d	0.29418597	0.4969417	0.20351969	0.004865885	0.00036060557	8.091491e-05	2.6732827e-05	5.1069414e-06	1.7595928e-06	1.7585157e-06	3.726051e-07	8.429987e-07	3.7748865e-07	7.024939e-06	1.3033803e-06
e	0.29349598	0.59005165	0.11597373	0.00017349163	8.7464745e-05	4.8465618e-06	0.00016266045	5.058859e-06	3.8170998e-07	6.8490112e-06	1.4594755e-06	4.846627e-06	1.8095362e-06	2.9244344e-05	5.017732e-07
c	0.0027366984	0.80162424	0.17252381	0.019201973	0.0024181942	0.0004831511	0.0005016694	8.650101e-05	8.828261e-06	0.00015709504	5.785134e-06	9.611063e-05	2.0552963e-05	0.00011153164	2.3865376e-05
i	0.42809314	0.16132277	0.40602806	0.0032928712	0.0005835693	0.00010671766	0.0004521398	3.569756e-05	7.031768e-06	7.4282602e-06	1.5436415e-05	3.5527328e-06	7.539455e-06	2.5589801e-05	1.839959e-05
d	0.00023822961	0.6495363	0.3254152	0.021692567	0.0022842502	0.00045276814	0.00031663795	1.7419157e-05	3.2615924e-06	2.1233092e-05	9.652464e-07	1.1457682e-05	2.5123911e-06	6.671885e-06	6.045279e-07
è	0.021078423	0.033763368	0.9353333	0.008613679	0.0009107984	0.00011969439	0.00014394248	1.06902835e-05	1.0586823e-06	1.6943447e-06	7.464533e-07	6.083816e-07	7.4772004e-07	5.5111974e-07	2.0674384e-05
t	0.00010666159	0.32593784	0.55666864	0.09627672	0.015221272	0.0031566476	0.0020019412	0.00014358718	7.92554e-05	0.00015186034	1.7351158e-05	0.00014410628	1.8218227e-05	6.6749984e-05	9.128616e-06
s	0.0033161538	0.018348811	0.9417811	0.024794802	0.007956879	0.0021943043	0.00129281	0.00020809332	1.1376065e-05	4.098851e-05	1.2962431e-05	6.8010413e-06	1.7997738e-05	1.1308955e-05	5.7230873e-06
a	0.00559415	0.07191562	0.92177165	0.00044992354	0.00017510961	7.138321e-07	9.239242e-05	2.5679728e-07	9.595955e-09	5.77266e-08	7.1650015e-09	1.0858408e-08	6.38539e-08	1.9319435e-08	7.063114e-09
m	3.3196688e-05	0.0030661232	0.07609414	0.77315384	0.11328108	0.028509397	0.004214796	0.0007967968	0.00028982334	0.00011026816	2.8862005e-05	3.4494708e-05	1.8834817e-05	0.00012169636	0.0002466205
