 	mia	sorella	non	è	venuta	mai	qui	come	io	</S>
e	0.9782096	0.02138924	0.00017801518	0.00014290205	3.3415904e-06	6.935492e-05	1.2837221e-06	2.172292e-06	3.5703815e-07	3.6108888e-06
d	0.056565262	0.93915933	0.0011012062	0.0004960322	0.0021168308	0.00021067217	0.00012662886	2.9231353e-05	0.00014670166	4.804058e-05
e	0.034687884	0.9648292	0.00013983905	0.00018284548	0.00013154426	2.350836e-06	2.2803812e-05	1.8408201e-07	2.2641989e-06	1.1514644e-06
r	0.0022082136	0.9934494	0.0033953353	0.0002971928	0.0005668934	1.4842517e-05	5.6398276e-05	2.2170441e-07	1.1407339e-05	1.6886999e-07
f	0.78757423	0.20640251	0.0034471038	0.0019362547	0.00029559009	0.00022926588	5.400115e-05	1.51898885e-05	2.2041022e-05	2.3880828e-05
ì	0.027780933	0.91368103	0.023494424	0.032212127	0.0023992425	0.00020934959	0.00016418692	7.5280764e-06	4.956897e-05	1.607288e-06
m	0.0038593463	0.58659714	0.2929741	0.09761498	0.0042019226	0.013951517	0.00033433718	5.509182e-05	1.5506112e-05	0.0003960014
m	0.5741084	0.14790812	0.19000222	0.022078719	0.054665428	6.350335e-05	0.011026392	1.9380554e-06	0.00012723383	1.7981174e-05
u	0.02229011	0.9749434	0.00031964903	0.0002030763	0.0021652733	5.2528953e-06	5.6061617e-05	1.0200498e-07	1.6999138e-05	1.2889228e-07
e	0.00014668114	0.011502533	0.66681546	0.21688966	0.014354732	0.08796998	0.0008639097	0.00034887635	2.5638807e-05	0.0010825103
n	0.0009516653	0.069329694	0.32294017	0.09781341	0.4587832	0.023460934	0.021680728	0.0016984824	0.0008381678	0.0025034503
è	0.4961712	0.024168428	0.1095186	0.06807101	0.25350094	0.0031858846	0.036396578	0.00022200444	0.000551498	0.008213813
e	0.00016070112	0.0052389726	0.11582593	0.3565613	0.3593003	0.15042137	0.009405662	0.002586075	0.0001676432	0.00033212462
r	0.0019258986	0.0035764445	0.0179577	0.021895127	0.8762186	0.016369412	0.055821314	0.0029252877	0.0019071698	0.0014030371
t	0.12142435	0.017954323	0.07208595	0.3283774	0.25121805	0.033438575	0.15291217	0.008304555	0.0028667983	0.011417914
o	0.020561498	0.008504438	0.21591087	0.1628848	0.39393774	0.048953786	0.14025661	0.00041180998	0.007920569	0.00065782137
m	7.63256e-05	0.0007608901	0.009965936	0.026691739	0.16886592	0.72855556	0.049409226	0.012563329	0.00042913403	0.0026818502
è	0.018857177	0.0004846509	0.023626253	0.030646967	0.14843304	0.045826595	0.70654666	0.015859904	0.0037293318	0.005989405
n	9.683702e-05	0.0032295375	0.010106714	0.015308727	0.121624246	0.70163804	0.13085788	0.014575774	0.00033762166	0.0022245513
a	0.0033213673	0.00044120237	0.009297476	0.00076067576	0.091251634	0.0097192265	0.88286275	0.00032185903	0.0016442995	0.00037948554
m	0.00016275184	0.00046824702	0.0012292472	0.003584215	0.020340081	0.8653072	0.051283352	0.049906403	0.00219141	0.0055270907
à	0.13594207	0.0026555522	0.07416829	0.012209263	0.014139403	0.03532923	0.6707494	0.021433437	0.010443514	0.022929862
i	0.00012168354	0.0022414168	0.002887916	0.0033157014	0.0100931935	0.7217106	0.18775946	0.058768492	0.00097078946	0.012130767
e	0.0016950419	0.004787357	0.0014728836	0.0028446012	0.021271106	0.3582907	0.25932935	0.2572267	0.042181164	0.05090113
t	0.0034439408	0.019345798	0.00061721605	0.00091444206	0.015315013	0.14403082	0.27733037	0.21552661	0.30607566	0.017400112
t	0.0122966645	0.00041691915	0.006611076	0.0072178594	0.000992176	0.0072327666	0.6745279	0.26067483	0.0072592087	0.022770576
ù	0.0018567409	0.0018727077	0.019349404	0.029188707	0.0018928726	0.026446413	0.5995003	0.29788274	0.015647499	0.006362656
k	0.0023026299	0.012507185	0.0019245688	0.0024740512	0.0021770403	0.096622996	0.08407238	0.6659711	0.040591475	0.091356605
ù	0.0024041221	0.00022132913	0.0054415693	0.0027225728	0.0026428956	0.0015315085	0.9215776	0.004168618	0.05521242	0.0040773354
n	0.00045427508	0.0021114	0.0017541739	0.0020684313	0.0013571444	0.012128816	0.016506292	0.81941843	0.09686221	0.047338873
d	0.006001431	0.00036853013	0.0065642176	0.0038131557	0.0027770405	0.00087482843	0.8691616	0.0084410105	0.096684135	0.0053140484
u	0.021576293	0.0665327	0.008974859	0.013480254	0.033882327	0.0069844658	0.4721649	0.10379215	0.26003966	0.012572308
m	0.00057796336	0.004179271	0.0013412791	0.0011098484	0.0011016217	0.0034261085	0.0021680957	0.8331174	0.04463911	0.108339295
è	0.050021198	0.0025502904	0.001600283	0.005088832	0.00032249623	0.0015326753	0.13372077	0.58858997	0.04671217	0.16986135
n	0.0007927484	0.005176465	0.000750796	0.0006567021	0.0005577359	0.0021368903	0.0015228282	0.67094445	0.12691973	0.19054152
a	0.01575743	0.009203389	0.0061111418	0.0073138033	0.006593396	0.005510749	0.086571805	0.075641006	0.6032922	0.1840051
</S>	0.0017117845	0.007259629	0.00848311	0.005321639	0.0059290705	0.0029092026	0.0024202836	0.38559112	0.14294542	0.43742874
