 	io	la	casa	la	posso	pulire	ogni	sabato	e	mia	mamma	la	puliva	ogni	giorno	perché	lo	poteva	aveva	la	possibilità	di	pagarlo	ogni	giorno	</S>
e	0.77713346	0.17812146	0.012547059	0.00039609353	0.00016421253	2.1760985e-05	8.558015e-06	3.0211054e-06	2.6035261e-06	2.48362e-06	2.2747831e-06	1.4835238e-06	1.4932925e-06	1.6359992e-06	1.3967644e-06	1.3873388e-06	1.690119e-06	3.8047774e-06	6.1757223e-06	0.00013982052	0.00046195198	0.00011543431	0.0051541743	0.001827463	4.1367108e-05	0.023837717
v	0.74662924	0.17431888	0.025355777	0.0012708787	0.00023648735	6.0232218e-05	3.1916417e-05	2.4088029e-05	3.7065944e-05	1.588533e-05	1.6301854e-05	1.9580908e-05	2.4640476e-05	1.4023957e-05	2.800113e-05	2.668352e-05	3.0010959e-05	0.00012700044	0.0019353412	0.008466378	0.00366353	0.0065136286	0.006533571	0.0020364274	0.0008778798	0.021706661
ò	0.18516098	0.61740637	0.17448094	0.0017737098	0.00010619629	4.7003246e-06	1.1620668e-06	1.3570942e-06	1.8221573e-07	1.6350701e-07	1.669314e-07	1.215658e-07	4.7194837e-07	5.0523678e-08	2.1945355e-07	8.077955e-07	1.6071651e-07	5.8313735e-06	5.961573e-05	0.00013248344	0.0002530785	0.0011371234	0.008119033	0.0037739242	0.0064433366	0.0011378486
o	0.056294426	0.5943138	0.06521507	0.015934994	0.003105828	0.00030530963	4.3295626e-05	2.1921162e-05	3.65224e-05	4.937488e-06	3.8038559e-06	7.0771994e-06	1.2592947e-05	2.0673476e-06	9.289638e-06	1.4672999e-05	6.8802515e-06	0.00015148224	0.0059005786	0.044603	0.010537557	0.052187223	0.054700453	0.07757999	0.0010021516	0.0180051
s	0.01348084	0.7064807	0.15078877	0.011117447	0.00073227787	0.00032651774	4.2729425e-05	4.7728983e-05	9.7846314e-05	1.4588786e-05	9.49631e-06	2.8316157e-05	5.024712e-05	9.872641e-06	4.4596534e-05	8.543444e-05	2.7820586e-05	0.00017011032	0.0012985328	0.0034023428	0.0036506872	0.010472095	0.036452387	0.050230395	0.0040803007	0.0068580257
p	0.03230584	0.3070467	0.36817998	0.02902547	0.001051481	7.789799e-05	1.0508288e-05	9.6315925e-05	2.5962133e-06	4.433132e-06	1.9299437e-06	9.476099e-06	5.73421e-05	1.875721e-06	2.6913202e-05	8.499089e-05	6.3867724e-06	0.00025785374	0.0010154098	0.00033640218	0.0016693544	0.004627988	0.047034852	0.04765464	0.0598601	0.09955323
ì	0.02484269	0.2846868	0.50306624	0.012307087	0.0002647121	5.2266423e-05	1.0980197e-05	2.1759148e-05	9.152079e-07	8.650351e-07	1.0798523e-06	5.0201606e-07	3.94873e-06	1.5265951e-07	1.5625507e-06	4.9704236e-06	1.3673556e-06	0.0004931144	0.0033948517	0.0021086654	0.009233207	0.049066976	0.050394226	0.037536662	0.020389557	0.0021148731
t	9.4485295e-05	0.02916528	0.26541892	0.21715616	0.041303925	0.0022360573	0.00032969395	2.9706289e-05	2.2772801e-05	1.2815567e-05	1.188803e-05	3.0045207e-06	3.5337885e-06	3.5028859e-06	2.4514047e-06	2.9885946e-06	4.4577178e-06	3.9974144e-05	0.0005420018	0.008249407	0.021141075	0.015790403	0.15938133	0.07133999	0.008528229	0.15918599
i	0.0005229314	0.19038081	0.6097824	0.10552229	0.0010002317	0.00010766105	7.849165e-06	2.9356896e-05	1.0237801e-06	1.6452819e-06	5.981882e-07	2.4733047e-06	7.690494e-06	7.5851733e-07	4.317648e-06	9.1526545e-06	1.5837273e-06	4.6461384e-05	0.00012881545	0.0001432261	0.00074919895	0.0010293439	0.035039153	0.023984693	0.021310417	0.010185924
o	2.8226876e-05	0.0006330949	0.027846074	0.30059624	0.09932023	0.0064116856	0.00083303725	7.112924e-05	6.0049304e-05	2.7529566e-05	2.3042014e-05	5.735447e-06	6.7712267e-06	6.329017e-06	4.4095937e-06	5.6165754e-06	8.101918e-06	8.155295e-05	0.0010114359	0.017957168	0.03903459	0.036264773	0.20004803	0.086086385	0.013268873	0.17035988
