 	qui	nella	casa	ha	la	luce	accesa	significa	che	ancora	stanno	svegli	non	sono	addormentati	</S>
e	0.9738207	0.020240938	0.0059152045	1.1813176e-05	3.5767996e-06	2.6775406e-06	1.4466152e-06	9.578281e-07	4.782401e-07	3.152112e-07	3.5681376e-07	2.8254192e-07	3.2816754e-07	4.528824e-07	2.9644724e-07	2.846045e-07
t	0.56950647	0.34628552	0.079766385	0.0026522928	0.0008035507	9.054501e-05	6.3211446e-05	4.315088e-05	4.1287793e-05	0.00019162931	3.5061552e-05	0.00018114588	0.00024283314	4.4814307e-05	2.2240321e-05	2.9888004e-05
t	0.4801204	0.35807654	0.15775132	0.0031342986	0.000850662	1.1894617e-05	1.3315789e-05	7.1164864e-06	3.5566911e-06	1.6937006e-06	1.4795103e-05	2.284507e-06	1.3079245e-06	2.9519485e-06	1.5519876e-06	6.313708e-06
ù	0.50380945	0.24749087	0.2113173	0.030040286	0.0072425683	5.277159e-05	1.9443081e-05	1.1323928e-05	6.0010875e-06	9.830499e-07	3.3422655e-06	1.0393309e-06	5.613002e-07	1.65145e-06	7.416141e-07	1.6139559e-06
s	0.006900341	0.8649521	0.12675972	0.001081924	0.0002553378	2.4193361e-05	9.526824e-06	4.7127346e-06	1.856292e-06	1.4612715e-06	1.1506727e-06	1.4620618e-06	1.6382642e-06	1.2106814e-06	6.6880574e-07	2.7787376e-06
t	0.035587754	0.12879765	0.79309916	0.033720054	0.008488769	6.751234e-05	7.71396e-05	1.4595498e-05	1.2152643e-05	2.4911504e-05	5.47662e-05	2.3887802e-05	1.9278612e-05	9.890304e-06	1.8349707e-06	7.2712044e-07
o	0.14369309	0.24166265	0.56670105	0.04222039	0.005614202	4.312768e-05	2.7248654e-05	7.949702e-06	6.0680754e-06	1.7705294e-06	1.4571863e-05	2.159825e-06	7.2425564e-07	3.375274e-06	1.1885468e-06	4.401194e-07
s	0.00046810415	0.5271785	0.44607526	0.020493094	0.0045607686	0.0006637543	0.0002211777	0.00010363988	3.163289e-05	1.8697541e-05	1.5590203e-05	1.668694e-05	2.1174223e-05	1.9770643e-05	9.791641e-06	0.00010235783
p	0.0020834475	0.12311037	0.87160146	0.002555486	0.00063137274	6.5078866e-06	4.9161786e-06	1.5499553e-06	4.9599583e-07	3.1741794e-07	1.8192794e-06	3.3138522e-07	2.3192271e-07	2.631033e-07	1.866851e-07	1.2975556e-06
ì	0.096568584	0.021258282	0.69526297	0.16506118	0.021605134	0.00014024379	4.9934264e-05	1.2244553e-05	1.1111578e-05	7.1617324e-06	4.3173004e-06	4.641201e-06	5.762269e-06	3.348768e-06	2.1581716e-06	2.8319703e-06
t	0.0026026221	0.084588446	0.5692354	0.25740308	0.06099937	0.016419034	0.0043923403	0.0019939188	0.00042656835	0.00011760156	0.00014190977	8.5340434e-05	0.000120498145	0.00019794071	8.418755e-05	0.0011917657
i	0.0004610028	0.027546186	0.95954466	0.009266423	0.003097275	4.87984e-05	2.6202584e-05	3.5817843e-06	8.3459656e-07	4.255935e-07	4.201479e-06	2.4643046e-07	8.444245e-08	9.0117524e-08	3.4180623e-08	1.8303876e-08
è	0.0003087678	0.0029805237	0.08759046	0.69050884	0.1820781	0.024861576	0.0077099586	0.0022085905	0.00029139302	0.00012305612	0.00013059727	0.00012666	0.0001600186	0.00018142584	3.7908198e-05	0.00070206093
c	0.0008723892	0.0053803883	0.20520511	0.6002455	0.15227899	0.01762056	0.011875219	0.0029974845	0.00036944903	0.00039573436	0.00049498014	0.00043480704	0.0007784535	0.0004724201	4.739655e-05	0.0005311035
h	0.018089874	0.0023474903	0.38570243	0.37407446	0.2089063	0.0062708035	0.0026529448	0.0004264085	0.0002622846	0.000458555	0.00036290256	0.00024479133	0.00013105947	3.346087e-05	6.3039765e-06	2.9836336e-05
i	0.07310425	0.004225221	0.23971331	0.48162836	0.20092477	0.0002981322	8.141446e-05	7.88775e-06	3.4320628e-06	3.5415721e-06	2.7872848e-06	2.8499023e-06	1.8332058e-06	1.3157853e-06	1.0962509e-07	8.015766e-07
o	0.00025010333	0.00018587503	0.0015538996	0.46430445	0.3622378	0.11843902	0.03861187	0.010230777	0.0010239617	0.00032997245	0.00040754667	0.00031709482	0.00042523243	0.0004952245	6.4963155e-05	0.0011222406
l	0.0028017564	5.7877256e-05	0.0020649973	0.6217934	0.24741186	0.05178233	0.037847582	0.008081959	0.0015382982	0.005446765	0.0018586544	0.005129568	0.009854901	0.0037760714	9.250232e-05	0.00046147755
ù	0.003193923	0.004181652	0.046070557	0.22607894	0.57254744	0.08033332	0.05298191	0.008417527	0.000689453	0.0003943948	0.0025464469	0.0003859717	0.00030409676	0.00051243976	6.6459615e-05	0.0012954054
s	0.00036336374	2.4572872e-05	0.000161142	0.27857593	0.5034795	0.1305861	0.050611835	0.023750398	0.004174698	0.0017342779	0.0010759302	0.00081236503	0.0025710494	0.0017491791	0.00012663146	0.00020307994
t	0.00070393947	0.00027745	0.021645654	0.113901906	0.55547583	0.18154234	0.103420325	0.015857276	0.0018861057	0.00094603444	0.0032668286	0.0005287419	0.0003302175	0.0001859026	1.8019457e-05	1.3423886e-05
r	0.044528827	0.0017734087	0.005623428	0.13562897	0.8033046	0.0065407553	0.002329606	0.0001490117	4.3945143e-05	2.1599173e-05	3.4127417e-05	9.517808e-06	4.4404105e-06	6.133671e-06	2.8564386e-07	1.3463073e-06
o	0.0118691325	0.00029528548	0.0048019905	0.07197153	0.73168844	0.123979	0.050496943	0.0030907842	0.0007036333	0.0005047193	0.0002651319	0.00015615307	8.4524174e-05	7.3541705e-05	3.3803801e-06	1.582645e-05
a	0.0001602037	3.854291e-05	4.9690025e-05	0.008154479	0.082857504	0.43468282	0.32203785	0.124849714	0.013053583	0.0019258731	0.003272642	0.0012155287	0.002006889	0.0030104315	0.0002636825	0.002420602
n	0.003784245	3.3384124e-05	0.0001264526	0.02678319	0.120637	0.15035337	0.18015897	0.07953407	0.03062677	0.10077041	0.028306551	0.070211045	0.15718988	0.047734495	0.001942287	0.0018079132
a	0.0014634114	0.0005534992	0.00238236	0.013448345	0.18807651	0.26121414	0.43631518	0.06913647	0.0047814944	0.001676107	0.018100834	0.00083011814	0.00041002265	0.00077241997	9.9673525e-05	0.00073949003
m	0.0012842501	7.7457866e-05	0.00017939837	0.0064439466	0.048074357	0.19015117	0.30995014	0.2012692	0.07351616	0.060286187	0.01511908	0.017963558	0.05316367	0.019664198	0.0020676844	0.00078948383
m	0.0005095672	0.00015860336	0.0005230044	0.003985748	0.038476642	0.16956231	0.54609627	0.16539393	0.016503194	0.004601467	0.046836995	0.0015329676	0.001497347	0.0032194292	0.00033581615	0.00076676416
è	0.0012634716	0.00021196189	0.0006583378	0.0015920195	0.00931276	0.22382727	0.5354932	0.2002039	0.021888247	0.0015112434	0.0033099754	0.0001611484	0.00011199381	0.0003814284	3.4627756e-05	3.845461e-05
