 	noi	ti	amiamo	a	te	di	pocchi	giorni	e	non	ti	possiamo	dimenticare	mai	di	questo	che	trocammo	bene	a	te	</S>
e	0.8467987	0.12750253	0.024746481	0.0008447446	5.281331e-05	3.292075e-05	5.7323246e-06	1.8273308e-06	1.9634858e-06	1.2440332e-06	1.5798644e-06	1.3070733e-06	8.0520766e-07	1.2292361e-06	6.5045907e-07	6.463519e-07	6.9939574e-07	5.872033e-07	1.2922126e-06	1.0431676e-06	5.343555e-07	6.460986e-07
m	0.49790525	0.39502913	0.096829616	0.003578825	0.0024519511	0.00056343916	0.00072991045	0.0006157274	0.00013840398	0.0001885198	0.000102330836	8.772776e-05	0.00017063259	9.459254e-05	0.0001525557	0.00023303009	0.00012029082	0.00047593343	0.00023380923	8.298424e-05	0.00012211267	9.322182e-05
ì	0.426296	0.50777835	0.00019750281	0.00035531458	0.06296636	7.724432e-05	0.0014853012	0.00078433444	2.8285076e-06	1.182558e-06	4.0765867e-06	2.66915e-06	2.3195673e-05	1.0859494e-06	2.1348617e-06	2.328789e-06	1.8515641e-06	3.2103226e-06	9.4146515e-07	1.4329216e-06	4.493484e-06	8.1610115e-06
s	0.17755604	0.6572836	0.15804131	0.0060771345	0.0006039873	0.0003226109	6.7073706e-05	3.0627565e-05	3.7130833e-06	2.314024e-06	1.0294883e-06	6.092076e-07	1.8422687e-06	7.1609685e-07	5.450069e-07	1.9283864e-06	5.086092e-07	2.454032e-06	8.2140457e-07	3.175264e-07	2.6686055e-07	6.0230764e-07
e	0.3027326	0.63505447	0.002214544	0.0019683691	0.050874148	0.0006414424	0.004877241	0.0015871009	2.216902e-06	5.8427673e-07	7.5696886e-07	1.7229517e-07	3.1197345e-05	2.8365507e-08	4.4920257e-06	2.5544778e-06	2.2493793e-06	2.7434335e-06	3.6643462e-07	1.7306505e-07	2.4336832e-06	1.706281e-07
g	0.0061816876	0.36094514	0.6074937	0.021633262	0.0019084979	0.0011636834	0.00035285452	0.00014746202	2.4039708e-05	1.7514747e-05	1.0916218e-05	7.76455e-06	1.0959852e-05	8.5764705e-06	5.4901498e-06	1.17628715e-05	5.3527e-06	1.5393483e-05	1.2510887e-05	6.116002e-06	4.884382e-06	3.253478e-05
a	0.07491902	0.8446245	0.01623569	0.0073701674	0.05381601	0.0005378363	0.0015715333	0.00082453765	4.9534215e-06	3.3374813e-06	2.6912157e-06	4.856161e-07	1.8980205e-05	1.5778163e-07	1.1143307e-05	4.190853e-06	5.3328117e-06	4.940462e-06	2.9879436e-06	1.6753829e-06	3.5526813e-05	4.3100067e-06
p	0.00014814547	0.0749465	0.70163816	0.17897408	0.02907764	0.012380261	0.0023653698	0.00029373213	5.382437e-05	3.748831e-05	1.0004087e-05	2.6269843e-06	1.0968423e-05	2.083116e-06	2.95786e-06	1.5391674e-05	2.9271966e-06	2.3258071e-05	9.891563e-06	1.1262683e-06	6.8348515e-07	2.8446384e-06
ù	0.08362355	0.4719991	0.07658924	0.08424571	0.24596421	0.01254315	0.018881915	0.0057950336	5.126874e-05	2.059095e-05	1.8272693e-05	7.1959284e-06	4.5759232e-05	2.1235348e-06	2.825885e-05	1.38968635e-05	1.5581154e-05	1.070341e-05	1.4425117e-05	1.0536785e-05	2.6602538e-05	9.271589e-05
m	6.589251e-05	0.007581756	0.67963296	0.23881882	0.044934087	0.025620108	0.0027694402	0.00029609358	0.00012726114	5.4267337e-05	2.4669804e-05	6.8402687e-06	9.706669e-06	5.3386193e-06	3.16893e-06	1.2468863e-05	3.7859586e-06	1.3866117e-05	1.1918939e-05	2.20342e-06	5.5265934e-07	4.7973513e-06
e	0.06460176	0.07224621	0.12543829	0.268389	0.21242222	0.14561813	0.097702056	0.012578538	0.00020835978	1.580081e-05	2.3425802e-05	3.8902476e-06	0.0005404673	3.620893e-07	3.3349155e-05	6.284106e-05	3.0158115e-05	6.769107e-05	4.8061056e-06	8.7228534e-07	1.0750173e-05	1.0277936e-06
s	4.913348e-05	0.0006193111	0.7224586	0.19617516	0.022373548	0.053154167	0.0037762015	0.00066259765	0.0002900514	9.624282e-05	7.0297145e-05	3.94639e-05	2.2238724e-05	4.984234e-05	8.236369e-06	2.1863252e-05	1.0139566e-05	1.4141969e-05	3.4880082e-05	1.9085186e-05	2.8486938e-06	5.1958486e-05
e	0.050342448	0.052146267	0.0938626	0.15298834	0.33916417	0.096195884	0.16279453	0.051774	0.0001753238	6.0086837e-05	3.8918603e-05	8.756831e-06	0.00023332506	2.5928382e-06	2.653069e-05	4.5225483e-05	1.8788065e-05	5.511155e-05	1.9828034e-05	1.1758111e-05	1.2083828e-05	2.3393588e-05
s	4.958919e-05	0.0007911701	0.25946188	0.20498432	0.20783511	0.29224247	0.027310906	0.0034316573	0.0019430495	0.0005512504	0.0003749668	0.00017807347	6.512312e-05	0.00022220815	2.2778366e-05	6.937313e-05	3.212877e-05	3.731697e-05	0.00015008051	7.2089526e-05	4.5477855e-06	0.00016987044
è	0.012621101	0.007902587	0.0423936	0.09416472	0.25238484	0.24599876	0.2657433	0.07556105	0.0011886315	0.0004085434	0.00023846755	5.4358436e-05	0.0005297134	2.0982161e-05	5.7268982e-05	0.00015340064	5.6701945e-05	0.00017020426	8.9840425e-05	4.959073e-05	2.0546644e-05	0.00019183008
n	4.093934e-05	0.00046202683	0.052697886	0.07457614	0.3114225	0.46398318	0.073201835	0.0100537315	0.0075811283	0.0021382156	0.0013642249	0.00052874204	0.00013266066	0.0005780562	4.989742e-05	0.00015929129	8.8296416e-05	6.125968e-05	0.00039500164	0.00017273187	4.4324506e-06	0.00030798718
a	0.0010212933	0.005213611	0.0039580367	0.00636405	0.15532248	0.31718737	0.41439873	0.08884002	0.0015965314	0.00011575154	0.00010512175	1.2589593e-05	0.0038730798	2.3300645e-06	0.00027437258	0.0004892116	0.00017474178	0.0008195647	6.089309e-05	3.0046233e-06	0.0001630912	4.1537933e-06
t	0.00010907931	0.0012075114	0.004156979	0.008290727	0.031626325	0.61571133	0.24730499	0.03403762	0.032384977	0.010089295	0.006155472	0.0017868801	0.0006314477	0.0014481661	0.00028148777	0.00086582336	0.00043587515	0.0005552312	0.001839465	0.0004164516	2.303344e-05	0.0006418499
