 	Maria	ora	sta	vicino	a	me	ma	sta	dormendo	</S>
e	0.97853684	0.016139215	0.0025761223	0.0024006916	0.00025187395	2.6413123e-05	1.8956183e-05	1.8030212e-05	4.0205146e-06	2.7804137e-05
M	0.9631789	0.036564425	0.00020015186	3.741821e-05	6.935945e-06	3.8404733e-06	1.7760007e-06	1.7055606e-06	1.7740031e-06	3.002796e-06
a	0.41726083	0.5764237	0.006142506	5.7161018e-05	9.518526e-06	9.410037e-06	4.557597e-06	2.074488e-05	3.998737e-05	3.1525793e-05
r	0.8039808	0.18893749	0.005578705	0.0014596148	3.8953975e-05	2.504673e-06	6.4661697e-07	2.5181654e-07	1.1626652e-07	9.626601e-07
ì	0.027298665	0.5097213	0.4474138	0.013326507	0.00077935634	0.00029655005	6.0347887e-05	0.000113199785	0.00027727787	0.0007129977
a	0.04471839	0.83136266	0.09875727	0.023944817	0.00094441714	8.6817665e-05	2.8317321e-05	1.7476868e-05	3.3871665e-06	0.00013649365
à	0.00951897	0.6789893	0.29023436	0.01778608	0.0017361109	0.0010237868	0.00014803908	0.00016137847	3.252325e-05	0.0003695519
r	0.0037187925	0.5983553	0.37278116	0.022705687	0.0013770146	0.00061279256	0.00014152421	0.00012433255	1.5357833e-05	0.00016803516
t	0.0013381692	0.009460492	0.9579352	0.028750075	0.00079008326	0.001524992	1.9784045e-05	4.5492736e-05	0.00012882387	6.99115e-06
e	0.05794679	0.62013316	0.32122415	0.000642056	3.635055e-05	1.0861893e-05	4.3988865e-07	1.0793159e-06	4.1491603e-06	9.744838e-07
n	0.00021479676	0.0024460491	0.29117844	0.6555438	0.045285545	0.0030876845	0.0010725938	0.00031630794	2.6365518e-05	0.00082837796
a	0.00071853417	0.004504365	0.97738075	0.015501655	0.00087954616	0.00073278527	4.2148375e-05	4.768127e-05	7.551006e-05	0.00011692796
s	0.0010470024	0.002788587	0.13542837	0.78560996	0.062461566	0.009001712	0.002219713	0.0007945668	6.633738e-05	0.00058224855
t	0.00060720317	0.0016727982	0.9095883	0.074738786	0.004629819	0.0047376673	0.00051157194	0.0007271548	0.0003603713	0.0024263563
e	0.00071048737	0.002843842	0.59312093	0.35148543	0.04096453	0.009342508	0.0006379479	0.00033545512	0.00040551362	0.00015329143
m	0.000527002	0.00051880337	0.022441233	0.7613269	0.17306027	0.026644187	0.010298551	0.002404071	0.00012866537	0.0026503608
b	0.00028649182	0.0003045751	0.5102535	0.43428558	0.022559268	0.024305668	0.0014785858	0.0038569286	0.0015149477	0.0011544882
r	0.011205434	0.005671785	0.44496286	0.31462434	0.13539417	0.07429788	0.00536723	0.0048708874	0.002764102	0.0008412804
ò	0.088994145	0.061667398	0.7716995	0.036029898	0.017255288	0.020945162	0.00082040305	0.00028886422	0.00010554501	0.0021937648
s	0.0009892465	0.0007118572	0.005170273	0.36765596	0.4006008	0.12940744	0.068587765	0.013185126	0.0005921571	0.013099404
e	0.00040300784	0.0002579314	0.042664647	0.38598132	0.07073366	0.4558695	0.00500269	0.01767201	0.021352567	6.276508e-05
m	0.00066829694	0.0009463361	0.0012263294	0.052833952	0.29645064	0.35754618	0.21045844	0.058911063	0.0046276464	0.016331095
è	0.0010827426	0.00018738236	0.025615463	0.2408019	0.058897514	0.4842535	0.04200195	0.118960425	0.020368962	0.0078301225
n	0.001139979	0.0009263158	0.0014496401	0.015685592	0.10752235	0.35948715	0.39338246	0.07328019	0.0061548925	0.04097136
a	0.018468665	0.0014709268	0.0091035	0.026048683	0.011416529	0.6795468	0.04547129	0.095006965	0.09149618	0.021970479
m	0.0021809624	0.002432914	0.004652977	0.0037064676	0.015991833	0.113463625	0.45055535	0.26387036	0.058047652	0.085097864
a	0.09966897	0.002166899	0.01700769	0.03601533	0.0166958	0.11635102	0.073658	0.53180116	0.047203444	0.059431795
s	0.003098733	0.0015314941	0.003871592	0.0022042603	0.00890583	0.06361661	0.38968778	0.28875184	0.077369854	0.160962
t	0.005354658	0.0002879208	0.0011919581	0.007543946	0.0042420016	0.037959132	0.05909045	0.78359026	0.06978408	0.030955542
e	0.004017203	0.00013234753	0.0012252742	0.0046164957	0.02362888	0.06066834	0.11743095	0.7380264	0.031854793	0.018399341
p	0.027979089	0.004973759	0.0070835482	0.0020754067	0.002295724	0.007487296	0.073145606	0.20828156	0.22410911	0.44256896
l	0.011713195	0.0012847049	0.0022579636	0.040780168	0.0036308458	0.02965174	0.01212747	0.22440803	0.52454937	0.14959647
ò	0.043221585	0.0011862343	0.0075474703	0.010395537	0.036583148	0.03567336	0.0396925	0.5545839	0.12630588	0.14481044
n	0.063155174	0.013256069	0.012599253	0.0020395874	0.0013204785	0.001785932	0.008289062	0.060629934	0.39285353	0.44407102
n	0.00054271723	0.00015301883	7.3956275e-05	0.0009953429	0.0006309439	0.004782918	0.0009940896	0.083142996	0.904158	0.004525962
i	0.5947881	0.13461483	0.04751149	0.0039298357	0.002805518	0.013450843	0.0011200726	0.024743823	0.09168382	0.08535173
</S>	0.029454412	0.0059717856	0.007679516	0.0023332383	0.0011442396	0.00091731694	0.002633618	0.01242228	0.09325407	0.8441896
