 	dovevo	comprare	il	pane	ogni	giorno	</S>
ì	0.24899869	0.65514886	0.08099979	0.006215135	0.006404345	0.00046401593	0.0017692763
c	0.38041714	0.6172024	0.0021544083	0.00010147107	5.816433e-05	1.9317431e-05	4.7114594e-05
h	0.042410746	0.9556183	0.0012145737	1.03000575e-05	1.368777e-05	0.0007156789	1.6801998e-05
a	0.09442166	0.905504	5.4353215e-05	1.4791301e-06	4.8542927e-07	1.791111e-05	1.4045523e-07
n	0.8487788	0.14779043	0.0028967804	0.00014143689	8.589337e-05	2.251937e-05	0.0002841601
a	0.031593394	0.8872531	0.07214324	0.0006056529	0.00065633375	0.0076692477	7.912726e-05
v	0.105913855	0.8797234	0.014141495	4.7780213e-05	0.00014814621	1.26488385e-05	1.2547675e-05
o	0.009845944	0.9181177	0.06521754	0.0012088454	0.0003062792	0.0049993936	0.0003043801
r	0.04484581	0.9303232	0.024335016	0.00011850125	0.00036299857	1.2739429e-05	1.6788413e-06
à	0.012217387	0.36035866	0.48643845	0.06438967	0.025347348	0.014381816	0.0368666
s	0.008430411	0.20190181	0.64247036	0.075202234	0.06596796	0.0018227644	0.004204508
o	0.003920557	0.12592994	0.85729337	0.0013607062	0.005390439	0.004223782	0.0018812849
t	0.00046963067	0.0021265787	0.920691	0.05071579	0.021584107	0.00022454196	0.0041883583
o	0.0064319125	0.074500576	0.8265544	0.0068112025	0.017616414	0.06582037	0.0022650633
t	0.00028882045	0.0004701868	0.64626926	0.24458255	0.099695496	0.0014221747	0.0072714407
s	0.006282285	0.021387214	0.45503908	0.046800777	0.104154035	0.34163123	0.02470544
o	0.010841497	0.0085100345	0.94472575	0.0051905583	0.018084418	0.012507975	0.00013991036
m	8.530851e-05	9.829199e-05	0.02320384	0.6017174	0.3365476	0.010559199	0.027788319
ì	0.0008455301	0.002490257	0.15296037	0.24794988	0.2994505	0.23705749	0.059245992
k	2.6277867e-05	5.671901e-05	0.010650969	0.5602412	0.37133956	0.031146321	0.026538964
à	0.00027701614	0.0011672396	0.005126997	0.008552234	0.07058023	0.879776	0.034520175
i	5.408849e-05	9.6023425e-05	0.0009326924	0.1390601	0.22031707	0.57388324	0.06565679
m	8.028503e-05	0.0010724388	4.644273e-05	0.02671266	0.0723905	0.7845322	0.115165554
è	2.1727812e-05	0.00014724456	0.00071246154	0.008903001	0.03896436	0.8975131	0.053738035
r	1.2567387e-05	7.1987684e-05	0.00024044573	0.016947571	0.04105872	0.83764815	0.10402062
i	1.5187973e-06	2.8843995e-05	2.139872e-05	0.000115792864	0.0021693571	0.9954639	0.0021991895
</S>	0.00013900605	0.0006687111	0.0012895179	0.008793308	0.013066134	0.24032073	0.73572266
