 	ha	pensato	che	il	ladro	è	entrato	dalla	finestra	</S>
e	0.80600864	0.19081716	0.003004292	0.000115688395	2.1133299e-05	4.7594403e-06	7.2963576e-06	1.4754785e-05	9.180858e-07	5.42615e-06
p	0.33745438	0.6528952	0.0057674227	0.0010864787	0.0024396933	9.468518e-05	0.000112142116	5.9115824e-05	2.7085853e-05	6.373422e-05
è	0.1335929	0.85528934	0.004664743	0.0016626666	0.0045823692	1.2575757e-05	0.00017543239	1.2564985e-06	1.3908151e-05	4.7229523e-06
n	0.026585897	0.91828454	0.04980086	0.0041609025	0.0010967721	3.8984716e-05	1.9560692e-05	1.1138227e-05	4.2875618e-07	1.015271e-06
s	0.08671432	0.82695067	0.0119114	0.019044466	0.05350755	5.8776295e-05	0.0017322754	5.841377e-06	7.420588e-05	5.4723756e-07
e	0.08491836	0.88030344	0.008204198	0.008589453	0.01782323	5.2085914e-05	0.00010293732	9.406855e-07	5.0276244e-06	3.028615e-07
t	0.00046569962	0.5314614	0.40990776	0.052076712	0.004980814	0.00029405137	0.00011448537	0.00032522532	7.778029e-06	0.00036612668
s	0.020644914	0.92042863	0.020234874	0.013092712	0.023277508	3.5398578e-05	0.002232401	4.7037056e-06	3.8797767e-05	1.0083745e-05
e	0.0066452795	0.8405594	0.017154623	0.049218874	0.08560526	5.100132e-05	0.0007364403	1.1981494e-05	1.665294e-05	4.436915e-07
k	0.00016615288	0.03181704	0.63690215	0.2954329	0.019616585	0.005566858	0.0008441976	0.00464225	5.9184677e-05	0.0049526663
a	0.011813664	0.43119335	0.3108534	0.17461175	0.05225387	0.0006917609	0.018166127	0.00014065459	9.914273e-05	0.00017624936
o	0.00027419586	0.0033767011	0.18604675	0.6842723	0.11034218	0.008500083	0.0028200883	0.0031588795	2.568991e-05	0.0011832194
l	0.0031772458	0.0013055007	0.025407286	0.30209094	0.631751	0.017206427	0.012675332	0.0056104166	0.00010952026	0.00066634116
à	0.005671677	0.01575075	0.09082236	0.43333048	0.2502864	0.015382966	0.18286806	0.0024564655	0.0005514188	0.002879449
d	0.00031417457	0.00067992846	0.011690654	0.37225908	0.46385214	0.10315335	0.03129724	0.01569336	0.00033621799	0.00072395167
r	0.011930204	0.0024391464	0.008226069	0.18019888	0.7085427	0.0061386544	0.07586244	0.0028930753	0.0022024633	0.0015662758
o	0.015162366	0.019123657	0.062524214	0.34461254	0.19383919	0.100202166	0.23892534	0.024037454	0.0013039116	0.00026920042
m	0.00023870617	0.000599935	0.0032919548	0.03357968	0.086393125	0.56410843	0.10560006	0.18954273	0.0019046195	0.014740825
b	0.00022734018	0.0003799513	0.009525289	0.03209965	0.096510775	0.106211424	0.74504066	0.0072016874	0.0025816602	0.00022153318
ì	0.012080448	0.008329431	0.0063489573	0.03550926	0.0835222	0.012306315	0.8206573	0.019727694	0.0013332585	0.00018509163
k	0.0009272662	0.002580016	0.0027306227	0.008723763	0.047347706	0.34249592	0.1229864	0.3698576	0.0061319945	0.09621875
e	0.0036021322	0.00064797956	0.017320193	0.028546048	0.11367326	0.023545595	0.71280205	0.039953284	0.050329316	0.009580161
à	0.0025399986	0.003455004	0.008152803	0.006141702	0.018103143	0.086081944	0.08126663	0.6528235	0.05604927	0.085385986
t	0.021848483	0.0071524144	0.0033639872	0.0024700891	0.07135985	0.13954246	0.2772421	0.17593339	0.2570288	0.04405849
t	0.00077102357	0.00034014237	0.0030953074	0.0028010532	0.0032203298	0.010571142	0.9449973	0.017594464	0.016457675	0.00015141492
i	0.347273	0.05104997	0.02024717	0.049770772	0.025609171	0.0077889096	0.21709928	0.15062162	0.042365577	0.08817458
f	0.0024318625	0.004694382	0.008936201	0.0032910819	0.004247712	0.007258781	0.020687465	0.22378945	0.15700641	0.5676567
i	0.00624665	0.0029113758	0.019323226	0.0029724578	0.0013123443	0.024274096	0.33559543	0.049290556	0.5201805	0.03789336
n	0.0067555327	0.008820318	0.011976536	0.004233308	0.007340979	0.0042017684	0.019778423	0.078145	0.5768376	0.28191057
è	0.0041293176	0.0017321468	0.008293284	0.0008761124	0.0003487792	0.041653354	0.034902327	0.027038584	0.8123765	0.068649516
s	0.0017321947	0.0024364972	0.0034923502	0.0006804332	0.0008904299	0.0008553611	0.0018621355	0.008062528	0.6869419	0.29304618
t	0.0015412003	0.0006551969	0.002048976	0.0005110912	0.00028857036	0.004295708	0.02306115	0.020396776	0.9377323	0.009469111
r	0.086351715	0.01906393	0.026638383	0.032996174	0.0155503135	0.004246237	0.0031947363	0.008339466	0.09801873	0.70560026
a	0.030232904	0.008017887	0.0066409255	0.009697751	0.015544021	0.024630537	0.013244136	0.030876582	0.3493633	0.51175195
</S>	0.0020675731	0.002735641	0.005745026	0.0017266598	0.0032013247	0.0016613292	0.0007823934	0.0022958415	0.096186906	0.88359725
