 	il	vino	buono	deve	essere	invecchiato	</S>
o	0.90984905	0.08681604	0.0032331895	1.9601533e-05	4.32632e-05	6.1665314e-06	3.265413e-05
k	0.08963111	0.87974095	0.028387655	0.0012766805	0.00058349414	6.9499714e-05	0.00031049456
r	0.9516012	0.011314394	0.007607848	0.020858789	0.008574572	9.902302e-06	3.3366927e-05
a	0.20132056	0.46960703	0.3129203	0.008987325	0.006873229	0.00025519528	3.6484125e-05
s	0.0009690738	0.1733063	0.81366175	0.008666461	0.0023280228	0.00020841222	0.00085990306
ì	0.12360127	0.036228165	0.20030169	0.49078223	0.11992097	0.0027474598	0.02641826
k	0.0004048366	0.041372016	0.90043825	0.03111061	0.01809429	0.0011732023	0.007406696
a	0.04069941	0.0014236649	0.07876484	0.26300782	0.6146524	0.0011522424	0.00029965304
l	0.00072138564	0.023774508	0.6503815	0.1762979	0.0879848	0.010557407	0.050282493
ò	0.019798616	0.0043088626	0.035959605	0.43995184	0.4915789	0.0023656755	0.0060364893
e	0.00024342179	0.0044821403	0.0685274	0.46707937	0.40914422	0.023974556	0.026548883
n	0.00071909896	0.000115665585	0.0009095543	0.9414476	0.041979484	0.009492673	0.0053359657
a	0.0022626945	0.00039601506	0.0014631809	0.00716554	0.98190707	0.0021314032	0.0046740407
è	0.000910045	0.00024918094	0.0034409866	0.4243852	0.17182893	0.3870856	0.012100075
n	0.0021422943	4.5005763e-05	0.00048656407	0.87957406	0.038231283	0.07556289	0.003957826
e	0.0036413453	0.0004739276	0.004765429	0.0019325109	0.97566944	0.0102770785	0.0032402335
a	0.00066669803	0.00049732486	0.0012704966	0.023400558	0.041968904	0.8350182	0.09717784
n	0.013426336	0.00047201465	0.00095736195	0.104421854	0.033434596	0.7112712	0.1360166
v	0.019637756	0.01172206	0.046166938	0.012253533	0.44054475	0.115016736	0.35465822
e	0.0019857439	0.00051629276	0.029222485	0.0440558	0.1534175	0.75808454	0.012717611
k	0.0007356274	4.8379028e-05	0.0007219896	0.007645067	0.0014685787	0.97541	0.01397029
k	0.006239506	0.0059995074	0.019355211	0.012309015	0.011572793	0.5475455	0.39697853
i	0.0071939887	0.00018995833	0.010558838	0.060203515	0.029803015	0.83399063	0.05806002
à	0.0014768719	0.0002639354	0.0021368484	0.006119526	0.002008628	0.8353026	0.15269157
t	0.008189191	0.00047417733	0.002308183	0.01199098	0.0021125318	0.6824099	0.29251513
o	0.22767645	0.041759636	0.20851766	0.03207873	0.040202547	0.42679983	0.022965088
</S>	0.002081819	0.0015784146	0.005171855	0.005369981	0.0044003697	0.13901658	0.84238094
