 	nella	pasta	metti	sale	vuole	il	sale	</S>
s	0.9991755	0.0008195684	1.8348646e-06	2.5451527e-06	1.3774826e-07	1.7509593e-07	2.4432577e-08	2.1026145e-07
t	0.96437275	0.030558305	0.0037463089	0.0012463935	6.412642e-05	3.5487828e-06	8.192868e-06	3.421602e-07
i	0.92791957	0.054421775	0.013789563	0.0038105282	3.2925014e-05	4.7411863e-06	2.0540832e-05	2.648063e-07
p	0.55996037	0.28153163	0.1196158	0.036861982	0.0011986109	0.00033771407	0.00019080481	0.0003031222
à	0.06773517	0.17949408	0.5680933	0.15783508	0.024152705	0.0005172082	0.0017572462	0.00041521803
s	0.10274847	0.81325436	0.061753385	0.021660835	0.00040346623	0.000104477105	7.005798e-05	4.927819e-06
t	0.0017254914	0.4377012	0.30477104	0.2030387	0.052282058	5.6003868e-05	0.00042534186	1.9437341e-07
a	0.001187833	0.6121428	0.3504509	0.03564247	0.0005333634	1.4696449e-06	4.091301e-05	3.2822965e-07
v	0.0027041498	0.100616395	0.5768174	0.30323088	0.008559797	0.003467439	0.00017327136	0.0044306205
à	0.013560271	0.31504375	0.3165639	0.3029934	0.04478921	0.0005619082	0.0063652783	0.00012233466
l	0.00033179528	0.008962399	0.6452014	0.3392772	0.004800842	0.0012811235	0.00010226765	4.2969183e-05
e	0.00024526834	0.05532014	0.22544587	0.5845201	0.12903914	0.0033788914	0.0019871984	6.338179e-05
à	0.0014726239	0.0030883923	0.22658825	0.6235191	0.06873769	0.06208018	0.0008721926	0.013641588
l	0.00015183886	0.0013022831	0.36235473	0.4527064	0.14789627	0.031810664	0.001955878	0.0018218518
a	0.0002062188	0.0057881433	0.04417248	0.62768435	0.31016436	0.0087936185	0.003181016	9.775477e-06
e	0.0020003708	0.00027180414	0.019805757	0.36041805	0.2363636	0.35267398	0.004010406	0.024456043
t	0.0013126015	8.58439e-05	0.010436516	0.1094548	0.56160855	0.27809453	0.021930952	0.017076211
è	0.00064671366	0.0006352983	0.001471625	0.072979756	0.8515724	0.065678954	0.005233909	0.0017813916
l	0.00068577065	3.6235186e-05	0.001736709	0.097643934	0.5856812	0.28010362	0.028474938	0.005637589
i	0.00025965972	2.53155e-05	0.00034123947	0.044253666	0.7556559	0.16626349	0.033133324	6.738604e-05
t	0.0029085032	6.499484e-05	0.00053104083	0.0095133195	0.09725125	0.78271306	0.033627264	0.07339054
à	0.015650516	0.00084510556	0.00014896614	0.0030170332	0.59294665	0.36042368	0.023024298	0.0039437106
l	0.004597022	0.00013234613	0.00039364162	0.0034003614	0.062826745	0.54573476	0.309233	0.07368217
a	0.001138053	2.9060078e-05	4.3783977e-05	0.0014988414	0.19669336	0.42171144	0.37807414	0.00081138837
</S>	0.017709093	0.00042736306	0.0014427385	0.0053354073	0.0073385993	0.17914622	0.36624032	0.42236024
