 	la	macchina	si	è	rotta	e	vuole	riparate	dal	meccanico	</S>
e	0.8584049	0.13991216	0.0008645249	0.00037264422	0.00038618012	2.0073336e-05	5.9360327e-06	2.7838678e-05	2.926169e-06	7.6605335e-07	2.1539252e-06
m	0.33764383	0.64892316	0.010461892	0.0012620179	0.0010470342	0.00049215584	5.200715e-05	6.412161e-05	1.7610502e-05	1.2616448e-05	2.3573146e-05
à	0.91381574	0.085852034	0.00018646993	1.5367787e-05	2.7843873e-05	1.7756156e-05	5.965032e-05	3.682143e-06	4.226839e-06	1.8192067e-06	1.5382539e-05
k	0.044668302	0.90956765	0.039532054	0.002896255	0.0025517582	0.0007219339	3.096177e-05	2.7771504e-05	1.3350347e-06	4.0439141e-07	1.6201145e-06
i	0.34616375	0.64589125	0.0066264546	0.000109870416	0.0005876317	0.00028863474	0.00032687548	4.3543573e-06	5.969268e-07	1.3763952e-07	3.619408e-07
n	0.00094196846	0.74961036	0.21854335	0.014057838	0.012105119	0.0041664485	0.00016884998	0.00027976025	1.8761752e-05	6.6821403e-06	0.000100800215
a	0.26163754	0.70173824	0.024174968	0.0019842074	0.0077524413	0.0012401812	0.0008876404	0.00025086786	4.495225e-05	4.048881e-05	0.00024841982
e	0.00017491907	0.06004352	0.6786675	0.12606654	0.09003625	0.042104736	0.0020774938	0.0006825909	5.205529e-05	8.592224e-06	8.570557e-05
k	0.00094191346	0.007734905	0.6473143	0.052481458	0.06359023	0.21117206	0.01423962	0.0018466231	0.00039592397	5.9329785e-05	0.00022361473
l	0.056171607	0.35106254	0.25360072	0.04801107	0.15402094	0.06988314	0.053501654	0.0034698658	0.00076622155	0.00036222144	0.009150091
à	0.0043986635	0.033576768	0.18532379	0.15586744	0.39659452	0.16033529	0.058147565	0.005531498	0.00015838005	2.290301e-05	4.3187803e-05
s	8.632003e-05	0.00075020466	0.14510056	0.2068678	0.3438263	0.2628556	0.033670694	0.005656009	0.00071214576	0.00011203405	0.0003623156
t	0.0017887887	0.07084783	0.12354967	0.029922996	0.13517283	0.33491242	0.3030059	0.00070989825	6.4556974e-05	6.9317234e-06	1.8155515e-05
i	0.6384761	0.039467294	0.04394186	0.0011099891	0.030578716	0.19148098	0.054070003	0.0008219523	3.2880977e-05	4.159834e-06	1.6195752e-05
c	3.8298254e-05	0.0001703568	0.01564696	0.036911793	0.15613215	0.6333723	0.11005499	0.043464173	0.0023594263	0.0004396154	0.0014099121
e	0.010698379	0.126149	0.1625004	0.018167099	0.12221597	0.2687252	0.2882698	0.0024891396	0.00034763283	5.6642366e-05	0.00038079583
e	0.00014679531	7.7813536e-05	0.0048973225	0.006782172	0.034106415	0.7536225	0.18206576	0.016223917	0.001736356	0.00011522403	0.00022577247
t	0.0063578156	0.0003842999	0.004359862	0.008682565	0.06938534	0.46276817	0.37559438	0.04529929	0.02457108	0.0014882752	0.0011088834
è	0.0027109417	0.016728396	0.015592974	0.005610895	0.020443678	0.13926993	0.7800096	0.008518317	0.005359989	0.00057975226	0.0051755244
l	0.00016120469	8.8426525e-05	0.0017234395	0.0051159854	0.014877559	0.3250483	0.5161934	0.11372134	0.020545667	0.001501064	0.0010236782
i	0.00016123745	0.0013507284	0.0052241455	0.0022047535	0.0046103406	0.1221472	0.86238706	0.001402636	0.0004671566	2.6851285e-05	1.7977793e-05
t	0.00014373848	0.0002547105	0.0011649164	0.003133081	0.0037954561	0.06653093	0.44819522	0.39082783	0.061578877	0.010618485	0.013756661
