 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.96834105	0.026145743	0.0050666262	0.0002536029	0.00013739806	6.3439215e-06	4.9313614e-05
n	0.6212127	0.36740357	0.010960084	0.00025999892	0.00010079681	1.6915877e-05	4.593483e-05
a	0.012765931	0.9669057	0.003140417	6.9866786e-05	0.00030856818	0.016187342	0.0006221596
v	0.097259	0.8970577	0.005613298	3.8653412e-05	1.7076974e-05	4.761641e-06	9.47642e-06
o	0.00921378	0.98185134	0.008060241	3.107836e-05	2.7997117e-05	0.0008091456	6.4206156e-06
r	0.08636932	0.8920421	0.02105633	0.00023943419	0.00026423176	2.3235823e-05	5.200712e-06
à	0.026302135	0.6209507	0.3037133	0.026138688	0.0084614465	0.0073669567	0.007066938
s	0.032076508	0.1600884	0.6972383	0.06691595	0.037456747	0.0011402022	0.005083844
o	0.0159389	0.12791824	0.84657	0.00086623715	0.0022893853	0.0059293467	0.00048794824
t	0.0015879769	0.011741643	0.9049958	0.059044518	0.016654173	0.00018842905	0.0057874448
o	0.07717667	0.0629885	0.82062286	0.0019659358	0.004639936	0.031787246	0.00081880216
t	0.00060320634	0.0015586225	0.6786751	0.24138577	0.0696267	0.00094029953	0.00721028
s	0.11871892	0.019119157	0.57943135	0.023596464	0.048518497	0.19361064	0.017005026
o	0.009353025	0.0100075435	0.94668233	0.008518207	0.014990915	0.010398763	4.9317867e-05
m	0.00024944858	0.0002056104	0.027733268	0.65290874	0.28766784	0.0066822185	0.024552817
ì	0.0153035	0.0015871829	0.25284687	0.23800662	0.3035017	0.13879378	0.04996034
k	6.349725e-05	0.00029472794	0.010112963	0.5847171	0.36679226	0.013489856	0.02452963
a	0.0066201445	0.00067651545	0.008243501	0.015655005	0.12733948	0.8031197	0.038345587
i	0.0009650008	0.00034650424	0.0032332498	0.24944977	0.4769492	0.16225061	0.1068057
m	0.0021121523	0.00025855613	6.3615604e-05	0.02297098	0.11664204	0.7860807	0.07187193
è	0.0011249388	0.00019399227	0.0013718663	0.027512409	0.18323629	0.6751591	0.11140136
r	5.5887536e-05	0.00013399232	0.00035543222	0.025397977	0.09669465	0.8395156	0.03784637
i	0.0003548965	7.616808e-05	5.2426894e-05	0.0002512678	0.0073570106	0.98780096	0.0041072736
</S>	0.0009783707	0.0011744066	0.002540999	0.00890451	0.02005592	0.25483328	0.7115125
