 	non	aveva	dove	aveva	per	stare	</S>
e	0.82919014	0.10929283	0.06030349	0.000437179	0.0004992203	0.00018359	9.3648225e-05
n	0.10073614	0.8254996	0.063776314	0.008496877	0.0005696221	0.0005464592	0.00037501974
ì	0.01340294	0.92580396	0.05576884	0.0037394678	7.826324e-05	0.001126592	7.985024e-05
c	0.002798769	0.8533078	0.13971989	0.004116222	4.844746e-05	8.595981e-06	2.2195397e-07
h	0.0026945886	0.93029475	0.06324399	0.0035232166	2.6635547e-05	0.00021244776	4.2763645e-06
e	0.0018291895	0.76803094	0.1756161	0.05432426	0.00018804423	1.0061487e-05	1.3704077e-06
p	0.0024436326	0.07562089	0.84353864	0.07248459	0.0045650736	0.0011764393	0.00017074872
u	0.55614966	0.08712649	0.18928942	0.16124369	0.0021421877	0.0036389988	0.00040960137
ì	0.0002989902	0.00058534887	0.009070021	0.75180686	0.21365961	0.02215256	0.002426635
c	0.00057575654	0.001146178	0.0066788453	0.61264604	0.3314179	0.026862275	0.020673009
h	0.19873546	0.048082106	0.05709706	0.57129306	0.04971401	0.055222224	0.019856127
e	0.014962531	0.04777979	0.012834934	0.8228706	0.092769854	0.008448342	0.00033393543
n	0.00023901396	9.207255e-05	0.00030719853	0.010715987	0.59140426	0.29656386	0.10067762
a	0.069367856	0.02288306	0.07388192	0.09542699	0.45841622	0.111007795	0.16901608
s	0.0003178694	0.00027583464	0.0002714901	0.011947619	0.39355245	0.44258007	0.15105465
t	0.0043268637	0.00056531193	0.0008097526	0.0021229666	0.21317932	0.019737894	0.7592579
a	0.0012350393	0.00037400707	0.0011572444	0.0077561503	0.5088194	0.40403187	0.07662631
t	0.00017974687	0.00032415218	0.00014595622	0.00062392885	0.04851463	0.49417174	0.4560398
ì	0.0022562132	0.00063787494	0.0013430107	0.00092648953	0.20612215	0.04197609	0.7467382
</S>	0.00017828954	0.00029484625	0.00017868991	0.0006121347	0.03106464	0.5023371	0.46533433
