 	le	melanzane	vogliono	girate	</S>
e	0.99762887	0.002255752	5.2407e-05	9.380014e-06	5.3569885e-05
m	0.9785245	0.019500123	0.0013483067	5.790973e-05	0.0005691564
a	0.19895935	0.57337105	0.2276297	1.3531162e-05	2.6324467e-05
r	0.8441341	0.15412231	0.0013462704	0.00015623766	0.0002410385
a	0.10400064	0.7866287	0.09961711	0.007620603	0.002132868
n	0.035264313	0.86136085	0.07901237	0.008009654	0.016352873
g	0.026375216	0.4014521	0.5696648	0.0012705581	0.0012373592
i	0.06088183	0.62552655	0.3132231	0.00019480252	0.00017378868
à	0.02912631	0.76269525	0.18530843	0.020035395	0.002834605
n	0.003044099	0.11616484	0.86958444	0.010593611	0.00061307073
e	0.03197645	0.043479074	0.9234194	0.0010404683	8.4556006e-05
e	0.0013849757	0.0069097164	0.69316584	0.21565413	0.08288529
t	0.0024462875	0.00090723246	0.77843314	0.18883939	0.029373934
è	0.0022723335	0.0040220423	0.9814324	0.010468322	0.0018049116
l	0.00095533725	0.005051609	0.73921764	0.23125924	0.023516115
u	0.011367861	0.010366806	0.9278435	0.05011389	0.00030789062
n	0.0007142661	0.00042008783	0.022997783	0.753476	0.22239186
v	0.09416819	0.018558074	0.66209555	0.20886649	0.016311642
o	0.07736482	0.6529329	0.17746322	0.055122115	0.03711691
t	0.0006311652	0.0003769895	0.0024208422	0.89982533	0.096745685
i	0.10338979	0.00915534	0.32478002	0.5263795	0.036295265
m	0.0013283414	0.000572971	0.0023043798	0.7887163	0.20707795
m	0.034857668	0.0022507561	0.06113623	0.8615812	0.04017415
è	0.0037348273	0.008818283	0.024699394	0.93348116	0.029266305
n	0.0026192148	0.00082382205	0.0018528998	0.37797603	0.61672807
e	0.13603908	0.06698182	0.14937313	0.3789591	0.26864684
</S>	0.0015276001	0.0007803803	0.00061458716	0.4268146	0.57026285
