 	il	lupo	non	cammina	mai	nemmeno	con	la	volpe	</S>
o	0.974686	0.02491199	9.68513e-05	0.000111686815	0.00017532604	1.0783518e-05	1.8868919e-06	1.4408014e-06	4.2938214e-07	3.5468277e-06
l	0.753617	0.23465073	0.0026396732	0.005397787	0.002830425	0.00026339584	0.00016533506	9.5108415e-05	0.00017259333	0.00016794544
ì	0.53310025	0.46525377	0.00038225917	0.0011680296	1.4390829e-05	2.1333008e-05	2.9197274e-05	4.503903e-06	2.2518763e-05	3.8453227e-06
k	0.09772543	0.86972827	0.015457485	0.012775992	0.0041214884	0.00014964085	1.6549846e-05	5.750161e-06	9.735065e-06	9.783405e-06
o	0.4664595	0.47518396	0.0106626395	0.047473483	2.0724097e-05	3.961853e-05	0.0001194667	2.124162e-06	3.7218444e-05	1.2727634e-06
e	0.0006095833	0.8984901	0.053106725	0.0325367	0.014187288	0.00049826526	5.079907e-05	3.4471246e-05	2.9112225e-05	0.00045696367
n	0.0008311004	0.1799752	0.2797411	0.49776775	0.027229523	0.008343589	0.0017575554	0.0013659674	0.0006197957	0.0023683899
p	0.21057601	0.63210547	0.037323114	0.106310524	0.001716034	0.00828106	0.002153467	0.00016228677	0.00025042825	0.0011215925
r	0.030380758	0.14207116	0.08290771	0.7437461	0.00048939954	0.00015621008	0.00020688416	1.9382762e-05	2.2012111e-05	3.7012109e-07
a	0.002689661	0.30778357	0.1897093	0.45177487	0.033344842	0.010780408	0.0017679546	0.00087722734	0.00072836626	0.00054380624
t	7.0994254e-05	0.00541492	0.06680249	0.50456625	0.37501547	0.041281078	0.0034692239	0.002009945	0.00029919102	0.0010704005
ì	0.01262746	0.55313295	0.035414282	0.36076573	0.002362869	0.026884247	0.006028931	0.00027686305	0.00043169726	0.0020749487
m	2.1624519e-05	0.0032576097	0.038922235	0.4419209	0.42958736	0.07720889	0.0063296207	0.0021338607	0.000119488075	0.0004983544
à	0.0012629029	0.011102593	0.015626993	0.8773012	0.0012907942	0.020467294	0.070636	0.0006564319	0.0016386111	1.7139537e-05
i	1.282107e-05	0.0005677148	0.014916036	0.12737273	0.73486507	0.105837375	0.007884206	0.0033471624	8.428451e-05	0.005112636
n	0.00043822316	0.00071075244	0.010083019	0.16237943	0.35645357	0.26526824	0.11193981	0.07269948	0.009274232	0.010753189
e	0.00871171	0.038023986	0.0048820865	0.17839582	0.004092214	0.4819173	0.26431203	0.011214186	0.0022651441	0.006185503
m	0.000117456264	0.00048809484	0.009225137	0.058934826	0.37764272	0.34846509	0.14602917	0.04536177	0.011681579	0.0020540978
m	0.0020831916	0.0040022484	0.0013836024	0.011284511	0.003061613	0.59361	0.33954886	0.03296385	0.003643727	0.008418357
è	0.00060081534	0.002995423	0.021799993	0.050358575	0.011319021	0.34662473	0.5281005	0.034372527	0.0031956555	0.0006327295
n	6.195466e-05	0.00041532662	0.0033604628	0.0028797342	0.15833947	0.61927265	0.13253793	0.046323854	0.00090382865	0.03590482
o	0.007397302	0.0074673663	0.005351264	0.05416479	0.0068857353	0.06290642	0.78938836	0.015258213	0.05009063	0.0010900027
m	0.0002129777	0.0018262209	0.00229619	0.0018902656	0.012784421	0.2698493	0.35498232	0.30548692	0.025360674	0.025310671
i	0.060466383	0.011167495	0.0024351398	0.00028123998	0.0006425288	0.17918421	0.61573714	0.112174034	0.004839871	0.013072
n	0.00015257818	0.0012143748	0.0015028798	0.000508922	0.006405188	0.16893521	0.37804258	0.36528185	0.017365107	0.06059136
a	0.03501517	0.0039899796	0.0029589925	0.00013639692	0.0005375519	0.05857739	0.40780735	0.40867096	0.021402016	0.060904115
l	0.00032629046	0.00087976427	0.00087791914	0.00048543562	0.0021721032	0.014155527	0.14280754	0.4774646	0.32254344	0.038287375
i	0.00391125	0.001106626	0.00039049046	8.053048e-06	0.00032880445	0.05405814	0.3355927	0.5520965	0.022991583	0.029515907
p	0.0009488778	0.0033548723	0.001269935	0.00058657303	0.0024157246	0.009108172	0.034711935	0.46052533	0.3301891	0.15688945
ù	0.012346473	0.001759123	0.003016132	0.00010009248	0.00078684365	0.017434841	0.16888323	0.17758657	0.5331358	0.08495093
n	0.00069320673	0.0015110987	0.0007302514	0.000393526	0.0010352259	0.0016384333	0.008499424	0.14164847	0.7189557	0.124894634
a	0.0009465982	4.1865464e-05	0.00032805235	3.1685722e-05	0.00047209926	0.0002830847	0.043893695	0.24399333	0.68653107	0.023478497
</S>	0.0014056896	0.0074525834	0.0033249217	0.0021892153	0.0050948374	0.0043835174	0.0037258705	0.08917633	0.20609732	0.6771497
