 	avete	cucinato	le	verdure	</S>
e	0.99390596	0.0059409253	4.3304823e-05	1.2183751e-05	9.768223e-05
m	0.9812944	0.015492098	0.00015072542	0.002834817	0.0002280988
a	0.30056083	0.6065645	0.01441072	0.07843814	2.5795045e-05
r	0.5159558	0.47806248	0.0038259185	0.0019200627	0.00023574341
è	0.17898539	0.7389079	0.053971123	0.02305828	0.005077318
s	0.014519211	0.9585632	0.014641622	0.008788811	0.0034872217
s	0.06004973	0.82666445	0.062208194	0.050614275	0.00046338624
a	0.09654195	0.69097453	0.13070811	0.081771806	3.5681876e-06
t	0.0019334366	0.758948	0.12747192	0.03323345	0.07841318
o	0.047111835	0.8084531	0.057527453	0.08255813	0.0043495055
t	0.002279852	0.21576202	0.52925867	0.12539504	0.1273044
a	0.042367674	0.12944692	0.37797838	0.36889642	0.08131055
l	0.0009223706	0.010428646	0.7647236	0.17983821	0.044087075
à	0.016171977	0.021018736	0.25806925	0.555335	0.14940509
c	0.0005719259	0.0020324704	0.63393587	0.3277959	0.035663858
h	0.005923974	0.0008768878	0.007403827	0.88478076	0.10101449
a	0.006028657	0.0040341313	0.1785952	0.8111703	0.00017175438
n	0.003249181	0.0027587449	0.039381195	0.3777469	0.57686394
a	0.02121781	0.006508855	0.007311444	0.85864305	0.106318764
</S>	0.0027075661	0.0014874142	0.027517814	0.7442634	0.22402373
