 	mi	si	gonfiò	il	dito	</S>
m	0.39439192	0.23986414	0.35267732	0.012863802	0.00011337333	8.942392e-05
u	0.000393375	0.99286836	0.004666486	0.0011460728	0.0009234964	2.2818085e-06
b	0.12749125	0.12186889	0.7355638	0.014617826	0.00039990954	5.8350313e-05
r	0.0057193623	0.9345766	0.02867623	0.012648022	0.01823109	0.0001487191
i	0.0005548571	0.70258814	0.080116086	0.17220931	0.044529825	1.7258324e-06
s	0.011884524	0.002636326	0.92351073	0.061414585	0.00042595054	0.00012779595
t	0.005584082	0.031325936	0.7667244	0.18036987	0.015746422	0.0002492685
ì	8.2176746e-05	0.012144508	0.07788598	0.7292806	0.18057314	3.365744e-05
o	0.005484053	0.0032788496	0.48966807	0.49597618	0.003645505	0.0019473878
d	0.01236197	0.040868323	0.10660096	0.7505684	0.035086043	0.05451428
à	0.007028215	0.009014661	0.10106404	0.66978407	0.21163729	0.0014716766
t	0.0006174794	0.0011078923	0.006680286	0.94522476	0.04157096	0.0047986177
t	0.0006535428	0.00020282356	0.006444389	0.97322875	0.01936835	0.000102058875
i	0.00015102742	0.008960196	0.0025437023	0.34405282	0.6432619	0.0010303725
l	0.0043226555	0.009629324	0.003906229	0.30775592	0.24342348	0.43096238
o	0.013886847	0.0043641324	0.02751815	0.51641184	0.42597926	0.011839738
</S>	0.0032160524	0.018276695	0.0010660564	0.10843025	0.5884236	0.2805874
