 	io	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.8877825	0.09899528	0.011137649	0.0014782607	0.00055779825	1.2186798e-05	5.0507356e-06	1.6871452e-05	7.8975045e-06	1.8452064e-06	4.518487e-06
v	0.932327	0.062285434	0.00413876	0.00065992685	0.00022810826	8.45845e-05	0.0001754023	3.541232e-05	3.1299463e-05	1.3383748e-05	2.073291e-05
ò	0.9548819	0.019229332	0.023387503	0.0021051452	8.746191e-05	0.00026760562	2.306756e-05	6.7493957e-06	3.1510572e-06	4.1959697e-06	3.871441e-06
e	0.08552104	0.71855396	0.17246653	0.02081262	0.0013656039	0.0004903321	0.000675035	8.031995e-05	2.7396898e-05	2.6248063e-06	4.5867146e-06
n	0.04077829	0.81622493	0.095220454	0.035996705	0.00074550987	0.0030841231	0.0060169958	0.001337617	0.00055389386	1.7693053e-05	2.3734883e-05
ì	0.80428344	0.023788072	0.033465564	0.072212584	0.0022771137	0.035905242	0.012271368	0.009011646	0.0004966775	0.005986348	0.00030200533
m	0.005045706	0.09237788	0.3979166	0.43993992	0.055943344	0.0035811877	0.0024843167	0.0021694698	0.00042641655	5.5689156e-06	0.0001095555
e	0.017276395	0.045879308	0.2624143	0.57053256	0.0021453733	0.075706	0.016082192	0.009687395	0.0001739305	5.5249195e-05	4.7262012e-05
g	0.00037534855	0.024210766	0.18916194	0.51920015	0.25028613	0.008888268	0.0024037273	0.004022939	0.0007205136	1.8371456e-05	0.00071186543
r	0.06984164	0.36370003	0.105679445	0.27110112	0.0042206175	0.1634369	0.019024814	0.0025661462	0.0002480993	5.5417182e-05	0.00012582334
a	0.0008218953	0.087658145	0.09882145	0.63299793	0.07101599	0.08449765	0.008852048	0.013337824	0.0018256122	6.099911e-05	0.00011051296
m	0.00036314168	0.0013040975	0.008901267	0.085965924	0.7693178	0.078295395	0.015609857	0.032157157	0.007099721	3.07268e-05	0.00095500477
m	0.0005769161	0.012463696	0.011503388	0.08504159	0.02500053	0.65936494	0.12257112	0.071133085	0.011099793	9.414991e-05	0.0011507646
è	0.0018118633	0.041313376	0.0761847	0.2988228	0.041580543	0.4951751	0.027223816	0.01678069	0.0010359378	2.378737e-05	4.7308506e-05
n	9.0965914e-05	0.0006606425	0.0033243247	0.009174423	0.8218118	0.122227006	0.015714869	0.02084877	0.0038175213	6.0439324e-05	0.002269149
a	0.0007660213	0.13370371	0.015653638	0.012338176	0.010992907	0.46786714	0.2858636	0.071320266	0.0012724018	0.00016153688	6.063063e-05
m	0.0005578899	0.00046403517	0.0008533847	0.0017693784	0.6309618	0.20881872	0.07948764	0.062097616	0.013927154	5.03346e-05	0.0010121281
a	0.0028037713	0.021067558	0.024600845	0.012011073	0.019487586	0.6482736	0.17864652	0.07851303	0.011092033	0.0005910103	0.0029130443
i	0.00019513055	0.0003215248	0.00091219007	0.0013195219	0.38720196	0.4214553	0.093737446	0.078300275	0.014087886	0.00012601951	0.002342727
a	0.005911738	0.00028241056	0.00019380811	0.00015935121	0.0448286	0.1742326	0.63782173	0.06642599	0.06710473	0.00054663897	0.0024923526
n	0.0030625644	0.00028338504	6.3799984e-05	5.9286576e-05	0.005334286	0.14363632	0.7395919	0.047918513	0.058982417	0.00067330775	0.00039421258
g	0.008016294	0.009599324	0.026814742	0.010195438	0.001326122	0.4511338	0.2916468	0.13939351	0.04278592	0.0019137852	0.017174263
r	0.14075185	0.07049712	0.11076379	0.07610526	0.00323003	0.35969487	0.07256055	0.034465343	0.020992504	0.007655779	0.10328293
à	0.00020522246	0.0009629519	0.006684323	0.011798554	0.06928773	0.116977036	0.039912853	0.56084245	0.15618052	0.011092465	0.026055902
m	0.0066861263	0.001226647	0.0006111489	0.00054747047	0.0044137295	0.043333363	0.6186783	0.12474769	0.18363956	0.010445908	0.005670006
m	0.0002791307	0.00205242	0.007790487	0.00911994	0.001413135	0.28821316	0.19771373	0.40886304	0.08098415	0.0028209544	0.0007498196
a	0.014039834	0.003651284	0.0057982053	0.018297914	0.011147492	0.22528197	0.07065193	0.5790986	0.07071891	0.0011656384	0.00014812796
t	0.0012301719	0.0018946026	0.0034080087	0.0019420526	0.007595674	0.008683936	0.0691887	0.32608703	0.51229554	0.010942103	0.056732222
a	0.0016298074	0.0020128142	0.002206665	0.0012969407	0.0011747059	0.04524511	0.05121888	0.65337825	0.22226736	0.014348483	0.0052209944
d	0.006247057	0.0029380876	0.0050863344	0.0035773884	0.0048766052	0.007066264	0.05490869	0.11196215	0.6550426	0.07763608	0.0706587
e	0.01386144	0.007556272	0.012240491	0.008437682	0.0018648444	0.058865372	0.031848103	0.06687122	0.13550586	0.55712426	0.1058245
r	0.027539184	0.0040817135	0.002769596	0.0034453587	0.0015146508	0.008964536	0.13260472	0.058449537	0.50662	0.2240885	0.029922223
f	0.0004689645	0.00025285798	0.00029360433	0.00016609888	0.0024063534	0.0028589116	0.0025100654	0.017706422	0.2134554	0.6700815	0.08979984
ù	0.004343315	0.0063575683	0.013617499	0.023349192	0.005064071	0.06835587	0.056212887	0.09574348	0.5345865	0.14699087	0.045378733
m	0.033963144	0.0023362658	0.004290175	0.003018023	0.0024397217	0.0028575158	0.0072957953	0.004901646	0.19006725	0.5556439	0.19318654
m	0.00030310097	0.00089070864	0.0009151347	0.00054251327	0.00061657175	0.0042175897	0.004969431	0.07258852	0.1696603	0.73694015	0.008356054
u	0.041622147	0.01507263	0.019659542	0.030355083	0.012804545	0.09329438	0.07427509	0.14197178	0.40637717	0.14210603	0.022461671
