 	ora	io	sto	studiando	di	diventare	medico	</S>
à	0.99861264	0.0004446588	0.00085516274	7.264403e-05	1.0827619e-05	1.1889039e-06	4.0056898e-07	2.4965443e-06
r	0.91171336	0.07984626	0.008074575	0.00029852902	5.1235667e-05	9.370275e-06	2.6998e-06	4.11657e-06
t	0.14551033	0.16337052	0.66670585	0.020307684	0.0028510399	0.00017651908	0.0010679564	1.0120821e-05
e	0.09747494	0.88600016	0.016451987	6.0560018e-05	1.0105145e-05	9.4619435e-07	1.2112876e-06	5.220403e-08
n	0.002765229	0.2363639	0.7052773	0.052305	0.0025657148	0.00024722298	1.6377033e-05	0.00045912593
a	0.11658161	0.30023152	0.5767808	0.004774975	0.0005582032	5.356484e-05	0.0009634911	5.5819117e-05
i	0.0030147273	0.21184099	0.65144145	0.12516525	0.007532827	0.00063011405	9.5040805e-06	0.00036519748
v	0.011581165	0.41851762	0.36998925	0.11263784	0.040130377	0.04616481	7.0798524e-05	0.0009080924
ò	0.023512684	0.013760143	0.91659653	0.040213857	0.0030998494	0.00017053398	0.0017058938	0.0009405884
s	0.0027030993	0.025299003	0.65792584	0.2298523	0.07423003	0.009646998	9.814702e-05	0.00024458594
t	0.00030970876	0.0016957028	0.8341457	0.13043568	0.028866027	0.0018499722	0.0026257308	7.1415176e-05
è	0.04664908	0.07183478	0.8506382	0.02120082	0.008685836	0.0008399197	0.00014643969	4.8764514e-06
o	0.00012707089	0.0006923582	0.09214681	0.7227243	0.17091402	0.012092549	0.000117845826	0.0011851095
s	0.042335965	0.020356933	0.05983292	0.28323588	0.25523764	0.3331369	0.001083788	0.0047799703
t	0.0006246307	0.0006164599	0.15837769	0.65730613	0.1510404	0.025009343	0.005000087	0.0020252303
u	0.006712517	0.0007982646	0.039298348	0.5043793	0.40926006	0.03320541	0.006212182	0.00013391902
d	0.0009449426	0.0006454743	0.0026572582	0.23463815	0.6528753	0.10218756	0.00080840173	0.0052429414
i	0.0027942867	0.0011273123	0.1046718	0.5952215	0.22186817	0.05792979	0.011648392	0.0047387495
è	0.006999521	0.0034600245	0.0016150443	0.019884348	0.6451035	0.31402478	0.0066505084	0.0022622857
o	0.012653564	0.008767402	0.0032944845	0.013456268	0.3587428	0.54496735	0.055292856	0.0028253717
n	0.054796398	0.009113624	0.0041140285	0.007992304	0.15359367	0.7368356	0.02522294	0.008331413
a	0.010312237	9.895569e-05	0.005776531	0.017320625	0.06896161	0.3804856	0.47180972	0.045234676
g	0.00501117	0.0048313253	0.00074531685	0.0005570976	0.03380847	0.9155602	0.036067866	0.003418586
h	0.0085591925	0.0010683305	0.018729031	0.07363639	0.08266349	0.16278626	0.62437683	0.028180474
e	0.009060161	0.00095754076	0.0039229635	0.009064664	0.104220875	0.6152402	0.24796745	0.009566135
t	0.04012727	0.031721327	0.0026176074	0.0003522364	0.0062260847	0.72107923	0.16379811	0.034078185
t	0.0042394544	0.00041493593	0.005422831	0.0070061428	0.03251848	0.12421623	0.79456884	0.03161321
ò	0.0030296321	0.00022495471	0.0012648267	0.0028181395	0.04865544	0.6450374	0.29111958	0.007850062
m	0.025241282	0.016183725	0.008700459	0.0011053792	0.0041499725	0.353794	0.45897606	0.13184917
e	0.00018797044	7.141568e-06	0.00020063731	0.00070230843	0.00995328	0.10092171	0.886063	0.0019640352
s	0.013995027	0.0070804474	0.009495631	0.0022780409	0.0029444566	0.14441909	0.41569003	0.40409732
s	0.00974362	0.00047486037	0.002989119	0.001737291	0.00438378	0.09024344	0.8067774	0.08365047
è	0.0031905014	0.00016350679	0.001123434	0.0011835292	0.0061443215	0.13664606	0.8178448	0.03370388
r	0.013118155	0.004483967	0.004411748	0.00054713024	0.00050753704	0.015992733	0.6403684	0.32057032
e	0.00029944623	6.6401386e-05	0.0004621582	0.00032969195	0.0024040574	0.0041284584	0.9907479	0.0015619671
</S>	0.018436003	0.009469167	0.012446214	0.0028640244	0.0022793657	0.009782766	0.2651197	0.6796028
