 	Marika	non	ha	mangiato	mai	un	rustico	</S>
e	0.99009806	0.0056093642	0.002216877	0.0012099138	0.0007031232	1.263836e-05	6.273635e-05	8.7319364e-05
M	0.9989505	0.000648274	0.0001970019	7.399608e-05	2.0498957e-05	6.939842e-05	2.9327886e-05	1.095925e-05
à	0.75330466	0.004546369	0.045675553	0.038076594	2.6382946e-05	0.00016171922	0.15816212	4.66057e-05
r	0.9157149	0.06506821	0.013795633	0.0045674862	0.000783366	2.173056e-05	1.4512027e-05	3.410637e-05
i	0.28960687	0.17973082	0.22654136	0.23264742	3.7646918e-05	0.0022113319	0.06915842	6.616282e-05
k	0.028779358	0.6554107	0.21318647	0.07253379	0.01943107	0.0029155875	0.0012815073	0.006461448
a	0.0035364178	0.052175455	0.36992857	0.4092351	1.5203585e-05	0.0010542863	0.1639465	0.00010849477
e	0.0033168485	0.14558607	0.46608174	0.33791912	0.038615037	0.0033941974	0.0012618895	0.003825071
n	0.0032934127	0.027016813	0.37765825	0.3457419	0.017727857	0.20757751	0.01687542	0.0041088057
è	0.00299491	0.007952226	0.08725734	0.72577435	0.00038562148	0.006766848	0.16313003	0.0057387063
f	0.0007924069	0.007492373	0.20778683	0.69107556	0.06757099	0.024534341	0.0005625816	0.00018499006
a	0.0010905357	0.0046995706	0.07289031	0.72394603	7.219562e-05	0.027518446	0.16970713	7.576093e-05
m	0.0008217913	0.0040632207	0.038986843	0.30705157	0.59499836	0.037914697	0.004849852	0.011313641
è	0.004177512	0.013916531	0.022066459	0.52457666	0.0059547517	0.12987861	0.28182065	0.017608812
n	0.00025589459	0.003964426	0.017518912	0.25041813	0.685748	0.027934868	0.0038377456	0.010322067
a	0.041965798	0.017720317	0.0113473255	0.09055778	0.016671443	0.19821519	0.61376333	0.009758782
m	0.0002834512	0.0005289312	0.0012346123	0.009466277	0.8388649	0.126077	0.012833549	0.010711318
a	0.017752575	0.031008286	0.0055157626	0.01761626	0.064547636	0.22806899	0.52281517	0.11267527
i	0.00014661122	0.00081719685	0.0017169635	0.010629221	0.7897807	0.15064107	0.031008298	0.015260094
a	0.0008477	0.00011396932	6.306854e-05	0.00032354763	0.08151513	0.8808329	0.024572117	0.01173157
r	0.002177153	7.428906e-05	3.663563e-05	0.00017298425	0.027780961	0.8904221	0.07584617	0.003489714
ù	0.0073236316	0.001506624	0.00091658876	0.0033400839	0.1536565	0.11205898	0.41979226	0.3014053
s	0.0012571586	0.0015283038	0.0008771018	0.0021749125	0.3508901	0.20612158	0.36299014	0.07416071
t	0.000117115414	0.0003567036	0.0010071689	0.0022874163	0.00040258947	0.0385595	0.95666176	0.0006077923
i	0.0142982965	0.0015859626	0.0019135579	0.0018585563	0.002282595	0.002980059	0.9728179	0.0022630324
k	0.0025246022	0.0045252596	0.003540027	0.010289768	0.07018222	0.011166455	0.2512485	0.6465232
o	0.0014609314	0.00021681657	0.00045411155	0.0020032567	3.402003e-05	0.00062962156	0.9918761	0.003325033
</S>	0.011748072	0.010837306	0.0067605576	0.018217742	0.05493182	0.031074418	0.2704891	0.59594107
