 	il	cibo	vuole	mangiato	appena	lo	cucini	che	è	più	saporito	</S>
o	0.9808133	0.018861819	0.00026539474	2.1614118e-05	3.1055275e-05	3.2795638e-06	6.4777174e-07	6.577556e-07	4.2950342e-07	4.838399e-07	2.7121501e-07	1.0399134e-06
m	0.41128403	0.5767985	0.008021384	0.0013020554	0.0022751712	0.00010039589	6.210853e-05	2.7555023e-05	3.153074e-05	2.7606684e-05	3.82572e-05	3.1450974e-05
a	0.3701638	0.52427965	0.052363627	0.0051510497	0.048015837	3.4514355e-06	4.2420033e-06	1.9257786e-06	6.059385e-07	2.2406014e-06	9.419602e-06	4.1718945e-06
r	0.05098569	0.9306022	0.01604873	0.0017509508	0.0005253216	6.5480024e-05	1.5286489e-05	1.4662012e-06	9.57425e-07	1.4177501e-06	1.5433036e-06	9.251025e-07
ì	0.07526515	0.7924106	0.12065696	0.0076509295	0.0037583471	0.0001150748	3.1463333e-05	8.682182e-06	3.8936137e-06	9.626039e-06	3.2238935e-05	5.6976536e-05
o	0.0004986683	0.8586174	0.12808953	0.011237075	0.0011371166	0.000329693	3.7270234e-05	7.00082e-06	2.7115098e-06	4.5923794e-06	1.844443e-06	3.705825e-05
t	0.0004454279	0.22320786	0.5890017	0.16686894	0.0097631095	0.008721284	0.0010852193	0.00021249577	0.00013520998	0.000272221	7.672402e-05	0.00020978291
è	0.012048006	0.14022467	0.6800201	0.09378228	0.073457226	0.00024195971	0.00012378683	1.2082033e-05	3.4130917e-06	5.137578e-06	2.8902447e-05	5.2534742e-05
l	2.713228e-05	0.10010148	0.7509275	0.12949456	0.013965158	0.004687417	0.00043538105	8.9503876e-05	2.6392832e-05	4.4426022e-05	5.429262e-06	0.00019555225
i	0.0044259597	0.032095414	0.6190256	0.2563911	0.0839904	0.0031449664	0.0007673793	3.7083682e-05	6.5830886e-06	7.983143e-06	0.000105099134	2.442454e-06
f	4.905596e-05	0.0044098506	0.55681556	0.39276087	0.015068688	0.025773194	0.002516422	0.000562581	0.00018934679	0.00029570458	4.8167643e-05	0.0015105526
a	0.004297227	0.012452885	0.52798486	0.30110452	0.1518165	0.0015648367	0.00045163822	5.248231e-05	1.8018545e-05	2.9451703e-05	9.4256415e-05	0.00013333457
