 	puoi	non	parlare	di	questa	cosa	con	Anna	</S>
s	0.97850966	0.0057421336	0.015705332	3.4935514e-05	2.836906e-06	1.7750839e-06	1.1773343e-06	1.7632692e-07	2.0275497e-06
ò	0.99147886	0.001126438	0.0073328163	1.8149154e-05	1.710375e-05	2.7815538e-06	2.6384369e-06	1.981615e-05	1.3706149e-06
z	0.48978183	0.43598828	0.07244627	0.0014228813	0.00032609547	2.2765675e-05	2.5977838e-06	2.3761183e-06	6.8774743e-06
i	0.88062125	0.015122325	0.1030578	0.00039662851	0.00043506734	1.1082356e-05	2.5629895e-06	0.00035311977	1.6651761e-07
m	0.012111668	0.7888597	0.19322582	0.0042901197	0.0012588456	9.793474e-05	1.1016419e-05	1.2205047e-05	0.00013278908
i	0.22160263	0.006949714	0.7707819	0.00030841917	0.00014901295	5.8830246e-06	4.767705e-06	0.00017968206	1.79264e-05
n	0.0015397612	0.36928394	0.5880024	0.03437786	0.0057171383	0.00045784345	5.4165594e-05	7.309071e-06	0.00055957446
o	0.035629783	0.008427798	0.95111555	0.0031432163	0.0010952817	6.6802e-05	2.784958e-05	0.00036462623	0.00012897537
m	0.00040706372	0.04052891	0.7198117	0.20976761	0.025048317	0.003801241	0.00026091572	4.633084e-05	0.00032794508
i	0.0035227572	0.0012126061	0.98749846	0.0059418613	0.0011679722	9.848866e-05	2.564464e-05	0.00034184573	0.00019031753
l	0.00041721217	0.024802083	0.37175268	0.47919568	0.112000786	0.009304006	0.0006570232	2.7861732e-05	0.0018426066
ì	0.00814364	0.0064268513	0.76818806	0.16315979	0.042713705	0.0056940136	0.0010550097	0.0027385703	0.0018802829
s	0.00031649554	0.0025879745	0.049820907	0.7727643	0.14045092	0.030151539	0.0024779176	0.00014657665	0.001283364
i	0.0018707433	0.0049085934	0.6165387	0.24646348	0.11962058	0.005816937	0.00038491466	0.0043890188	7.08869e-06
a	0.0001698593	0.0007800413	0.003284477	0.60717416	0.29610503	0.08210868	0.005680303	0.00026792256	0.0044294647
t	0.0013673346	0.00020891387	0.0023882114	0.26635203	0.43580404	0.24960534	0.03480299	0.002840321	0.0066308123
ù	0.0067624296	0.0047004507	0.10368886	0.37758636	0.36411422	0.085538946	0.030785667	0.017765865	0.009057246
t	0.0006279248	0.00015311479	0.00080795976	0.13373747	0.56395733	0.26060992	0.03638542	0.001905936	0.0018148884
t	0.0016076177	0.0037623174	0.019857071	0.08623438	0.69643354	0.14897408	0.01747363	0.025630988	2.6282358e-05
o	0.017884836	0.0048404806	0.0034785185	0.032171115	0.86564595	0.06672501	0.0010112823	0.008178753	6.410751e-05
p	0.00038841664	0.00021032055	0.00047810955	0.005622183	0.22334976	0.63753843	0.11109126	0.004124283	0.017197235
r	0.023945427	0.032615956	0.08745659	0.04743185	0.5307403	0.09374093	0.05978526	0.117712155	0.006571511
à	0.0034177653	0.0014666173	0.0026148048	0.017220179	0.2523414	0.4151544	0.2922854	0.004644478	0.010854957
m	0.0040881163	0.00028305943	0.0015173333	0.0030029507	0.07691479	0.3914109	0.42002612	0.072022006	0.030734707
m	0.00093253475	0.00054348895	0.00148902	0.0046773753	0.14162143	0.28593668	0.4439813	0.120706536	0.00011170173
a	0.025671782	0.0071442146	0.009834427	0.02667035	0.28110376	0.42175922	0.03642001	0.18884486	0.002551416
m	0.003907285	0.0006909777	0.0021778552	0.0025380878	0.010604368	0.1181658	0.48358238	0.0973883	0.28094494
e	0.024381554	0.0013299866	0.02170569	0.0035535002	0.008263885	0.04934996	0.5330342	0.32961214	0.028768972
t	0.0067979977	0.00071004697	0.0029144427	0.0032822096	0.0046293903	0.024611086	0.29411364	0.44277075	0.22017045
i	0.030194422	0.0006536559	0.017515766	0.0015283608	0.0006472357	0.011785926	0.6700999	0.16446832	0.103106454
n	0.008045359	0.000666798	0.0028443492	0.002953475	0.0015193295	0.0035470934	0.05978823	0.6893154	0.23132001
A	0.03852257	0.002373398	0.032138288	0.0068789627	0.0011149267	0.0020654018	0.045656484	0.7855041	0.085745834
n	0.0031894986	0.0005139929	0.0017390164	0.0016127608	0.0019677198	0.004894899	0.040432554	0.8164112	0.1292384
n	0.14360629	0.005495188	0.06541496	0.0020634052	0.00033359777	4.5768473e-05	0.00065246853	0.063843094	0.7185452
a	0.08583606	0.0015626515	0.009854444	0.00023468236	1.3636839e-05	1.1080679e-05	0.00027573603	0.1933264	0.70888525
</S>	0.01930078	0.000234141	0.0024146044	0.00066338613	0.0002211382	0.00030324867	0.0030764942	0.028019948	0.94576627
