 	vestita	la	figlia	l'	avevo	portata	alla	chiesa	</S>
n	0.9826832	0.015469287	0.001783052	4.7121957e-05	2.416251e-06	3.069229e-06	6.69144e-06	1.1144892e-06	4.0796385e-06
d	0.9949597	0.0049567902	6.81213e-05	3.43611e-06	1.6137147e-06	9.5830665e-06	3.9907823e-07	5.507523e-08	2.9319568e-07
ì	0.97116214	0.027513778	0.001173259	0.00010289494	1.058867e-05	3.5817597e-05	1.0959911e-06	1.9814847e-07	1.914384e-07
s	0.34872097	0.54299533	0.10535119	0.002292417	0.0004886212	9.2295806e-05	2.2562563e-05	6.3064854e-06	3.0385781e-05
o	0.7019652	0.2950685	0.0027454153	1.40983775e-05	8.456949e-06	0.00019781236	4.1029418e-07	3.3747547e-08	1.7686826e-08
n	0.00829757	0.61065865	0.37021202	0.009009564	0.0015404613	0.00016397069	3.7831232e-05	4.6852015e-06	7.528217e-05
t	0.2540419	0.6979943	0.046356224	0.0003518722	0.00019851339	0.0010095794	7.89148e-06	4.1515436e-06	3.553336e-05
a	0.14107259	0.8344325	0.023776073	0.0003791473	5.5583532e-05	0.00028181975	1.5851348e-06	6.0957615e-07	1.2777447e-07
t	0.00012148361	0.18029286	0.76992613	0.046857085	0.0022531115	0.00024075765	0.000114267044	6.5777276e-06	0.00018769492
i	0.0064926995	0.68499386	0.3025622	0.0020332262	0.0007511599	0.002933192	3.587449e-05	5.2496284e-06	0.000192503
k	8.878186e-05	0.08289954	0.81153667	0.10231649	0.0024176813	0.00038389958	0.00020742077	7.5675384e-06	0.000141886
i	0.0057114726	0.2021791	0.763468	0.018069636	0.0034007765	0.005823905	0.00032215257	3.121348e-05	0.0009936937
a	0.00012143581	0.012901755	0.7093267	0.25315356	0.021482743	0.0019200647	0.0009290837	1.9575937e-05	0.00014517618
t	0.0010212216	0.007470815	0.28274533	0.4652682	0.1783878	0.05457201	0.009409357	0.00066091784	0.00046436986
è	0.0005006997	0.032938387	0.8429304	0.071057305	0.012856426	0.036064476	0.0016891775	5.7131543e-05	0.0019060628
r	4.9052178e-05	0.0013639393	0.30369225	0.61770266	0.059314612	0.0113928635	0.0060551055	0.00016380365	0.00026557193
a	0.00012573568	0.015283043	0.4848842	0.33769473	0.04760202	0.11177085	0.0024761644	0.00014167222	2.1656468e-05
t	2.8626015e-05	0.00014064563	0.027248869	0.8394844	0.09661912	0.014585928	0.019953849	0.000416013	0.0015226669
i	0.000317736	0.0070500593	0.32318854	0.28278884	0.09618433	0.28216493	0.007196923	0.00025866856	0.00084991805
n	8.938257e-05	0.0001283826	0.008058502	0.64648354	0.24721053	0.05021588	0.04321477	0.0011250866	0.0034739682
ì	0.006506332	0.016528677	0.17408219	0.17186974	0.1321635	0.45901045	0.02466092	0.0013775225	0.013800767
c	4.9785333e-05	6.390076e-05	0.0008603312	0.04214983	0.79998475	0.1414187	0.013830051	0.0013777309	0.00026492117
h	0.008156298	0.011103651	0.025944157	0.050362386	0.16563061	0.69881886	0.02738141	0.0030224777	0.00958017
a	0.01863181	0.016632097	0.026754774	0.018996818	0.027055917	0.88643974	0.005427875	3.101155e-05	3.002677e-05
p	0.00019510584	0.00020972143	0.0008453418	0.01892802	0.26050094	0.14527279	0.5437984	0.0139632225	0.016286526
à	0.005865189	0.005379244	0.05456985	0.044732485	0.06336797	0.78036124	0.03278454	0.003369121	0.009570354
r	7.299236e-05	8.005046e-05	0.00022729315	0.0024935359	0.60390466	0.33450612	0.047292504	0.01044901	0.00097379927
o	0.00017699436	0.00031783813	0.0056810845	0.020184804	0.030245593	0.87901795	0.04830147	0.0157567	0.00031764922
n	0.00046926714	0.0003316999	0.00069436966	0.002488249	0.031057112	0.04841102	0.8143027	0.06373636	0.038509253
t	0.0050999597	0.0016411542	0.020613603	0.058553584	0.024230082	0.74458617	0.10697683	0.027804855	0.01049383
a	0.006212647	0.0041964236	0.0033584645	0.015125079	0.0063014794	0.4533549	0.5005119	0.010611962	0.0003271321
s	0.0015135504	0.00062225794	0.0011262221	0.0015329829	0.015669262	0.014801225	0.6114204	0.22969343	0.1236207
t	0.007522535	0.002243607	0.0050015994	0.019960402	0.006054271	0.22503573	0.52682525	0.15985833	0.04749827
i	0.0044060727	0.0011175689	0.0010213157	0.003672435	0.002463033	0.025239073	0.88179004	0.07459336	0.0056970445
n	0.011080052	0.0023314927	0.0023708162	0.0015533305	0.0088046575	0.007292043	0.17243116	0.4275882	0.36654824
a	0.028862335	0.009590271	0.014725129	0.057959896	0.005438069	0.06339281	0.13055556	0.31445095	0.375025
g	0.018929329	0.0041004475	0.0040296563	0.0034994371	0.019638088	0.011517375	0.016368639	0.8327988	0.08911833
l	0.026292577	0.011927335	0.012574994	0.04302641	0.004305798	0.027288334	0.04488303	0.46255392	0.3671475
i	0.008552721	0.0018823837	0.0022962887	0.006033128	0.0052986722	0.0044033653	0.1151811	0.7084433	0.14790908
s	0.037582602	0.005084191	0.0033245492	0.001962837	0.0068449206	0.002343595	0.0030546908	0.658027	0.28177562
ì	0.012267663	0.0044017895	0.0036829025	0.004849929	0.0011036044	0.005502308	0.062275182	0.7048326	0.20108405
a	0.010198319	0.0029913257	0.0022616694	0.0009494413	0.003376443	0.0009925002	0.0029498686	0.59298956	0.38329086
</S>	0.06567504	0.014334984	0.005147257	0.00074623857	0.0017791692	0.002078182	0.0017429285	0.4092782	0.4992179
