 	il	morto	vuole	pianto	</S>
o	0.98187584	0.017789582	0.00018457795	2.9490253e-05	0.00012053045
p	0.5243867	0.47456002	0.0006214197	6.414854e-05	0.00036768703
e	0.3361978	0.6592761	0.004462611	2.3903005e-05	3.949902e-05
s	0.04037279	0.9556258	0.003962084	1.1089083e-05	2.8223574e-05
a	0.035615552	0.9508972	0.012867632	5.920651e-05	0.00056045095
m	0.00083601626	0.98045725	0.017874457	0.0003056156	0.00052654376
m	0.0077272244	0.89772373	0.09230702	0.00038649573	0.0018554741
è	0.00028508026	0.9069459	0.09272726	3.800131e-05	3.7312261e-06
n	6.54423e-05	0.60145223	0.20805532	0.048389036	0.14203793
o	0.0028734799	0.96063876	0.036482275	3.188428e-06	2.2825361e-06
t	0.0002528846	0.023662928	0.81496304	0.054058827	0.10706231
è	0.0029035495	0.0598544	0.9261205	0.0021214136	0.009000234
l	4.856614e-05	0.0116720535	0.83640486	0.091406375	0.06046815
i	0.001217272	0.005862131	0.9913539	0.0008944271	0.00067232834
g	0.00033695454	0.0012080054	0.102160625	0.5382832	0.35801116
l	0.2571009	0.083246425	0.48697472	0.048879057	0.12379888
a	0.0019216995	0.010237932	0.4186412	0.5610866	0.0081125265
m	0.0017052679	0.00074262527	0.0077026016	0.7695667	0.22028275
m	0.039937433	0.011139218	0.55501705	0.17688385	0.21702242
è	0.0027431876	0.006768928	0.11094828	0.85892177	0.020617846
n	0.00034941768	0.00075692986	0.0018729569	0.57287204	0.42414865
o	0.2544573	0.11257319	0.34178957	0.07590601	0.21527393
</S>	0.0010412287	0.0009592266	0.0034856095	0.32235828	0.6721556
