 	le	canzone	si	scrivono	alla	notte	</S>
a	0.97926027	0.020545868	9.391461e-05	4.6113055e-06	6.2801824e-05	1.4867607e-06	3.1076084e-05
t	0.441335	0.55091494	0.004658232	0.0016927422	0.0007177207	0.0001645674	0.00051677495
r	0.49465856	0.49810433	0.0036402317	0.0031684001	7.8232726e-05	0.00028737358	6.269036e-05
a	0.30767518	0.69077677	0.0014084468	6.803416e-05	5.6149143e-05	1.5115912e-05	2.851419e-07
ù	0.0038587656	0.8276806	0.14970471	0.005233315	0.011255504	0.00038804926	0.0018791395
d	0.0045636916	0.91708404	0.057634603	0.015783975	0.0038925898	0.0004883822	0.0005527138
i	0.50276595	0.12562048	0.07949424	0.27077568	0.010704796	0.008924538	0.0017142951
a	0.0015191183	0.14287686	0.6524372	0.0966965	0.09280348	0.0040317844	0.009635006
g	0.0030685042	0.018642949	0.29978517	0.54773676	0.10784419	0.01976027	0.003162158
r	0.50344265	0.110087626	0.022303341	0.30284855	0.044448957	0.0024691238	0.014399776
à	0.10956446	0.065965675	0.094585314	0.06215723	0.4892254	0.060890976	0.11761088
f	0.001775547	0.003376468	0.08901983	0.66441286	0.15230215	0.075136386	0.013976784
u	0.02826649	0.007876812	0.030441433	0.52528757	0.30339432	0.09552846	0.009204934
t	0.0006768023	0.0016257443	0.021113003	0.04599895	0.83930767	0.054636408	0.036641493
t	0.01627536	0.0043924153	0.037754957	0.2884758	0.23701587	0.40653822	0.009547314
e	0.22845483	0.048153173	0.067550704	0.021000912	0.39214858	0.2409163	0.0017754475
t	0.0005969182	0.0014549593	0.0056472304	0.020179814	0.6121269	0.18783404	0.1721602
s	0.026598556	0.001754753	0.020427225	0.064406104	0.41009864	0.37896198	0.09775275
e	0.035777375	0.0043819887	0.021458441	0.010365913	0.2912348	0.6204556	0.01632589
n	0.006764099	0.007849328	0.0028694172	0.015956676	0.15124941	0.2738076	0.5415035
ì	0.050155215	0.007264144	0.029444497	0.03818265	0.12773474	0.49079382	0.25642496
t	0.006836903	0.0063378983	0.0037941574	0.013976174	0.018463274	0.7562874	0.19430423
t	0.004679625	0.0003500224	0.003528131	0.008626381	0.03762116	0.94222677	0.0029679104
a	0.09138115	0.043988995	0.033774648	0.024396567	0.008307439	0.6713995	0.12675169
</S>	0.007026117	0.0061543277	0.0009524344	0.0015665491	0.0023225204	0.0726767	0.9093014
