 	sono	stato	sempre	poveretti	</S>
ì	0.98241895	0.016820243	0.0006289459	9.781068e-06	0.00012217587
m	0.70746386	0.29069543	0.0017603032	3.6061523e-05	4.4259123e-05
e	0.6628963	0.23443556	0.01056107	0.09206022	4.696296e-05
s	0.058189932	0.9196064	0.020822901	0.00034106916	0.0010396428
t	0.36764306	0.5447049	0.03211051	0.055329017	0.00021243362
a	0.0099283215	0.8909397	0.096177995	0.002953282	6.309422e-07
m	0.0003862125	0.37953806	0.54722804	0.0014225921	0.07142513
m	0.008875779	0.8585272	0.12490191	0.007110866	0.0005842016
è	0.00067514303	0.1975001	0.7972009	0.0046202797	3.6366464e-06
n	0.00018495377	0.044554394	0.61363626	0.00078361155	0.34084085
a	0.02648119	0.63811123	0.31721595	0.018154517	3.7086404e-05
p	0.0007810275	0.0038466733	0.63466424	0.12648354	0.2342245
à	0.030282792	0.0031410044	0.8640288	0.09116016	0.011387236
n	0.0008733011	0.0024399594	0.4715193	0.4763965	0.04877089
t	0.014010834	0.0025969734	0.5769737	0.4028166	0.0036019352
a	0.13809216	0.029990917	0.13763402	0.68886876	0.0054141264
t	0.0016036069	0.0012460102	0.036874976	0.26731762	0.69295776
e	0.034344185	0.022288028	0.40603498	0.5108407	0.026492147
c	0.0008808046	0.0011174651	0.013163341	0.6336069	0.35123155
h	0.17900945	0.011387215	0.022717243	0.66748255	0.11940352
ù	0.004206691	0.003663545	0.06013619	0.88112235	0.05087122
d	0.010300252	0.0032955396	0.0022451691	0.59281653	0.39134246
d	0.0031394425	0.000752674	0.011506806	0.9078048	0.07679633
h	0.04259361	0.0058399597	0.0020347238	0.9021605	0.047371186
i	0.10827024	0.010300293	0.0012036056	0.7871207	0.093105145
</S>	0.013563643	0.0021719397	0.0005806824	0.01449837	0.9691854
