 	allora	io	ora	sto	studiando	di	maestra	ma	ho	una	sorella	mia	sorella	studia	quest'	anno	che	viene	per	medico	</S>
a	0.9958341	0.002094121	0.001492042	0.0003394599	0.0001494971	3.5649384e-05	1.2970021e-05	7.167988e-06	3.349264e-06	3.7998202e-06	3.242131e-06	3.093026e-06	2.5247095e-06	3.1724262e-06	2.5805223e-06	2.3680407e-06	2.7259205e-06	2.2978886e-06	2.827179e-06	2.1096305e-06	8.692522e-07
l	0.875608	0.096297	0.027740492	0.00018701577	3.3115088e-05	1.9300225e-05	7.23844e-06	5.271519e-06	3.9152046e-06	4.6772607e-06	3.444176e-05	2.3306404e-06	2.6997064e-05	2.4074407e-06	5.2302366e-06	3.3518745e-06	1.5192605e-06	1.2078441e-05	2.0831922e-06	1.4084485e-06	2.0360533e-06
l	0.6838424	0.14246364	0.17045641	0.0031285663	2.9829793e-05	1.0377564e-05	3.2699204e-06	8.756399e-07	7.2733496e-07	6.2778427e-06	4.0276922e-05	9.570015e-07	8.869699e-06	4.5083883e-07	1.6734185e-06	8.1762045e-07	6.621633e-07	3.1547066e-07	2.9726985e-07	1.5170764e-06	1.6540771e-06
ò	0.025325645	0.5372559	0.43546498	0.0018024277	7.6890996e-05	5.1572868e-05	1.0700541e-05	4.4836415e-06	5.540379e-07	1.6565222e-06	2.2863017e-06	2.2825793e-07	4.47367e-07	1.0293121e-07	1.3341953e-07	1.0548818e-07	1.2905764e-07	1.12045335e-07	1.0680506e-07	1.1070518e-06	4.8554745e-07
r	0.1407815	0.48846796	0.3408602	0.024608346	0.00474393	0.00043123937	5.1806674e-05	1.9503299e-05	2.74279e-06	3.7691611e-06	1.1661766e-05	1.5229165e-06	4.854028e-06	1.4053171e-06	1.294713e-06	1.0038025e-06	8.5060094e-07	1.1283105e-06	9.718931e-07	5.299332e-07	3.7378181e-06
a	0.13472895	0.28294694	0.30855387	0.27006802	0.0028409066	0.00023822533	2.0028468e-05	2.6540988e-06	8.952853e-06	4.954017e-05	0.00041950456	4.661355e-06	9.0459165e-05	3.227096e-06	1.417372e-05	5.373236e-06	9.2738145e-07	1.5318337e-06	8.7392027e-07	7.254788e-07	4.0146216e-07
e	0.037578166	0.3733037	0.37076715	0.16417654	0.048361417	0.004229877	0.00046135642	0.00017118502	4.2640302e-05	6.0568032e-05	0.00038849458	2.201784e-05	0.00017723064	2.2209815e-05	2.5302703e-05	1.982009e-05	1.29419295e-05	3.117725e-05	1.5551064e-05	9.7486245e-06	0.00012286645
v	0.0018866657	0.27153245	0.6496275	0.064534195	0.010214949	0.0012835329	0.00010162914	1.931016e-05	2.03698e-05	3.6853507e-05	0.00042678532	8.178355e-06	0.00020482775	1.2748615e-05	2.0488706e-05	1.1304119e-05	3.630006e-06	2.8007702e-05	7.922494e-06	1.128929e-06	1.7459492e-05
ò	0.14763609	0.059727937	0.3901253	0.3580575	0.030722406	0.0046487767	0.0016295002	0.00038856835	0.0002721871	0.0009333586	0.001976445	0.0004572069	0.001061086	0.0002667884	0.0008696869	0.00030242046	7.9282385e-05	8.259283e-05	5.2463358e-05	0.00046541373	0.00024499433
à	0.0013748346	0.10392836	0.65751743	0.20800574	0.020721693	0.0076425094	0.0005565304	8.13008e-05	1.6894624e-05	2.848184e-05	6.749039e-05	4.76538e-06	2.6527012e-05	6.21691e-06	6.5418076e-06	2.9396615e-06	1.279246e-06	7.742392e-06	1.5497103e-06	1.5668157e-07	1.0658777e-06
r	0.00051911187	0.063443996	0.742538	0.17684756	0.00970661	0.005007702	0.000545157	7.9505575e-05	9.940766e-05	0.00022236179	0.00045732432	3.858983e-05	0.00021724166	6.8589616e-05	9.574485e-05	2.9073542e-05	8.883722e-06	5.029555e-05	1.7294342e-05	5.3129116e-07	7.2151865e-06
t	0.0014804624	0.0011165561	0.022995943	0.8257089	0.121124655	0.02100824	0.0013655155	8.161746e-05	0.0001549662	0.001168658	0.0028760724	6.7218374e-05	0.00064351084	3.7261932e-05	0.00010771409	4.4752716e-05	5.802065e-06	4.6163036e-06	1.495221e-06	3.8467547e-06	2.1638987e-06
e	0.04627986	0.0663027	0.5522352	0.33120194	0.003092693	0.0007456213	2.6378259e-05	3.4080847e-06	3.5440469e-06	1.5099298e-05	7.900209e-05	5.7180347e-07	1.0459436e-05	3.8824328e-07	1.2959165e-06	6.1409185e-07	9.802837e-08	5.2227506e-07	1.8394945e-07	1.685287e-07	2.612475e-07
n	0.00019508842	0.0002404476	0.0047085546	0.27527207	0.6036485	0.10559909	0.008051316	0.0015837798	0.000102474114	0.0001784903	0.00014981131	3.8119295e-05	5.7532674e-05	3.646155e-05	2.0308546e-05	1.3195302e-05	1.261234e-05	8.120897e-06	1.5035572e-05	2.5941592e-06	6.63941e-05
a	0.0008405593	0.0004899588	0.0061709955	0.88969266	0.08702997	0.01009033	0.0009665708	8.406531e-05	8.496155e-05	0.0005791922	0.003172672	6.3582615e-05	0.0005251505	3.9337243e-05	0.00010005086	3.353458e-05	7.951287e-06	5.178938e-06	4.9455393e-06	6.309993e-06	1.20401055e-05
s	0.0009908688	0.0006495714	0.0044836034	0.19859928	0.5384667	0.23024878	0.021269307	0.0036046181	0.00027530748	0.0004897126	0.00038838852	8.60564e-05	0.00015752179	8.918392e-05	5.14516e-05	2.6409096e-05	2.181885e-05	2.5156178e-05	2.1481319e-05	2.0896664e-06	5.2768777e-05
t	0.00059702946	0.00040639684	0.0026152127	0.805772	0.14166509	0.03878945	0.0037150497	0.0003317718	0.0003162822	0.0014591897	0.0029390324	0.0001363348	0.000655421	0.000113558825	0.00019447097	6.8303954e-05	3.066192e-05	1.8426783e-05	2.2952478e-05	8.14536e-06	0.00014526458
e	0.0008569507	0.0009729262	0.0014825403	0.24655667	0.53955305	0.19450492	0.011461408	0.001474326	0.0005517761	0.0014257077	0.00092130224	4.2580676e-05	0.00012228392	1.7084825e-05	2.087119e-05	1.0977544e-05	4.5250854e-06	3.9435013e-06	2.9346138e-06	3.2973705e-06	9.922304e-06
s	0.0002973116	0.00019166904	0.00067288615	0.035520747	0.56097865	0.3458436	0.04393836	0.009487695	0.000522164	0.0009672645	0.00056945096	0.00017974252	0.0001837891	0.00017799863	7.688603e-05	3.8777074e-05	4.7897043e-05	2.5320178e-05	6.1443156e-05	4.77066e-06	0.00021368607
