 	i	bambini	non	si	vestono	da	soli	</S>
t	0.49882925	0.50003856	0.0006284692	0.0002156812	1.1241573e-05	0.0002237645	3.8407843e-06	4.919149e-05
a	0.023227204	0.9764242	0.00013674308	7.837465e-05	5.64625e-05	9.452745e-06	5.0404185e-05	1.7149358e-05
p	0.09074198	0.8909219	0.013911179	0.004038651	0.00015657279	0.00016559618	1.0569676e-05	5.3565916e-05
e	0.003624626	0.9960078	0.00023769165	6.4193795e-05	3.570368e-05	1.2671575e-05	7.100677e-06	1.0099934e-05
t	0.016176734	0.92859966	0.03681702	0.01779317	0.0004374469	0.00012637857	3.727718e-05	1.2311516e-05
ì	0.007917666	0.98990285	0.0013009061	0.00042080757	0.00021039104	6.8065e-05	5.7747013e-05	0.000121493336
a	0.0014523264	0.8905921	0.07397201	0.03223475	0.00026549702	0.0012146428	1.6662403e-05	0.0002520113
e	0.0006949683	0.14163724	0.3949375	0.3535829	0.09722453	0.009181069	0.0018850928	0.0008567521
n	0.00063882384	0.08060102	0.31651902	0.37392253	0.2161077	0.0076442584	0.003424764	0.001141888
i	0.16116442	0.62799996	0.073168255	0.054577164	0.051349603	0.009172438	0.003944189	0.018623978
n	0.00029502207	0.021124516	0.20312667	0.7373414	0.023313008	0.012490126	0.00196544	0.000343829
d	0.0614131	0.17758243	0.18968138	0.36556724	0.13925794	0.02351746	0.013963064	0.02901745
ì	0.008379728	0.35394567	0.027897244	0.19056861	0.024743086	0.3600879	0.033814277	0.0005635312
n	0.00036073037	0.0019605083	0.04922514	0.6387225	0.18939824	0.09589327	0.019817589	0.004622076
n	0.03190826	0.026089534	0.03004319	0.33898243	0.45262423	0.013218932	0.10273037	0.0044031674
o	0.3071005	0.45141408	0.010066432	0.10732494	0.01760303	0.019391194	0.086750634	0.00034916573
t	7.060183e-05	0.00013763068	0.015101415	0.15235534	0.08670571	0.7094235	0.01708634	0.019119522
t	0.016387869	0.013080335	0.06403582	0.18765138	0.31651106	0.20461768	0.136314	0.061401848
e	0.0020469225	0.007956025	0.024702081	0.07454945	0.023829835	0.59129184	0.2728958	0.0027280666
m	5.4111097e-05	0.00027273913	0.0060005276	0.021476023	0.06848006	0.7981758	0.045472905	0.060067914
a	0.0039061662	0.0025668496	0.027636213	0.03515069	0.16566859	0.5675331	0.07874775	0.118790686
n	8.925033e-05	0.0015403988	0.004176681	0.009051001	0.053104967	0.62205315	0.22645064	0.08353393
e	0.021795532	0.014190246	0.20256482	0.050317414	0.022582278	0.045855477	0.16522862	0.47746563
c	0.00214679	0.0020364749	0.0064586108	0.0073510213	0.13249153	0.038011067	0.7361552	0.075349316
h	0.0093767475	0.011620597	0.12598924	0.03456384	0.0051351334	0.01963642	0.20596115	0.5877169
à	0.00051562994	0.00427019	0.017487025	0.019388188	0.00316503	0.08887995	0.67120475	0.19508933
t	0.0021167377	0.002865596	0.0047348486	0.0036733816	0.032277364	0.005659052	0.67805666	0.27061635
u	0.0011488786	0.0005641071	0.005090454	0.008239661	0.008039185	0.0044090925	0.9665247	0.005983897
</S>	0.0004031719	0.0029851515	0.005440719	0.0034044422	0.0060318457	0.011622429	0.12036296	0.8497493
