 	lui	sapeva	che	oggi	fa	freddo	e	non	ha	voluto	venire	</S>
c	0.98213404	0.017187923	0.00047932466	0.00018695928	4.4710832e-06	2.0455084e-06	1.4827784e-06	6.510293e-07	5.231801e-07	9.34434e-07	3.7453202e-07	1.2755218e-06
ì	0.63988286	0.3567583	0.003099995	0.0001945785	6.957825e-06	5.1024024e-05	2.8401248e-06	3.7057276e-07	8.7887435e-07	1.4597208e-06	2.0531711e-07	6.0823766e-07
o	0.37358704	0.5965054	0.022848926	0.0065337536	0.00016879843	0.00018433016	4.954748e-05	1.2989143e-05	1.2442753e-05	5.0452995e-06	7.7855446e-05	1.3901694e-05
ì	0.019370236	0.9451303	0.029979084	0.004042264	0.0002261995	0.0007196449	0.00020342087	0.00010590227	0.00014091373	3.0727676e-06	7.102501e-05	7.960604e-06
s	0.0025836139	0.94787645	0.04005886	0.008301482	0.00020088925	0.00068272714	0.00012734566	5.513654e-05	7.046525e-05	1.4511796e-06	3.865801e-05	2.9513799e-06
s	0.05688568	0.68943954	0.2119704	0.028238349	0.0008226598	0.012166237	0.00027358285	2.015358e-05	0.00011150193	9.037891e-06	6.235639e-05	5.0610896e-07
e	0.016841896	0.97266996	0.010225097	0.00014233854	4.574531e-06	0.00011504336	6.867365e-07	3.4105145e-08	1.567368e-07	1.9316305e-08	1.3166303e-07	4.742964e-09
r	5.7497688e-05	0.45848632	0.36882138	0.1684649	0.0021159744	0.0010862849	0.00047829753	5.9178994e-05	4.3092903e-05	2.3801429e-05	0.00012366386	0.0002396002
e	0.0018791092	0.8105568	0.16752775	0.018311162	0.00013379594	0.0015483208	2.336537e-05	3.0232723e-06	4.446839e-06	8.9082533e-07	2.4124993e-06	8.865509e-06
k	1.7992641e-05	0.04718258	0.437291	0.4970573	0.011567656	0.003630725	0.0023992122	0.00019238036	0.00011424932	5.127142e-05	0.00015863414	0.00033698842
a	0.0013770269	0.18847074	0.4976351	0.2607741	0.0043526557	0.045701917	0.0008147317	9.42607e-05	0.00011708848	3.2541815e-05	2.6799633e-05	0.0006029053
s	4.046988e-05	0.013374764	0.2220961	0.71371526	0.03433281	0.008903489	0.0062098424	0.0005054923	0.0002742465	8.6882115e-05	0.0002508983	0.00020981417
ì	0.0004092657	0.03594167	0.20171052	0.6680853	0.019455805	0.06943485	0.0030498432	0.0003426171	0.00036875135	0.00012135038	6.454785e-05	0.0010154953
m	1.9175899e-05	0.0017880476	0.06327034	0.81914103	0.07302268	0.022764096	0.0171808	0.0011835253	0.000480209	0.0003093616	0.00021495055	0.0006257995
b	0.00014195323	0.018958578	0.13325453	0.69633126	0.045684837	0.0822933	0.019243859	0.0007872119	0.0023672436	9.310106e-05	0.0008396094	4.488738e-06
e	0.04278049	0.15511395	0.04641686	0.08696893	0.0128364535	0.65201795	0.003210644	0.000118509415	0.00042548217	2.6700027e-05	7.794729e-05	6.091793e-06
r	8.924086e-05	0.00090066745	0.0071055437	0.37524164	0.30635735	0.17967498	0.11475947	0.005924306	0.0021662328	0.0021416866	0.0004920593	0.005146898
i	0.00010615309	0.0030877455	0.02760539	0.8871886	0.022915145	0.05129341	0.006626823	0.0004054078	0.00047080024	0.0001927756	8.050066e-05	2.7253946e-05
k	4.237794e-05	0.00023963628	0.0016824483	0.08023437	0.34873578	0.2522552	0.27953157	0.020999856	0.007554335	0.004002548	0.0016155061	0.003106326
à	0.00024989128	0.00094983453	0.020731233	0.33591425	0.056643754	0.5288325	0.047477964	0.0030793604	0.0041457918	0.0010339477	0.00022224138	0.00071923784
n	4.943352e-05	0.00025604194	0.00087175757	0.019977456	0.23994344	0.40289947	0.2677949	0.036394928	0.015829254	0.009778998	0.004986114	0.0012181579
n	0.00047971954	0.0010539659	0.011477492	0.01175716	0.051417314	0.46712354	0.3818404	0.028298706	0.043665968	0.0015408116	0.0011718256	0.00017307048
i	0.016665356	0.036795106	0.04484545	0.014683877	0.007329549	0.81863904	0.055665884	0.0017027983	0.0032357317	0.00013102201	0.00027733922	2.8784489e-05
s	4.2622385e-05	0.00014024074	0.0003346052	0.0010905651	0.034784164	0.09145665	0.72329235	0.0868432	0.031360265	0.0215054	0.004195447	0.0049544885
s	0.00048731398	0.0005079301	0.013906252	0.080775544	0.029454663	0.56096345	0.26092362	0.0145331295	0.026367923	0.008937631	0.002215805	0.00092666724
ì	0.002132903	0.003364001	0.008347516	0.009499801	0.026261179	0.16416635	0.71680367	0.025613371	0.029566348	0.013227164	0.00073618954	0.00028154886
c	0.00021270792	0.00039822006	0.0007088994	0.00065493607	0.01935601	0.07854292	0.66388375	0.12661697	0.06061974	0.03455497	0.006432655	0.00801826
h	0.0019259222	0.0008433143	0.007595767	0.0023010715	0.011446433	0.14020605	0.6150084	0.08306032	0.12326067	0.010300892	0.0010491794	0.00300188
r	0.025829826	0.054198213	0.035129227	0.008565264	0.014201164	0.40083238	0.4030868	0.010856992	0.03959396	0.005340139	0.0022593013	0.00010664486
a	0.006166008	0.007084241	0.0077443835	0.002716537	0.022157907	0.105113685	0.7328558	0.03751355	0.06607149	0.010678303	0.0015233489	0.00037470929
c	0.00022198535	0.00032779475	0.000861112	0.0005149612	0.006409368	0.0062957387	0.3448922	0.23010042	0.19203132	0.17294493	0.02634904	0.019051133
e	0.0033970154	0.0020343272	0.016004913	0.027362939	0.07270256	0.075483024	0.567096	0.045827795	0.15668046	0.02453886	0.0017693093	0.0071027586
e	0.0006259494	0.00039167985	0.0006574358	0.00040766067	0.003780494	0.007204325	0.12739512	0.19369394	0.54065454	0.06822213	0.05471339	0.0022533147
t	0.002837661	0.0008812513	0.00057118916	0.00014743474	0.0008203225	0.016862014	0.041721113	0.20921117	0.569164	0.0262796	0.12839109	0.003113139
è	0.0022254416	0.001191485	0.0062013147	0.015818551	0.024782086	0.05090153	0.1866815	0.033227388	0.19620858	0.44721532	0.015257561	0.020289231
l	0.0003093976	0.0002564265	0.0005523189	0.0003533873	0.0018167077	0.0019752907	0.018567769	0.047996055	0.3324947	0.096929096	0.48537153	0.013377231
i	0.0002445616	8.719764e-05	0.00046118267	0.00040396044	0.0108351065	0.0052842214	0.118536204	0.051035322	0.32748115	0.45335928	0.031046832	0.0012250071
s	0.0013575853	0.0018562222	0.0035181865	0.0020104935	0.0040268255	0.001848862	0.010238846	0.049596563	0.069300435	0.5587645	0.13293682	0.1645447
e	0.003973173	0.00139616	0.004387508	0.0048301932	0.0397003	0.00945922	0.08165174	0.025094276	0.17935811	0.6061567	0.03584335	0.008149374
n	0.0026196379	0.0026765994	0.0059133675	0.0031334544	0.006877187	0.0037848367	0.0047337716	0.030602181	0.03511523	0.38158715	0.19620204	0.3267545
a	0.0232862	0.0073402673	0.0083784545	0.008954458	0.2083243	0.016961824	0.05576183	0.031113463	0.09102875	0.34592494	0.030703478	0.1722221
r	0.0036681218	0.0024374353	0.0050774263	0.0043429486	0.0054005436	0.008912113	0.0033398946	0.020000959	0.065499626	0.101367176	0.7035594	0.07639432
t	0.001821929	0.00096965325	0.0024655224	0.005130687	0.012951167	0.0037723552	0.0069430927	0.008013759	0.026273284	0.54961693	0.02782302	0.35421848
i	0.0020791497	0.0029003085	0.005830778	0.005893793	0.023796083	0.0056014634	0.018696629	0.016271474	0.014459822	0.8559926	0.0012462086	0.047231544
</S>	0.011988776	0.0075117736	0.009131729	0.0052100387	0.0073160953	0.008527542	0.0013065928	0.00988046	0.00794205	0.0661423	0.1854201	0.67962253
