 	voglio	che	Maria	venga	domani	</S>
i	0.9982066	0.0016877056	9.497732e-05	2.018593e-06	9.1968997e-07	7.747155e-06
t	0.8901926	0.095508985	0.011122023	0.0027442214	0.0003734211	5.872478e-05
è	0.04127631	0.37296617	0.3793135	0.17061149	0.035791997	4.052078e-05
l	0.8425549	0.15590352	0.0013212828	0.00018100573	2.9781884e-05	9.444984e-06
o	0.012009534	0.44428205	0.49925825	0.033873867	0.0105457315	3.0599127e-05
n	0.02310519	0.85625875	0.0816202	0.024872247	0.0074661174	0.00667743
a	0.007959301	0.11813415	0.7944043	0.043837067	0.035054788	0.0006103675
r	0.031022975	0.69520026	0.22817977	0.037751663	0.0053690025	0.0024763162
t	0.006004825	0.35490522	0.20984198	0.10543575	0.027102312	0.29670992
i	0.20805702	0.6457913	0.12949787	0.010640928	0.004940746	0.0010721134
à	0.012635003	0.033210587	0.1106154	0.6193454	0.116810195	0.107383475
v	7.31869e-05	0.00028565756	0.020470442	0.8815491	0.0964385	0.0011831655
v	0.0004285662	0.0004677919	0.0006972475	0.015850065	0.97576296	0.006793294
r	0.012209361	0.016276238	0.0034269327	0.056536496	0.9113762	0.00017478348
i	0.14845128	0.8388246	0.0059888833	0.0026013965	0.0009061137	0.003227699
i	0.10488538	0.020750495	0.0022296344	0.06230485	0.12822711	0.68160254
M	0.00022895596	3.465914e-05	5.485361e-05	0.19356471	0.7963728	0.009744056
a	0.006176719	0.056258768	0.024703877	0.072105914	0.22877	0.6119847
r	0.051610075	0.021363836	0.0037065002	0.23583335	0.45053676	0.23694947
ì	0.019805064	0.0029221338	0.0007871975	0.0011292899	0.10239568	0.8729606
a	0.0028864858	0.0022875525	4.8042602e-05	0.0019179042	0.8996091	0.09325103
</S>	0.000120023484	1.681396e-05	3.9114416e-06	0.0011540712	0.9944482	0.004257075
