 	vestito	il	mio	fratello	lo	avevo	portato	fuori	con	me	</S>
n	0.541859	0.45483553	0.0029773677	0.00028385854	2.6912028e-05	2.8803238e-06	7.299617e-06	1.4594223e-06	3.009166e-06	8.6106326e-07	1.8970917e-06
d	0.005716658	0.9541563	0.038739007	0.0008125366	0.00014518913	3.971836e-05	0.0003708277	1.0898462e-05	5.29708e-06	1.8290843e-06	1.8456569e-06
ì	0.0066626384	0.7568921	0.22348909	0.008961893	0.0027288864	0.00031504824	0.0008690067	4.174473e-05	1.4612346e-05	2.1984253e-05	2.911306e-06
s	0.011885145	0.9131004	0.07130526	0.003019583	0.00043060968	0.00018916973	4.2931864e-05	9.381954e-06	4.8901056e-06	2.2692855e-06	1.0284887e-05
o	0.0009157065	0.992071	0.0067774374	0.000115964925	1.1301331e-05	2.4047126e-06	0.000105939886	1.7219182e-07	5.015992e-08	1.8175003e-08	3.4575702e-09
n	0.0063501624	0.4489498	0.49122694	0.045680635	0.00601344	0.0014583986	0.00017896053	7.049443e-05	1.3809387e-05	3.2650148e-06	5.410447e-05
t	0.022953741	0.87587774	0.09719342	0.0018987046	0.00030642352	0.00011225683	0.0016419559	4.4213657e-06	1.4966012e-06	3.9194897e-06	6.0011466e-06
a	0.008281561	0.6066856	0.3771389	0.00546593	0.0013095107	0.00017446674	0.00092571334	1.3913356e-05	1.5380448e-06	2.6556586e-06	2.8428565e-07
o	0.0004246747	0.006794144	0.7821933	0.17816934	0.028745105	0.0030839634	0.00030841207	0.000114189395	2.949123e-05	2.6505732e-06	0.00013462781
n	0.00024404898	0.0060588536	0.78275716	0.097034015	0.07847807	0.027895847	0.0019951197	0.005250023	0.00017418688	6.474562e-06	0.00010621157
a	0.057468485	0.17316484	0.5391739	0.17024095	0.022174591	0.004398551	0.032272197	0.0002029923	6.4640546e-05	7.120232e-05	0.00076762954
d	3.5076366e-05	0.00048688424	0.6662727	0.22248267	0.08855165	0.020327892	0.000728407	0.00094290875	0.00013833218	2.7349054e-06	3.0718107e-05
e	0.04830678	0.07830639	0.41712976	0.33599153	0.056476336	0.009250003	0.052185047	0.00022725044	0.00017179997	0.00019291764	0.0017621634
r	4.1554697e-05	0.00038045866	0.3086801	0.26027668	0.36484364	0.061085388	0.0024640253	0.002030339	0.00017165509	4.7844833e-06	2.1452344e-05
f	0.0023560026	0.00451805	0.0781743	0.58430034	0.24786602	0.025276944	0.04555551	0.005691284	0.0038436726	0.00048601298	0.001931841
ò	0.014273965	0.019405235	0.1408755	0.2306845	0.560696	0.01786123	0.012411052	0.0023581092	0.0009702094	0.0002662047	0.00019798613
m	3.755611e-05	9.555169e-05	0.009260936	0.23800525	0.63434756	0.09962951	0.009101165	0.006144696	0.0027755518	3.456685e-05	0.00056766876
m	0.0034627556	0.004142574	0.03276188	0.19497006	0.38419753	0.05964368	0.3159982	0.0041843043	0.0004789381	0.00014278432	1.7331758e-05
u	0.009882368	0.03438029	0.099900134	0.06378027	0.59893024	0.062009703	0.12956493	0.001491153	2.2469138e-05	3.5453573e-05	3.068071e-06
