 	i	bambini	non	lo	possiamo	non	possono	mangiare	il	gelato	prima	che	mangiano	</S>
a	0.45802787	0.53839636	0.0010561373	0.0020098034	0.00021663967	5.109257e-06	6.212302e-06	3.3779147e-06	1.3208024e-06	0.00027208423	1.3084895e-06	1.4298258e-06	7.5626645e-07	1.6033568e-06
p	0.047839165	0.9455435	0.002975794	0.0022670114	0.00027660604	3.0544077e-05	4.165741e-05	3.458095e-05	9.90357e-05	0.00079428323	5.758264e-05	8.549547e-06	2.1141592e-05	1.0580695e-05
e	0.007836143	0.98809844	0.0001709751	0.00022835485	4.0561103e-05	1.005012e-06	0.00016341964	4.70891e-05	1.9225767e-05	0.0033889557	3.3242072e-06	3.596257e-07	1.8931137e-06	3.3931983e-07
t	0.026225695	0.8523385	0.069524504	0.050425377	0.00042465166	0.00012074056	6.654561e-05	9.8971e-05	0.00013814699	0.0005398825	8.752847e-05	1.0579296e-06	8.152028e-06	2.8125046e-07
à	0.001456577	0.9883795	0.00019620237	0.00017271556	7.1377817e-06	3.4309564e-06	0.0003286398	6.0443203e-05	1.4787092e-05	0.00936912	6.522414e-06	6.648289e-07	2.0829916e-06	2.2545073e-06
c	0.0018790166	0.81798005	0.080169044	0.095890366	0.0037859369	0.00011725272	4.8133545e-05	1.8777133e-05	1.1495737e-05	9.293294e-05	5.0678996e-06	3.9364394e-07	3.249324e-07	1.2318532e-06
i	0.04449879	0.9405757	0.003639848	0.0043463395	3.4375684e-05	1.3084346e-05	0.00067214103	0.00077799265	0.00011554899	0.0051642465	8.008807e-05	4.652489e-07	8.0865306e-05	4.6546194e-07
a	0.00058130105	0.020891026	0.43656486	0.5242343	0.015698751	0.00076980947	0.0001962895	0.0001372435	0.00029588648	0.00043366128	0.00016468043	6.3939456e-06	1.1275693e-05	1.4502032e-05
e	0.00049451593	0.0506552	0.53565365	0.3833977	0.0069209347	0.0085494695	0.0021465486	0.00159638	0.0073556984	0.00068125007	0.0022403575	0.0001229444	0.000102993945	8.229447e-05
t	0.00050832646	0.028859863	0.4229681	0.47209638	0.026052555	0.013392376	0.005963709	0.0031241672	0.021868119	0.0016643604	0.0031422256	0.00016678075	9.254488e-05	0.00010061116
o	0.027480215	0.0740012	0.041559298	0.41214377	0.05702439	0.00986285	0.07084868	0.014000555	0.0075878706	0.27933916	0.0011240981	0.00029553854	0.001020462	0.0037118134
