 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
o	0.98974293	0.010013801	0.00013678512	9.0279555e-06	8.5844666e-05	7.5561065e-06	3.3727397e-07	3.6900155e-06
m	0.63373077	0.35390142	0.008105477	0.001028722	0.0030669963	6.510177e-05	3.1620348e-05	6.996293e-05
a	0.314778	0.58752215	0.074709766	0.0054746917	0.017475253	5.384805e-06	2.6029098e-05	8.7134695e-06
r	0.09976518	0.8864034	0.012457068	0.0009619362	0.00037140664	3.3245004e-05	1.6234609e-06	6.1061346e-06
ì	0.07336655	0.79813707	0.11876833	0.0069613485	0.0022289872	0.00020646339	0.00015621756	0.00017502563
o	0.0006869158	0.9131467	0.08012313	0.0049346304	0.0006032662	0.0002512364	4.6000764e-06	0.00024962905
e	0.00048339853	0.22230445	0.6525122	0.11725826	0.002074772	0.0045844796	4.2552925e-05	0.00073994545
t	0.00029256474	0.063360296	0.7333641	0.193353	0.0021167363	0.00692942	6.253705e-05	0.00052137073
è	0.0051242164	0.0501823	0.70820886	0.13618529	0.0986009	0.0004874074	0.0002959827	0.0009149537
l	2.3663537e-05	0.05453096	0.7951494	0.12663324	0.019476317	0.003843938	2.1306945e-05	0.00032122983
i	0.0043636956	0.017952833	0.4750178	0.28860345	0.21257384	0.00078690733	0.00067721115	2.4273588e-05
f	8.819946e-05	0.0032332742	0.42725906	0.4896808	0.016749334	0.04818982	0.00029005803	0.014509488
a	0.0071886554	0.009902966	0.29554152	0.42128104	0.26122522	0.002513276	0.001318984	0.0010283166
m	4.8956168e-05	0.0009381262	0.15817155	0.7625672	0.027641173	0.046305045	0.0003427168	0.0039852094
è	0.0026448483	0.0018221724	0.10286	0.6294243	0.23714884	0.017915864	0.00268789	0.0054961224
n	1.8102937e-05	0.00042034767	0.055459186	0.83875746	0.05612421	0.042842746	0.00026713114	0.006110802
o	0.025944259	0.007869593	0.024258412	0.17806368	0.7435069	0.009364996	0.008676077	0.0023159983
a	0.00025609735	0.0010505018	0.005896185	0.27214396	0.06993955	0.59876263	0.0068072095	0.04514388
p	0.0022481848	0.00082668517	0.0018906669	0.11130435	0.034632955	0.7248597	0.026147086	0.0980904
p	0.027697971	0.0030360953	0.00556647	0.017386943	0.7454364	0.012161477	0.14223185	0.04648277
è	0.0010289326	0.0078875655	0.09539423	0.1286372	0.26485994	0.40265483	0.099009916	0.0005273646
n	0.00045763972	0.0011409009	0.0026685935	0.039308228	0.044092443	0.66030663	0.22300948	0.029016137
a	0.026535347	0.0018010157	0.0095816925	0.050424367	0.09349677	0.21634947	0.57592094	0.025890341
o	0.00035612466	0.0015251059	0.0026361798	0.0038408937	0.029166004	0.7378769	0.08120707	0.1433917
m	0.006038634	0.004032144	0.0024269538	0.004074576	0.02434201	0.2879421	0.4691401	0.20200337
a	0.044776462	0.002831336	0.0031917377	0.021403255	0.005494122	0.4554038	0.30032545	0.1665738
r	0.0003494627	0.0012908339	0.00380751	0.005726995	0.013576192	0.12304844	0.7978152	0.054385334
è	0.0050102235	0.001139278	0.001101958	0.009050138	0.00079985446	0.09863067	0.7390993	0.14516857
i	0.00013722232	0.0002473653	0.00046619805	0.00062193506	0.0019128761	0.0066086836	0.92899495	0.061010677
</S>	0.017312875	0.006306366	0.0020438386	0.0012750908	0.0024565037	0.0038624709	0.5154686	0.45127428
