 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
u	0.92244047	0.07389248	0.0027172433	0.00062551897	0.00014427598	7.957205e-05	6.599353e-05	3.7322511e-06	3.06729e-05
g	0.47099066	0.51860136	0.0066334107	0.0013771788	0.0006727521	0.00049480516	0.00051022676	0.00019237722	0.0005272008
e	0.0016539001	0.9972811	0.00083781173	0.0002105911	1.16118745e-05	1.887278e-06	3.4036853e-07	4.221501e-07	2.2081988e-06
n	0.23827203	0.37163815	0.37316048	0.014866007	0.0019357187	8.671756e-05	2.6280266e-05	3.913476e-06	1.06605285e-05
i	0.001815775	0.9954927	0.00212946	0.0003772147	0.00013976818	3.984814e-05	2.8305606e-06	1.0884828e-07	2.2928898e-06
t	0.043085083	0.45026016	0.44378415	0.057392813	0.0050458685	0.00028810534	0.00010837333	4.529374e-06	3.09665e-05
ò	0.0020179558	0.99628013	0.00094468	0.00034255767	0.0002463459	0.00013623093	6.2263994e-06	2.5569486e-07	2.5652505e-05
r	0.001532879	0.7589221	0.15864058	0.073813744	0.006196336	0.0005617486	0.00021522207	1.0743159e-05	0.000106666994
u	0.0073158625	0.98507303	0.0016335404	0.002169607	0.003750545	5.194555e-05	7.0468764e-07	1.4116788e-08	4.796951e-06
e	0.0003635057	0.05559446	0.63459253	0.26898873	0.03222671	0.003533208	0.00281266	0.00014356212	0.0017446941
n	0.0032012498	0.045245986	0.5141505	0.18415351	0.17455615	0.038665414	0.020127736	0.00196839	0.017930992
è	0.055197034	0.8316998	0.0015928708	0.012176633	0.06606618	0.0037075926	0.0028505065	0.000180195	0.026529266
n	0.00047778265	0.11113575	0.120882705	0.4756176	0.27113017	0.019016856	0.0011656244	0.0001910971	0.00038246586
u	0.14584766	0.2529231	0.034056753	0.015213266	0.5499186	0.0014327796	0.00024977422	2.8155516e-06	0.00035533268
s	0.00069799885	0.0019105689	0.04860774	0.3464755	0.4347359	0.13971098	0.01678978	0.0023331507	0.008738446
a	0.010783405	0.09036254	0.0044928165	0.026821693	0.55213207	0.22429213	0.004167375	0.00020946517	0.08673856
l	0.00021334921	0.001663012	0.022645105	0.13977234	0.5233898	0.27556702	0.02185493	0.0062146904	0.008679813
l	0.002947622	0.0058451537	0.0025311229	0.011634685	0.20500606	0.6615167	0.0031839204	0.00036115875	0.10697347
i	0.0003700053	0.012971939	0.038637746	0.07866225	0.3193153	0.54433	0.0023122332	0.00010507104	0.0032954777
m	0.00023057	0.0006076753	0.0069764364	0.0372538	0.10050124	0.72378755	0.06957708	0.033987325	0.02707825
o	0.00072542677	0.00058992277	0.0012419723	0.0035100898	0.048448876	0.93003875	0.00079824	0.00014785351	0.014498943
n	5.631262e-05	0.0011358259	0.004466866	0.017694527	0.047891572	0.6572823	0.121648	0.11741828	0.032406364
ì	0.013231601	0.00973033	0.0116199255	0.019554032	0.04851085	0.5610909	0.008839624	0.009594296	0.31782842
s	0.0008240559	0.0006018679	0.0023615293	0.018863583	0.016801244	0.76176894	0.07369477	0.08576366	0.039320298
o	0.006663294	0.002172891	0.022181425	0.061463885	0.5033927	0.35965496	0.0023601213	0.00088614936	0.041224536
m	0.00022111717	0.00091297994	0.0012819443	0.005899335	0.0033598621	0.11929322	0.20979218	0.48382202	0.17541738
e	0.004039374	0.001879712	0.0027014716	0.011920085	0.04578378	0.56588376	0.008807341	0.009879697	0.34910476
m	0.00011525632	0.00040488903	0.0004943731	0.0021604009	0.0016754861	0.023058292	0.07489784	0.7539178	0.1432757
a	0.00096107303	0.0008159022	0.00021193379	0.0019398516	0.0022757885	0.17137818	0.0044205207	0.029204896	0.7887919
i	9.123353e-05	0.00028103343	0.00024410634	0.0011955036	0.000806458	0.008062731	0.027530892	0.8267235	0.1350645
</S>	0.010633932	0.0015870403	0.00019445435	0.0007448349	0.00031634295	0.007722102	0.026799895	0.52221566	0.42978573
