 	la	pasta	vuole	sale	</S>
i	0.9914675	0.008425966	9.005108e-05	3.988182e-06	1.2554585e-05
p	0.67953235	0.31801832	0.002061454	0.00023366098	0.00015421066
à	0.74883175	0.033919044	0.06380269	0.15324917	0.00019734657
s	0.20524284	0.7895618	0.004219679	0.0009445379	3.1184125e-05
t	0.016988983	0.3497146	0.37890816	0.2542963	9.1922404e-05
a	0.0067238216	0.96215796	0.022743836	0.008374062	2.7528216e-07
t	0.030214902	0.20773251	0.576645	0.016605467	0.1688021
è	0.00034495624	0.034012616	0.7702684	0.19492641	0.00044765716
l	0.008150549	0.101868354	0.8246247	0.0530184	0.012337968
i	0.00016531287	0.028176451	0.9145234	0.056994636	0.00014018257
à	0.008002693	0.0039941864	0.4485672	0.2643767	0.27505928
l	0.016274069	0.018245498	0.22731741	0.6738454	0.06431761
a	0.002950625	0.011627284	0.44685492	0.5379505	0.0006167177
</S>	0.024520133	0.00057136104	0.030708726	0.31007603	0.6341238
