 	il	muro	vuole	uno	specchio	</S>
o	0.9960077	0.0029224737	0.0010168708	2.9458934e-06	1.234378e-05	3.7646456e-05
t	0.32720292	0.6664726	0.005541061	0.00010681356	0.0004899809	0.00018666957
ì	0.09252477	0.061290096	0.007565849	0.00018217554	0.8383949	4.212973e-05
c	0.03913698	0.9490284	0.011581958	3.5196757e-05	0.00015785875	5.9614573e-05
h	0.3287748	0.57577544	0.027438417	0.0017410947	0.06626777	2.4276699e-06
o	0.10080994	0.87351507	0.01453703	0.0003048015	0.010833016	2.4659846e-07
t	0.0010767916	0.72170615	0.2460794	0.0015233735	0.018156698	0.011457512
è	0.025456155	0.03140163	0.44094878	0.0008239476	0.50111735	0.000252161
l	0.0001086575	0.12489973	0.86304015	0.0053986656	0.0039775013	0.0025752068
i	0.0012199258	0.003560533	0.9543114	0.0014567429	0.03940969	4.1717936e-05
è	0.00020801731	0.0025415781	0.7962246	0.027884621	0.050305296	0.122835934
n	0.0024710852	0.007823815	0.48192465	0.05963218	0.409265	0.038883284
a	0.038503066	0.0051674554	0.16030836	0.3013186	0.4890732	0.0056293155
n	0.0005323211	0.00034112408	0.08995075	0.43614504	0.16658738	0.3064433
j	0.022265757	0.0026002743	0.11261527	0.0739258	0.73879355	0.049799357
a	0.05683227	0.017658234	0.38710144	0.1342867	0.38413313	0.019988263
l	0.0003427196	0.00014206707	0.007581928	0.9039183	0.048644654	0.039370254
ì	0.012571681	0.00047621023	0.01220159	0.10803957	0.6570342	0.20967676
</S>	0.00039841337	0.00011466751	0.0023179639	0.82208437	0.11598837	0.059096187
