 	quando	venne	Giovanni	Anna	aveva	già	dormito	</S>
m	0.99919087	0.0008046423	3.3328565e-06	4.4796187e-07	1.4000798e-07	6.6860125e-08	7.495138e-08	4.0912053e-07
ò	0.97727543	0.022287752	0.00040545664	3.0430832e-05	8.560671e-07	1.1231031e-07	1.724402e-08	4.8511342e-08
t	0.9836589	0.01624733	7.8661564e-05	9.440743e-06	3.260947e-06	1.5137316e-06	1.02415164e-07	7.518289e-07
t	0.8643211	0.10394901	0.025575781	0.005983946	0.0001677655	2.2382142e-06	1.0588109e-07	6.3197724e-08
i	0.3610891	0.6338756	0.0049771303	5.6503468e-05	1.3808653e-06	1.6882151e-07	6.018988e-08	4.4008384e-09
ì	0.20932521	0.7779654	0.010664637	0.0010666875	0.00024767627	8.8286266e-05	2.1508013e-05	0.00062064064
r	0.016858393	0.95258194	0.026728867	0.0033731982	0.00017928865	0.0001226238	9.812779e-06	0.00014592269
t	0.089324296	0.4660925	0.25393254	0.18544564	0.0048658284	0.0003228294	8.725838e-06	7.583945e-06
e	0.005187495	0.96245474	0.03174821	0.00059194566	1.6932465e-05	7.3045385e-07	3.5516315e-08	6.062187e-09
o	0.009145339	0.73708206	0.21351139	0.025748098	0.0064571593	0.0025143377	0.0002642748	0.0052772965
G	0.0018483966	0.5011313	0.43171614	0.02880261	0.012405806	0.023102645	0.00029634056	0.00069675443
i	0.008999496	0.0689356	0.5085761	0.40662563	0.0048070517	0.0007155804	4.3659285e-05	0.0012969346
o	0.0014248774	0.12070465	0.8049284	0.051402446	0.011693848	0.008704031	0.0006265032	0.00051519513
v	0.00061967166	0.04381916	0.65654016	0.15326636	0.054499965	0.087552086	0.0031048537	0.0005977361
à	0.05444803	0.008508831	0.301919	0.6196284	0.008878895	0.0011497132	0.00011250461	0.005354585
n	0.00025996752	0.012532222	0.76880497	0.106802806	0.07507504	0.03537049	0.0010340208	0.00012048443
n	0.00043338694	0.0017331849	0.27206916	0.6016721	0.118339516	0.0056708837	4.1202533e-05	4.0424333e-05
i	0.004463832	0.04046445	0.74833584	0.19526887	0.010957478	0.00050488266	1.9821916e-06	2.7577569e-06
e	0.0015000503	0.0025036652	0.099248536	0.48181787	0.22652195	0.15201788	0.013723428	0.022666669
A	0.00063686114	0.0043817493	0.14168115	0.25264353	0.13960834	0.4442458	0.014306552	0.002496048
n	4.5906774e-05	0.0008990673	0.39383402	0.50172096	0.043533057	0.057228837	0.0025772718	0.00016091827
n	0.011479171	0.0068449755	0.12501033	0.45186237	0.067838915	0.031026175	0.024051808	0.2818862
a	0.11346079	0.001350729	0.0055217985	0.28359762	0.046284072	0.024219524	0.0021559757	0.5234095
g	0.024192985	0.021107757	0.016378859	0.24481556	0.18946886	0.35338375	0.017021542	0.1336307
i	0.035609767	0.003422282	0.013957597	0.7182516	0.121466175	0.09706365	0.001842958	0.008386039
à	0.00023837776	0.0028916453	0.001411988	0.009973127	0.3431588	0.6027675	0.03887696	0.00068149826
ì	0.00029433472	0.00058939465	0.0014193273	0.036955804	0.1946901	0.6905241	0.07272877	0.0027982271
c	0.00044262962	0.0014347918	0.0030021553	0.045124464	0.20960592	0.6959993	0.042123076	0.0022675965
h	0.0017385398	0.000632023	0.001843618	0.043380182	0.2944755	0.60460347	0.017298048	0.036028583
e	0.026570497	0.33953118	0.05137095	0.04919449	0.30490997	0.20948254	0.017747186	0.0011931675
p	0.013049262	0.014169415	0.0026687866	0.0011534304	0.0051184753	0.061223295	0.7159843	0.186633
l	0.06483008	0.0038326997	0.0013207361	0.039065935	0.066477865	0.18633877	0.3500806	0.28805327
ò	0.008067851	0.023985352	0.011046264	0.07863834	0.08296752	0.058791388	0.7331343	0.0033689218
s	0.017219508	0.029357942	0.0071310536	0.0022190341	0.0010659426	0.014718186	0.6075346	0.32075375
o	0.0024652865	0.0006240373	0.0002969724	0.0061889025	0.06884918	0.18069452	0.7277574	0.013123678
n	0.024273956	0.018113777	0.0034173697	0.0011392769	0.0003310534	0.001991041	0.4645921	0.48614135
t	0.13657807	0.010411679	0.00080478884	0.009004363	0.01155595	0.012086645	0.58052	0.23903857
a	0.0067671216	0.01077986	0.00525395	0.010177843	0.0069412617	0.00731311	0.9386298	0.01413706
</S>	0.035401486	0.05424005	0.0109487595	0.0019158579	0.0001732921	0.0016371822	0.20683424	0.6888491
