 	puoi	non	parlare	di	questo	con	Anna	</S>
i	0.98177105	0.004741444	0.01344853	3.0478712e-05	1.6732895e-06	2.8173833e-06	2.7479734e-07	3.867826e-06
s	0.45450747	0.40021664	0.14160056	0.0021375902	0.0012889308	7.535908e-05	7.056379e-05	0.00010295759
ò	0.82074356	0.007411739	0.17008293	0.00067570165	0.000349083	2.0691214e-05	0.0007069346	9.384745e-06
z	0.26030973	0.53570485	0.19906326	0.0045812023	0.00030260725	1.5863427e-05	9.774404e-06	1.275185e-05
i	0.42887786	0.058677703	0.48214427	0.0087019345	0.014505105	9.804022e-05	0.006992844	2.3166635e-06
m	0.0053659636	0.55647284	0.4216788	0.014729701	0.0009794043	8.780818e-05	3.4801367e-05	0.0006506258
i	0.016972868	0.002921488	0.97767955	0.0013966187	0.00050210254	1.9968173e-05	0.00048453946	2.2883472e-05
m	0.0005290646	0.12705626	0.73410505	0.13130438	0.0039679324	0.0006314855	3.516206e-05	0.002370684
i	0.0041466895	0.0052310154	0.9693451	0.01668218	0.0028201398	0.00053774955	0.00083180924	0.00040534194
l	0.00041852467	0.03178836	0.4008657	0.5377901	0.020644562	0.0033473657	0.00010573442	0.0050396384
ì	0.006651571	0.0067564403	0.8346107	0.12155283	0.017994972	0.00593414	0.0040308703	0.0024685413
s	0.00044723132	0.0036813638	0.065009534	0.85727763	0.056706756	0.01293987	0.00060652284	0.0033310773
i	0.001679973	0.0051599024	0.49722704	0.35691652	0.12235599	0.0064699217	0.010178635	1.2040159e-05
a	0.0003648547	0.0013849941	0.0056640944	0.7924533	0.13300349	0.05112277	0.001565032	0.014441511
t	0.003244863	0.00029210548	0.0036451814	0.19155537	0.6120281	0.15747428	0.016721364	0.015038662
s	0.0066581015	0.0059315595	0.11275766	0.30255067	0.2754487	0.2296929	0.05217976	0.014780676
è	0.017547548	0.0064068967	0.012834934	0.12785895	0.34823713	0.46576285	0.020268016	0.0010836413
t	0.003192105	0.00052424707	0.0024651813	0.06631385	0.49546307	0.37662128	0.032337364	0.023082849
ù	0.0036382533	0.0052041644	0.013568452	0.075007856	0.65381575	0.16962464	0.079096355	4.4499695e-05
o	0.0021864162	0.000524077	0.0017325997	0.008034463	0.19430037	0.65054584	0.07286584	0.06981042
m	0.025299162	0.0005036011	0.007209375	0.002692046	0.1192918	0.47250488	0.25357613	0.118922964
e	0.040212493	0.0028103355	0.045236148	0.011148167	0.06220039	0.7361005	0.08965222	0.012639692
t	0.00536786	0.00066688185	0.0031589626	0.0028789341	0.03791565	0.41778058	0.40797493	0.12425624
i	0.03302603	0.0012186022	0.01701077	0.002934387	0.008422785	0.7129086	0.14644364	0.0780352
n	0.007976399	0.00082357356	0.003994724	0.0023071165	0.005291604	0.08289841	0.7364121	0.16029608
A	0.07957956	0.0067694928	0.051977634	0.013853196	0.005867636	0.07652806	0.6685422	0.09688226
n	0.0047456794	0.000686748	0.0026413207	0.0016258998	0.012773025	0.056899384	0.82372445	0.096903495
n	0.1620993	0.005373382	0.06654579	0.00087914354	0.00059787545	0.0008288449	0.071020335	0.6926554
a	0.036575995	0.000618047	0.0025712918	0.00010464833	1.9717352e-05	0.0003044646	0.16436534	0.79544044
</S>	0.016024096	0.00033489446	0.0021603892	0.000522872	0.0002880343	0.003955667	0.034908056	0.94180596
