 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a	0.92054206	0.07189174	0.003188598	0.0042877984	3.165969e-05	7.954719e-06	1.2613607e-05	3.867448e-06	3.3527493e-05
n	0.21860898	0.7471376	0.013313136	0.015830612	0.0017647974	0.0020569449	0.00033155797	0.00037609733	0.0005802748
è	0.011461987	0.96581215	0.017397845	0.004994037	0.0001299025	5.382938e-06	4.0895816e-06	0.00016622867	2.8274872e-05
r	0.027763668	0.9254918	0.018076556	0.027513366	0.00076507084	0.0003299697	1.8114848e-05	4.0404142e-05	1.0333707e-06
t	0.21747097	0.34111792	0.35443768	0.06584259	0.018351186	0.00024119635	4.5446024e-05	0.0024714186	2.1523208e-05
i	0.009324037	0.96643275	0.022969319	0.0010599195	0.00015091902	1.2045257e-05	3.5072187e-06	4.6938872e-05	6.334478e-07
s	0.0014457669	0.05077424	0.41369975	0.5271035	0.0044826055	0.0009661182	0.00028558518	5.1104547e-05	0.0011912857
e	0.15851459	0.2016829	0.5816571	0.033254802	0.023003152	0.00032266535	6.6049564e-05	0.0008479954	0.00065068307
s	0.00020926209	0.008250179	0.27593216	0.69055974	0.016381783	0.0051847105	0.00097583607	0.00012100712	0.0023853055
i	0.034790937	0.046891555	0.76921123	0.05323608	0.074694924	0.006761288	0.0016195086	0.0030862284	0.009708373
t	0.000115778006	0.005125308	0.085606344	0.8077908	0.06201628	0.028502138	0.005916231	0.0005587636	0.004368329
t	0.0151982745	0.02686216	0.51097876	0.09658636	0.24326687	0.049567312	0.015677191	0.010369021	0.031494163
à	0.010487346	0.06653173	0.15775403	0.29525772	0.32901034	0.040863607	0.020123221	0.078410104	0.0015619198
a	0.00019963381	0.01609428	0.026473701	0.3933577	0.28748196	0.17599837	0.06458537	0.004940553	0.030868508
n	0.0006651892	0.0024812913	0.00064530195	0.0013128823	0.36100188	0.5764639	0.030352844	0.024031464	0.0030453012
k	0.05506691	0.027217159	0.102321886	0.0088374745	0.15984896	0.07751166	0.032393277	0.07724807	0.45955467
ò	0.0029337953	0.12823986	0.16996363	0.03416131	0.029514343	0.054279257	0.25266296	0.31365076	0.014594161
r	0.0014107514	0.005218743	0.0015051651	0.0005082811	0.07487124	0.50591445	0.18947828	0.20583837	0.015254812
a	0.0022821033	0.003074296	0.01698181	0.03708491	0.16726649	0.19481342	0.12669505	0.4088838	0.04291814
e	0.0006921771	0.02008927	0.0040240427	0.0019946292	0.013099299	0.10566023	0.41313758	0.23601972	0.20528309
n	0.004943706	0.03627349	0.0015885056	6.631722e-05	0.008788274	0.25217912	0.18167467	0.42643493	0.088050894
è	0.01701121	0.0074065393	0.037519787	0.005705662	0.010837278	0.0075328206	0.014602346	0.41114554	0.48823878
p	0.00041508678	0.002969496	0.0007168159	7.3608804e-05	0.0036128787	0.016443301	0.020062087	0.909218	0.046488713
r	0.0004311396	0.0003328077	0.0003099113	8.44477e-05	0.0010450743	0.0021534523	0.0004086205	0.93979496	0.05543968
ò	0.0013169823	0.07027108	0.0033205473	0.00078595435	0.01749737	0.006147734	0.009666219	0.8650204	0.025973711
n	0.00030774178	0.012052797	0.0046449057	0.000314562	0.0007792905	0.0025174455	0.0078146225	0.42694247	0.5446261
t	0.0011885687	0.0011206267	0.00036845467	0.0001001108	0.0020287922	0.0018146761	0.00028366174	0.8825309	0.110564135
o	0.0019529032	0.039062914	0.003296782	0.00026023455	0.008908858	0.0026310845	0.002257571	0.91652775	0.025101952
</S>	0.0005718854	0.017062621	0.008927954	0.00047192763	0.00048005205	0.001065801	0.0020457888	0.09937004	0.8700039
