 	non	ho	finito	lo	posso	finire	di	scrivere	</S>
e	0.75164664	0.18706645	0.057326436	0.0033353574	0.0005493657	1.6239785e-05	4.676663e-05	2.5653007e-06	1.0167067e-05
n	0.26048794	0.4706189	0.23378105	0.023700057	0.0077722133	0.001007204	0.0009376424	0.0008309864	0.0008639491
e	0.03316509	0.07440319	0.86435074	0.016621152	0.011057755	0.0002704381	1.2724721e-05	2.1387734e-05	9.753029e-05
s	0.0052580186	0.04474253	0.8138705	0.1268563	0.008948683	0.0002976394	1.22121255e-05	1.33544e-05	7.918496e-07
p	0.0024744158	0.0049596345	0.988236	0.003523783	0.0006590172	8.8003384e-05	5.7258563e-05	6.205579e-07	1.3352227e-06
ì	0.00257893	0.0010947618	0.9729783	0.015840858	0.0065701404	0.00068668334	0.00018131883	5.7007615e-05	1.2110011e-05
c	0.00075275113	0.013216354	0.7358086	0.22394651	0.025918819	0.0002431731	9.1894704e-05	2.995699e-06	1.8865938e-05
c	0.08354821	0.008910826	0.87189555	0.0308207	0.004116652	0.0006973773	7.703286e-06	1.8329234e-06	1.1221632e-06
e	0.04237531	0.0014081276	0.9458006	0.008247459	0.0019415886	0.00018927442	1.2717896e-05	1.8853729e-05	6.0444318e-06
t	0.0002203714	0.0022923774	0.059658505	0.784856	0.14980893	0.0024826503	0.0005807162	1.0950854e-05	8.944695e-05
s	0.023662224	0.012022412	0.889556	0.053429402	0.01948021	0.0017784315	4.7539444e-05	9.41835e-07	2.2957289e-05
a	0.0037030485	0.010733091	0.8552708	0.108518966	0.020521224	0.0009852262	0.00024645388	1.9967858e-05	1.2099059e-06
o	7.8686055e-05	0.00068898505	0.004552584	0.71263623	0.26194626	0.011804322	0.0063208663	0.0001003574	0.001871717
s	0.0011503217	0.00071231707	0.013429849	0.6932295	0.1945597	0.08651604	0.00808014	0.0011714101	0.0011507298
ò	0.0038707482	0.031177865	0.025850482	0.30397403	0.5473899	0.07464351	0.011301878	0.00015616158	0.0016354368
z	9.604738e-05	0.0004404801	0.00095003075	0.25707716	0.5412005	0.1663645	0.03113681	0.00042549678	0.0023089636
o	0.009075273	0.02485711	0.005561463	0.21073675	0.49113175	0.2572127	0.0011948879	0.00012973428	0.00010038501
s	0.00049732183	0.00080418296	0.00086312817	0.048179466	0.21380903	0.5717822	0.15174432	0.0019084513	0.010411889
p	0.002535928	0.01686235	0.0010164245	0.043986253	0.4690157	0.45026898	0.015378446	0.00022172612	0.0007142995
i	0.021187501	0.056252778	0.07494936	0.049940776	0.075162865	0.49446666	0.18545188	0.033265326	0.009322845
c	0.0006429049	0.000725026	0.00044060327	0.0049407715	0.03890386	0.68223333	0.2509126	0.006856096	0.014344813
c	0.001715324	0.010286684	0.000445943	0.011748496	0.16231638	0.77570075	0.03243977	0.0010517644	0.004294877
è	0.17654045	0.1260811	0.06322149	0.014940184	0.014847637	0.06608834	0.034823358	0.04773109	0.45572636
t	0.004943258	0.0012283567	0.00023663798	0.0009580256	0.0064568287	0.2382718	0.42497358	0.19100054	0.13193108
s	0.0039464906	0.009595128	0.000343159	0.032436892	0.16754232	0.77710086	0.00842616	0.00010505073	0.0005039675
i	0.04899467	0.026202414	0.016590267	0.009245674	0.0017698716	0.8699417	0.021193601	0.0048477557	0.0012140136
t	0.00075119705	0.0013974629	0.0014979969	0.0016826522	0.0043328186	0.25696614	0.41930887	0.085235916	0.22882694
s	0.0010322405	0.0015802785	0.00023600315	0.0010794312	0.0028515102	0.8983353	0.091656104	0.0007263647	0.0025028223
e	0.00041048825	0.0012511248	0.0052487827	0.0016148335	0.0015040474	0.32717383	0.65479153	0.0043106047	0.0036947802
g	0.0015285622	0.0024370672	0.0062120273	0.0018778071	0.0039891093	0.08318903	0.15458454	0.18605578	0.56012607
r	0.004407179	0.009020025	0.0035358686	0.009573869	0.014323782	0.628109	0.12812158	0.03440183	0.16850695
à	0.00011699025	0.00044560863	0.0006723284	0.0010605138	0.0018166427	0.049362123	0.31842446	0.11635509	0.51174617
t	0.002865693	0.0024232378	0.0020740735	0.0018425424	0.001843591	0.0070671323	0.040306978	0.66481405	0.2767627
s	0.0029772841	0.0035983901	0.00041751773	0.0033779838	0.0033817952	0.7730616	0.14202684	0.050585482	0.020573052
i	0.063179955	0.0799591	0.10419013	0.034394633	0.015176946	0.46803895	0.09113397	0.072102256	0.07182399
</S>	0.0005992952	0.0012608846	0.0016761788	0.0014511446	0.002506289	0.0035377424	0.010752449	0.100975595	0.8772404
