 	se	vieni	ogni	giorno	a	casa	mia	compra	il	pane	</S>
a	0.9269627	0.06893238	0.0039124587	0.00014240351	1.410369e-05	1.564591e-05	7.716997e-06	2.697696e-06	5.845468e-06	8.3334106e-07	3.1338886e-06
n	0.1926392	0.78897804	0.012278948	0.0033902177	0.00035538478	0.00055054773	0.00022884832	0.0011368517	0.00014483018	0.000105519444	0.00019159654
è	0.013811984	0.97044003	0.011128272	0.004111181	0.00015116228	0.0003085867	3.5214744e-05	4.8108545e-06	7.363331e-07	6.6213634e-06	1.4695047e-06
r	0.020677373	0.9443483	0.033155426	0.0016467511	2.493191e-05	5.6335422e-05	1.18416565e-05	7.793522e-05	1.0914492e-06	3.9429878e-08	9.925061e-08
k	0.23261388	0.37222925	0.23717351	0.12951888	0.0052962643	0.021093773	0.0014281535	0.0006098466	3.4149918e-05	1.4005418e-06	9.027619e-07
e	0.011037687	0.9454641	0.021412201	0.021757817	4.668287e-05	0.00027154505	6.1120018e-06	3.858734e-06	5.6303335e-08	3.195926e-08	1.2378137e-08
s	0.0016683659	0.10027546	0.8322192	0.06242635	0.0011671177	0.0014899687	0.00027935702	0.00021169778	4.5187113e-05	9.961759e-06	0.0002074057
e	0.14352676	0.32396024	0.30550292	0.21136147	0.0013067599	0.013901482	0.00022615	0.00013638317	1.9338424e-05	5.969788e-06	5.2503656e-05
k	0.0002013406	0.018146994	0.79172915	0.17883031	0.0044225925	0.0049783094	0.00090356794	0.0004158266	0.00010421534	8.38688e-06	0.0002592375
a	0.029552652	0.03092999	0.22903177	0.6904852	0.004145992	0.014927713	0.0002820892	0.00023879738	5.8102658e-05	1.3344342e-05	0.00033438692
i	9.215931e-05	0.00642931	0.44640797	0.4928682	0.024446154	0.022413922	0.005132793	0.0015984614	0.00037852002	8.697715e-06	0.00022384933
m	0.0004337252	0.010313682	0.11579654	0.63360983	0.060428686	0.047142424	0.02418185	0.1008243	0.0059448495	8.7450484e-05	0.0012366762
è	0.0015951357	0.0032352104	0.13754366	0.71387887	0.042869758	0.09543321	0.0035557582	0.0013358627	0.00041804157	5.8625455e-06	0.00012863416
r	1.5698239e-05	0.0014408688	0.052910745	0.6990946	0.088720165	0.12706725	0.025277583	0.003717547	0.001152993	4.353205e-05	0.00055893115
i	0.0013821304	0.0024626558	0.049848076	0.45454594	0.16743281	0.28706726	0.03191319	0.0029381926	0.00240177	1.627765e-06	6.3716384e-06
è	0.00011399734	0.001444385	0.007187378	0.100596346	0.4232917	0.1715034	0.23588814	0.037895	0.01809394	0.00025640722	0.0037293283
s	9.7533564e-05	0.0043942835	0.00351357	0.22393389	0.296851	0.23682404	0.1235235	0.08402573	0.023369992	0.0006110341	0.0028554527
s	0.004621924	0.003908142	0.028113062	0.10292053	0.053443577	0.7372886	0.0539792	0.014738428	0.0009702243	1.423111e-06	1.4949854e-05
u	0.020867037	0.060027942	0.022825066	0.17732944	0.007470438	0.6375561	0.02089931	0.05284573	0.00016015382	6.5310574e-06	1.2229021e-05
m	7.726569e-05	0.0016320631	0.00076439074	0.004124843	0.07431838	0.09768983	0.63354546	0.12146641	0.055215906	0.0010806668	0.010084802
u	0.00092750473	0.0007570297	0.0039453986	0.008485684	0.030609762	0.86049986	0.07193435	0.009931215	0.01264848	7.687921e-05	0.00018373178
a	5.7228466e-05	0.0013990509	0.00042411656	0.0027159075	0.026426366	0.06077496	0.5964467	0.20383386	0.0928093	0.0028373788	0.012275158
v	0.0006622857	0.0024019238	9.7230375e-05	0.0009585497	0.002288901	0.008878296	0.07146186	0.81558704	0.088977195	0.0025963373	0.006090438
ò	0.016212376	0.0045283106	0.016801503	0.019677164	0.05640814	0.53302026	0.13466318	0.08708846	0.079867855	0.011531711	0.040201068
r	0.00012654402	0.0007478159	0.0001313881	0.0003622663	0.00067173515	0.0021161088	0.043606635	0.8981604	0.052158117	0.0012317587	0.0006873007
a	0.00022253384	0.0001802055	0.00046898655	0.0005431868	0.018890887	0.0871557	0.40410072	0.1757521	0.29764214	0.011757955	0.0032856162
s	0.0001789992	0.0050834497	0.00087283796	0.0036632176	0.002143095	0.0034308801	0.035854526	0.20153452	0.6787917	0.02309457	0.045352183
o	0.00074624125	0.00061606994	0.00064280163	0.0009117488	0.02123979	0.033385072	0.19553809	0.23315664	0.50995857	0.0023651703	0.0014398176
t	0.0002830414	0.0044552446	0.0012136828	0.007070645	0.0022094354	0.0034248808	0.008917095	0.08333469	0.6910521	0.10079692	0.0972423
o	0.0012615229	0.0006960532	0.00052742043	0.0006820655	0.023658983	0.004747467	0.03455436	0.02537804	0.86613995	0.03218355	0.010170586
t	0.00046635323	0.005814932	0.001898783	0.0122601595	0.0034061149	0.005286337	0.0038021863	0.031707164	0.4110885	0.36668396	0.15758544
s	0.0017085592	0.0010460357	0.0005559124	0.0007304508	0.014906309	0.0016982867	0.00783449	0.0041649854	0.78127635	0.14930892	0.036769744
o	3.095669e-05	0.0029958237	0.0002709683	0.0023110856	0.0027602678	0.0023682097	0.010473254	0.0037718888	0.94514436	0.025346158	0.00452704
m	0.00049378263	0.006171386	0.0012871383	0.01221568	0.0029204015	0.0040528886	0.0008138938	0.0019208324	0.05143376	0.6618258	0.2568645
ì	0.0010351258	0.0027489604	0.0005813134	0.0008822285	0.004255881	0.0018135762	0.0023342255	0.0005590701	0.47435132	0.3104956	0.20094265
</S>	0.00012892613	0.0031596064	0.00074365834	0.008515505	0.0019042493	0.0029876218	0.0006149539	0.00097306666	0.033807945	0.7451916	0.20197299
