 	le	melanzane	vogliono	ee	girate	</S>
t	0.9975853	0.002352628	3.715374e-05	2.8061738e-06	3.4821003e-06	1.8698633e-05
e	0.44414085	0.43352434	0.12199799	0.00030939284	1.7673558e-05	9.767743e-06
s	0.8525657	0.14669554	0.0005852248	3.1699667e-05	8.005321e-06	0.000113860995
m	0.47223416	0.5020611	0.025309255	0.00026638183	2.7428863e-05	0.00010163775
a	0.06713675	0.9103727	0.022318654	0.00017046288	9.810663e-07	3.9787733e-07
r	0.01812778	0.9600137	0.017328136	0.00062684325	0.00027627792	0.0036273438
a	0.10799798	0.70374113	0.13490148	0.04602305	0.0044698985	0.0028664249
n	0.006633307	0.7301859	0.19308223	0.022195753	0.006120031	0.041782696
g	0.066854544	0.10853613	0.8038031	0.017800052	0.000915186	0.0020910185
i	0.022913374	0.058565225	0.91817796	0.00023246068	4.5887948e-05	6.512638e-05
à	0.0029134753	0.18446635	0.7665758	0.040762972	0.0045639053	0.0007173727
n	0.0003206017	0.0075735534	0.98157984	0.008921015	0.0014930373	0.00011186134
e	0.07216134	0.044317808	0.77090627	0.112397	0.00015643092	6.1236395e-05
t	0.0012947675	0.0036867613	0.42685646	0.3498749	0.15673031	0.061556853
è	0.017258959	0.008702384	0.6481536	0.31636253	0.004830579	0.004691883
l	0.0007530535	0.0053218557	0.56832165	0.31756577	0.09447039	0.013567179
u	0.0149808135	0.0052246777	0.27092713	0.697062	0.011587564	0.00021785502
n	0.00073855364	0.0005281659	0.010226154	0.47050098	0.3960529	0.121953264
e	0.09489032	0.0068734568	0.064264916	0.7744473	0.050340015	0.0091839135
e	0.00048789207	0.0003602359	0.0027669624	0.46544346	0.48328623	0.04765515
e	0.0048657297	0.00023469071	0.0022184912	0.2189834	0.70540696	0.06829066
v	0.009278058	0.00082915544	0.0037586188	0.19374374	0.7330329	0.059357446
o	0.57695776	0.015488252	0.015284302	0.07282204	0.2505492	0.06889846
t	0.0022317383	0.0022682867	0.0019467258	0.03158584	0.87541324	0.08655412
i	0.07678078	0.0012972688	0.0037175864	0.048540276	0.79685915	0.07280495
m	0.0014501847	0.00075446843	0.000489208	0.0035079767	0.84472895	0.14906912
m	0.0273798	0.00033748517	0.0019834093	0.024315478	0.91753304	0.028450804
è	0.0075619402	0.0027731678	0.0027641717	0.049491853	0.8962599	0.04114904
n	0.0027948644	0.0014623665	0.0005831737	0.0017953184	0.5339559	0.45940843
e	0.08396935	0.03079244	0.06352722	0.052266795	0.55736905	0.21207514
</S>	0.0013258388	0.0007340344	0.00047926512	0.0014178263	0.5500368	0.44600624
