 	un	forno	che	fa	buon	pane	</S>
è	0.9577449	0.040924482	0.0010380781	9.293959e-05	0.00012057481	1.4621151e-05	6.433834e-05
n	0.9384529	0.060980685	0.0004584346	6.3031e-05	2.5549098e-05	7.110104e-06	1.2298592e-05
a	0.40754396	0.5779723	0.008806748	0.0018920768	0.000444095	0.0005600489	0.002780788
f	0.63518924	0.35066992	0.010148745	0.0038561497	8.097259e-05	8.903482e-06	4.6116205e-05
ù	0.004428992	0.96025413	0.033679314	0.0014921072	8.479361e-05	6.4124133e-06	5.4301458e-05
r	0.2759631	0.59677124	0.09171215	0.031488117	0.0028621464	0.00015541073	0.0010478237
n	0.009032847	0.6576266	0.31034887	0.02110678	0.001762606	4.8232228e-06	0.00011726693
o	0.3211337	0.6682153	0.010209374	0.00040317405	3.698881e-05	6.996253e-07	8.529836e-07
k	0.0017195101	0.049121223	0.74974877	0.15316212	0.03636846	0.0022057616	0.0076741725
a	0.010618255	0.18627997	0.71999776	0.07433054	0.005802415	0.0001703842	0.0028007342
i	0.009570886	0.020066893	0.6000746	0.26445958	0.09304411	0.0041314126	0.00865261
k	0.014751187	0.0020437567	0.047865298	0.8567183	0.068448596	0.0032792715	0.0068935426
à	0.009695226	0.0254656	0.36260077	0.16317026	0.345603	0.0077375006	0.08572759
n	0.027088048	0.005094474	0.17911398	0.2236572	0.53427786	0.01715572	0.013612701
n	0.009009635	0.055649385	0.08600741	0.21909243	0.6009641	0.0010950053	0.028182015
i	0.30327296	0.5066209	0.12829052	0.00866596	0.05162297	0.001018312	0.00050835643
t	0.002579659	0.002832053	0.008419942	0.027520249	0.77392286	0.11629875	0.06842648
s	0.0014778922	0.0030629267	0.068733454	0.03425895	0.85613865	0.0033425791	0.03298556
o	0.009299804	0.014908081	0.06466494	0.013081625	0.88378316	0.010106426	0.0041560056
m	0.0074055037	0.004174357	0.0028129052	0.014122967	0.21765377	0.57480896	0.17902148
ì	0.0010675337	0.0017995711	0.017975831	0.0063402345	0.79159164	0.06419802	0.11702726
k	0.0019990352	0.002867864	0.0012341654	0.006025121	0.056924656	0.8236366	0.107312515
a	0.0010468714	0.00046617226	0.0025972081	0.014392137	0.044510923	0.11721326	0.81977344
l	0.012790822	0.008287552	0.005622616	0.0067993086	0.012629135	0.5514257	0.40244487
ò	0.009871742	0.0031479262	0.0091316365	0.01374063	0.04276919	0.20403838	0.71730053
</S>	0.006768585	0.0026391582	0.0011917505	0.0014507959	0.001788099	0.6651648	0.32099685
