 	è	facile	che	stanno	ancora	svegli	</S>
è	0.43426976	0.5647096	0.0008125747	7.569746e-05	7.5492258e-06	2.8649283e-06	0.00012189365
f	0.0053662527	0.9938823	0.00060608186	8.085462e-05	5.1381458e-06	4.7671165e-05	1.1928263e-05
à	0.09537031	0.8762399	0.014174557	0.013653208	0.00017927206	8.6376465e-05	0.0002963413
c	0.027378349	0.96249676	0.00951033	0.0004313218	4.5117336e-05	0.00010691272	3.1194482e-05
i	0.021132616	0.97354865	0.002132704	0.0022920903	0.000465173	0.00013776332	0.0002909557
l	0.02146559	0.7179473	0.23195966	0.018000681	0.0055565024	0.0035524766	0.0015178222
e	0.049057536	0.84512234	0.07561094	0.02762902	0.00028734715	2.053175e-05	0.0022723055
k	0.0025688442	0.20680158	0.6391473	0.11886808	0.0067461967	0.020167163	0.0057008257
a	0.18341652	0.05547861	0.32173353	0.42134896	0.0046157017	8.068983e-05	0.013326028
s	0.00055769284	0.027995689	0.5626491	0.31803584	0.016152183	0.0702341	0.004375351
t	0.08620279	0.0029149598	0.20141949	0.6774448	0.016486095	0.00033710702	0.015194743
è	0.014037761	0.033694755	0.21704964	0.7196147	0.014115139	0.0008366134	0.00065147155
o	9.5777956e-05	0.0072551453	0.18525669	0.71845573	0.036966484	0.044440825	0.0075293873
n	0.00040507055	0.00878836	0.028066648	0.24101985	0.5014989	0.21194953	0.008271675
e	0.07262432	0.0030318946	0.020774733	0.8485269	0.016191669	0.0004348602	0.038415756
a	0.0002268864	0.0015901893	0.00467105	0.07049434	0.34551403	0.57425207	0.0032513617
n	0.0012177906	0.002011084	0.0012843054	0.04549713	0.83221847	0.11491055	0.0028606663
k	0.10061891	0.013862974	0.0062911557	0.11887709	0.01578973	0.0010331235	0.74352694
ò	0.027607908	0.05931976	0.0985785	0.44422156	0.13191663	0.1762385	0.062117144
r	0.00046540954	0.0030137522	0.0006432984	0.0018010814	0.30444068	0.6855204	0.004115353
a	0.0060419883	0.003305501	0.024503225	0.25120357	0.18821196	0.41957673	0.107156925
a	0.00021854811	0.008597686	0.0010284442	0.0017608597	0.031677976	0.86812645	0.088590026
t	0.0065330225	0.02494142	0.0012460919	0.00285645	0.16238329	0.69116974	0.11086996
s	0.056751225	0.027419554	0.07936174	0.09385448	0.070036486	0.06203915	0.6105374
ù	0.05711551	0.28107443	0.041082762	0.058800098	0.08017467	0.062179197	0.41957322
n	0.0033126476	0.047995746	0.008728043	0.007975403	0.033108633	0.45989874	0.43898076
n	0.064079754	0.04264712	0.029640755	0.054096173	0.13291538	0.010504346	0.6661164
i	0.36592323	0.19836077	0.27154362	0.09760173	0.03980036	0.0041990587	0.022571143
t	0.0015695381	0.047664676	0.008974511	0.013401051	0.014765948	0.056996036	0.8566283
i	0.20137489	0.4175077	0.076379	0.06663114	0.014149246	0.0030620047	0.22089604
</S>	0.003744575	0.096549325	0.016949264	0.023670934	0.016367279	0.07549357	0.7672251
