 	se	vieni	ogni	sabato	ti	compro	il	pane	</S>
a	0.9598941	0.036862638	0.00292037	0.0002657738	2.239623e-05	1.0222819e-05	1.5956924e-05	1.5572402e-06	6.8664117e-06
n	0.24417274	0.7427494	0.008527016	0.0023396823	0.0008413904	0.00054246024	0.000282055	0.00017432692	0.0003709241
è	0.013970561	0.96967936	0.014160492	0.0018193161	0.00027085585	7.492671e-05	1.9160357e-06	1.2679071e-05	9.930149e-06
r	0.01410959	0.9758345	0.008950107	0.0008774477	0.00016827814	5.842197e-05	1.6013001e-06	3.509372e-08	6.387194e-08
k	0.26476684	0.24209452	0.34693918	0.123045444	0.018458154	0.004628918	5.9639613e-05	1.6922717e-06	5.600681e-06
e	0.013228335	0.91524595	0.060268532	0.010412907	0.0007908218	5.326275e-05	1.444368e-07	3.0752894e-08	1.8777616e-08
s	0.0028200268	0.14296561	0.77346116	0.07316764	0.0046604592	0.0021465686	0.00017080715	4.751537e-05	0.0005601865
e	0.09244195	0.37313575	0.33806816	0.18846388	0.00636896	0.0013686211	6.820969e-05	7.143751e-06	7.730349e-05
k	0.00024058945	0.026257876	0.7574203	0.19311042	0.015892548	0.0060983333	0.0004062738	4.806923e-05	0.000525631
u	0.032793336	0.028826464	0.3704278	0.54561013	0.018649865	0.0027513395	0.00023137477	3.945662e-05	0.0006701736
à	9.8211334e-05	0.007863248	0.46114874	0.4409682	0.06780468	0.020138565	0.0015564355	5.965215e-05	0.000362302
i	7.9768746e-05	0.013366368	0.26945943	0.551567	0.12042818	0.038628843	0.0053192535	0.0003460111	0.00080510514
s	0.0011459735	0.0032154291	0.022588521	0.34065416	0.45351288	0.16180962	0.013175924	0.00079248525	0.0031049624
à	0.0010587048	0.0016204062	0.05097522	0.79346555	0.12688822	0.023010485	0.0025862134	1.4648283e-05	0.00038054716
m	6.343119e-05	0.0010071422	0.011509508	0.23057665	0.5164066	0.20026265	0.03835943	0.0006426155	0.0011719675
b	0.00032094956	0.00069890154	0.009288233	0.3784795	0.31121328	0.291077	0.008880881	1.5758311e-06	3.9748524e-05
a	0.024380008	0.054245155	0.023398105	0.27300224	0.3682256	0.25593486	0.0007553924	4.0312825e-05	1.826475e-05
s	4.4652366e-05	0.00086173875	0.0011093272	0.010801742	0.35315034	0.52773255	0.08716793	0.0077380952	0.011393621
u	0.001189019	0.0011901302	0.014719848	0.15520908	0.35096678	0.3944513	0.081232354	0.0001387266	0.0009027434
v	0.0001294003	0.0011269663	0.0009771659	0.004398901	0.17489156	0.44099778	0.35295087	0.012285446	0.012241752
o	0.018150741	0.006114393	0.025548778	0.03480916	0.06213929	0.7495145	0.06661606	0.004618197	0.032488808
r	0.00058468647	0.0025341774	0.0005359131	0.0015805336	0.12532797	0.5743193	0.29054978	0.0025945446	0.0019730462
à	0.000105482635	0.00032994983	0.0009752773	0.0026993756	0.023081627	0.26779094	0.6082018	0.03298995	0.063825585
z	0.00033752402	0.0017976646	0.0009527186	0.0014013617	0.0131324995	0.14800435	0.751761	0.04725232	0.03536046
o	0.00013209805	9.384107e-05	0.00044294656	0.0023084176	0.009945339	0.6532491	0.33132628	0.0004283284	0.0020736475
o	0.00020930405	0.0045914818	0.0012246934	0.0017022962	0.0029481438	0.05282667	0.71803445	0.14671943	0.07174358
t	0.010349926	0.027650544	0.0015359845	0.0022564454	0.0022284712	0.020867804	0.46535313	0.27231404	0.19744362
s	0.0008510051	0.0003588687	0.00073351007	0.0009893853	0.0070794886	0.070440516	0.83717495	0.037613478	0.04475877
o	3.456064e-05	0.00259867	0.00027098708	0.0011868489	0.0017698489	0.0062230364	0.9622158	0.017770156	0.00793018
m	0.0006439491	0.007087982	0.0015408685	0.0026011718	0.000823997	0.0019319504	0.054104023	0.7336541	0.19761193
ì	0.0011841406	0.001525121	0.0005281541	0.0006701199	0.0009908293	0.0022209391	0.47161868	0.25650683	0.26475516
</S>	6.9140784e-05	0.0021974917	0.00052738667	0.0010490498	0.00035150515	0.0006754356	0.019658597	0.85798496	0.11748637
