 	se	vieni	alle	sette	sto	ancora	cucinando	</S>
a	0.92080116	0.06844748	0.0044254484	0.00615879	0.0001181651	9.972896e-06	4.856296e-06	3.4196855e-05
n	0.16665763	0.8022302	0.010792037	0.018091463	0.00076716323	0.00082079164	0.00022116426	0.00041964336
è	0.010909781	0.9677669	0.0152446935	0.004912197	0.00063147553	5.092708e-06	0.0005213958	8.571481e-06
r	0.025516896	0.92533857	0.019363068	0.028949527	0.0005976566	0.00021830367	1.4956996e-05	9.75208e-07
k	0.20365688	0.37463716	0.32255945	0.04000192	0.045352653	0.0009935676	0.012789235	9.133144e-06
e	0.013110752	0.9761267	0.009109354	0.0009118431	0.00068088685	7.1934946e-06	5.3165964e-05	1.4528555e-07
s	0.0012816639	0.048985414	0.45212874	0.4768526	0.01854254	0.00061633287	3.4043776e-05	0.0015586896
e	0.20559324	0.19994539	0.48678052	0.031515244	0.06692208	0.001035389	0.0075023402	0.0007057434
s	0.00022972083	0.010406346	0.31199265	0.5962391	0.075262435	0.0026808416	6.912668e-05	0.003119813
e	0.042927947	0.05068864	0.6178006	0.046093073	0.21020809	0.014234233	0.008910499	0.00913698
s	9.119743e-05	0.0045813983	0.08588033	0.61151963	0.28271422	0.011984853	0.0002032226	0.003025181
e	0.009813269	0.017150067	0.23165289	0.048574522	0.5893281	0.072871186	0.015150405	0.015459522
t	8.411377e-05	0.0037307984	0.0129715465	0.33300334	0.59701544	0.047075123	0.0008718238	0.0052477764
t	0.0035426856	0.005434165	0.082114615	0.023930674	0.7441899	0.11188242	0.016195146	0.01271031
à	0.001088031	0.0039496035	0.012474676	0.017545892	0.9083287	0.038049493	0.017976813	0.0005868289
s	0.000118617	0.013033239	0.004445949	0.058598034	0.7230976	0.16722539	0.003941835	0.029539282
t	0.0015447774	0.00095410657	0.006715351	0.018679041	0.9014157	0.043497425	0.027065406	0.00012817467
e	0.077467665	0.11048874	0.006719438	0.0029198292	0.37385935	0.16021079	0.26753733	0.00079686736
a	0.0005360256	0.008423209	0.004417969	0.0032687734	0.116559565	0.7138637	0.06335641	0.089574344
n	0.001459691	0.015205864	0.00031083595	7.924094e-05	0.0033367812	0.8259999	0.14637172	0.007235943
k	0.010300372	0.003694949	0.06570311	0.0030494551	0.10380379	0.11141904	0.5774025	0.124626845
ò	0.0003720877	0.018764712	0.01995003	0.009785365	0.16643634	0.040554028	0.721815	0.022322508
r	0.0020959456	0.019643905	0.0025711823	0.00019074169	0.0026153214	0.34788972	0.60200346	0.022989767
a	0.0002474099	0.00043464292	0.0010247576	0.0017743234	0.018863283	0.0274542	0.94477427	0.005427136
m	0.00086020073	0.0592843	0.009144594	0.0022829447	0.0038017158	0.03320783	0.4065011	0.48491737
a	0.0016679282	0.0017641984	0.0040766234	0.0016948617	0.011953175	0.009962789	0.9418256	0.027054854
r	0.000417247	0.029247828	0.005389599	0.0004954661	0.0018610437	0.012771248	0.78774965	0.16206792
è	0.0018188733	0.007491517	0.019559346	0.001874482	0.0040183095	0.007125677	0.75448465	0.20362715
o	0.00023122881	0.008540094	0.0037531124	0.0001682694	0.00066874403	0.0028573447	0.82223165	0.16154955
</S>	0.010769977	0.07760794	0.023785392	0.00014761412	0.0004646404	0.0028876923	0.49344677	0.39089
