 	l'	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
t	0.95215315	0.03597784	0.011702572	7.090608e-05	6.221629e-05	1.8408331e-05	5.7366397e-06	2.5654076e-06	1.7416288e-06	1.0229021e-06	1.1878259e-06	6.36959e-07	1.938537e-06
o	0.35263544	0.62110674	0.0135967815	0.0055489084	0.0004938628	0.0064166393	6.550141e-05	2.3546418e-05	3.1688433e-05	1.2829294e-05	2.9862702e-05	1.129274e-05	2.685354e-05
c	0.11420578	0.8217934	0.053496625	0.007399339	0.001074527	0.0018160257	7.479246e-05	4.770502e-05	2.2269876e-05	1.901883e-05	1.2059258e-05	1.4784332e-05	2.37317e-05
h	0.008493638	0.83619285	0.11533755	0.031690393	0.0014059086	0.006859367	1.2724889e-05	3.7519756e-06	1.2721617e-06	4.2625493e-07	6.948272e-07	2.359852e-07	1.1798854e-06
r	0.025170058	0.52211523	0.30955702	0.10247137	0.014568187	0.025695061	0.00026757637	0.00010953385	2.5357924e-05	6.8494187e-06	6.547739e-06	3.862713e-06	3.247328e-06
ò	0.026109898	0.67952013	0.25472042	0.027611695	0.008543998	0.002924166	0.00033360737	0.00015569164	3.595108e-05	2.634975e-05	1.8866233e-06	1.312771e-05	3.0597232e-06
n	0.00021589073	0.4949653	0.4880335	0.008944105	0.006690277	0.0008474159	0.00021149748	3.5828587e-05	1.31984e-05	5.0640083e-06	3.1690026e-06	1.5430765e-06	3.3048575e-05
o	0.009450532	0.81128234	0.12915823	0.037064534	0.0012256674	0.011792531	2.1705417e-05	1.6532141e-06	1.6809082e-06	9.289836e-07	1.385148e-08	1.2582609e-07	7.971843e-08
k	6.7819215e-05	0.027039925	0.7895014	0.10225598	0.06544544	0.013151005	0.0019316719	0.00035710158	9.288229e-05	4.3560256e-05	1.3562445e-05	1.00269735e-05	8.969065e-05
a	0.021098644	0.31970796	0.43983394	0.10663088	0.05104595	0.058180243	0.002948552	0.00010543	0.00017748192	2.7767133e-05	8.438892e-06	7.3821147e-06	0.00022737104
m	4.9463943e-05	0.011138913	0.54469687	0.16636446	0.2513743	0.017726446	0.0069893016	0.0010198063	0.00022799321	5.501172e-05	2.9197061e-05	7.7524555e-06	0.0003204892
b	0.0045152334	0.08229584	0.32408738	0.106768146	0.3885836	0.07546706	0.015557676	0.00094450434	0.0007372807	0.00012776571	6.69982e-05	2.0070593e-05	0.0008285731
è	0.0018088411	0.037534915	0.26378894	0.21905859	0.36754397	0.1067508	0.0028932504	0.00050269027	6.238785e-05	1.4931488e-05	5.1889347e-06	1.2523814e-05	2.2985092e-05
n	2.6472993e-05	0.0022317544	0.08079398	0.31271428	0.5122673	0.06290617	0.022162894	0.0042325435	0.0009217285	0.0001631216	0.00015312388	1.5865742e-05	0.0014106998
n	0.012681091	0.08575813	0.12105985	0.17077924	0.19373955	0.39264262	0.020444471	0.0016434763	0.0008767953	0.00034193275	1.9420218e-06	2.344397e-05	7.3932842e-06
i	0.011137843	0.052090574	0.0122314785	0.09867464	0.045733206	0.7797225	0.0003254368	6.4712935e-05	7.84783e-06	5.920114e-06	3.6061303e-07	3.3618749e-06	2.1389458e-06
t	2.2640936e-05	0.00033209322	0.0038020047	0.03699332	0.63965476	0.20976941	0.08949285	0.015460682	0.002710754	0.0004644677	0.00024224723	2.771265e-05	0.001027101
i	0.003352934	0.0057549085	0.13265228	0.023142815	0.5628667	0.22410984	0.045691576	0.0010308123	0.0010442565	0.0001204582	2.7796663e-05	1.2051008e-05	0.00019357401
n	1.5468924e-05	0.00027777097	0.0015518299	0.018087715	0.43504408	0.3478622	0.15507632	0.0335816	0.0060130395	0.0009468029	0.00047572976	3.209472e-05	0.0010353167
a	0.0026945272	0.005271059	0.076798886	0.012286567	0.43522358	0.23355936	0.2201343	0.0063959323	0.005437685	0.00048386585	0.00018609328	2.3334036e-05	0.0015047695
