 	il	abito	della	sposa	corassi	si	chiama	la	sposa	ee	ee	vuole	bianco	</S>
o	0.9737785	0.022537364	0.0036005469	2.2705926e-05	6.822472e-06	6.921384e-06	4.3421293e-05	6.6289107e-07	3.579953e-07	2.4756804e-07	2.1128534e-07	2.7416198e-07	1.0176516e-06	8.635149e-07
à	0.4153799	0.3544391	0.22277471	0.00035366634	0.0060279467	0.00032089025	0.00035667478	0.0001265572	4.822297e-05	4.3416756e-05	5.6576413e-05	1.9039087e-05	2.2751325e-05	3.0494324e-05
b	0.07452406	0.54700613	0.37619767	0.00016979115	0.0015360006	0.00040243467	7.320016e-05	5.7537654e-05	1.376058e-05	9.153725e-06	9.236645e-06	6.9066454e-07	1.44542e-07	1.5430177e-07
b	0.12566721	0.48865584	0.33079025	0.029376864	0.023782952	9.23598e-05	5.6728917e-05	0.00078659906	0.0003864144	0.00025072807	0.00014449246	8.291408e-06	1.0439798e-06	1.9718581e-07
e	0.022084761	0.41924044	0.55684596	0.0006446282	0.0011588573	6.358788e-06	5.9508243e-06	9.272183e-06	1.6909814e-06	8.990058e-07	7.293985e-07	1.4288183e-07	1.09157085e-07	1.1564955e-07
t	0.00027961296	0.7399446	0.22445275	0.009557529	0.007183397	0.0044436934	0.013539271	0.00019290874	3.8124108e-05	1.8969811e-05	1.4314495e-05	1.0413729e-05	8.287112e-05	0.00024157026
o	0.018211514	0.5369029	0.42619193	0.010694225	0.007886086	1.1201221e-05	2.9441939e-05	3.7408794e-05	1.3594618e-05	7.921394e-06	4.9584814e-06	2.2024708e-06	1.832975e-06	4.7715953e-06
à	0.00010496101	0.17370822	0.5094414	0.121905364	0.06907656	0.056175623	0.066893406	0.0013842921	0.00014157438	4.5215205e-05	2.6973521e-05	1.6867933e-05	0.0002860642	0.0007935032
t	7.394505e-05	0.05548679	0.6413672	0.09379012	0.14997421	0.04148003	0.01196254	0.004338772	0.00049810513	0.00011131517	6.2153114e-05	2.6572101e-05	0.00034842186	0.0004798364
t	0.003415281	0.037347525	0.6406072	0.18979903	0.122505955	0.0020988937	0.0005127824	0.0026631232	0.0006534796	0.00027716064	0.000108387314	9.481216e-06	9.2233864e-07	7.2530776e-07
o	0.026727896	0.04753101	0.62710404	0.033731174	0.26349154	0.0009649252	7.952469e-05	0.00031518078	3.1223706e-05	1.5459096e-05	6.148934e-06	9.241534e-07	7.791799e-07	2.0544687e-07
k	2.0929583e-05	0.00041008845	0.021083854	0.40764153	0.15813632	0.25926718	0.1446961	0.006695005	0.0005139131	0.00011664503	5.597325e-05	2.9745263e-05	0.00054142415	0.0007912951
o	0.0060071796	0.009617332	0.1419862	0.659961	0.16672468	0.0052449945	0.003915345	0.0050694984	0.00089992315	0.00031030667	0.00012944473	1.5118149e-05	2.057341e-05	9.834401e-05
r	1.4512835e-05	0.00011950874	0.005403009	0.3148342	0.26834086	0.28271982	0.11478275	0.012121365	0.0009261494	0.00016770838	7.6839846e-05	2.934188e-05	0.00022766354	0.00023626845
à	0.00090801885	0.004888438	0.035512693	0.49157986	0.21125536	0.15217467	0.051077526	0.03903123	0.008114937	0.002111943	0.00083566894	0.0005668443	0.0005763254	0.0013665151
s	8.352103e-06	6.731741e-05	0.0015323197	0.20885658	0.13928466	0.35693687	0.23972075	0.045596983	0.0052437354	0.00093800237	0.00040373867	0.00025495602	0.0006619505	0.00049371563
i	0.00039416034	0.00022094561	0.001919238	0.41516235	0.31577653	0.07751059	0.021202598	0.120191894	0.033489462	0.010031434	0.0037891322	0.00028022163	9.583939e-06	2.1782937e-05
k	1.4791019e-05	8.7753186e-05	0.00057956035	0.026433924	0.014672751	0.4129273	0.45775482	0.07345969	0.008268227	0.0013896495	0.00057186343	0.0002974104	0.0019254156	0.0016168599
o	0.0019414887	0.0004521565	0.00081383326	0.18020913	0.07497399	0.060851537	0.026744902	0.5109681	0.10893591	0.02489634	0.008423825	0.00048579174	0.000105765444	0.00019726335
r	3.694314e-05	0.00019128279	0.00078650337	0.011330886	0.00890909	0.19931123	0.5209118	0.21074472	0.0338521	0.005464687	0.002012532	0.0010258232	0.00334465	0.0020777488
