 	qui	ancora	stanno	con	la	luce	accesa	e	stanno	svegli	</S>
a31	0.20858331	0.15635528	0.10310335	0.056694858	0.038486157	0.010457531	0.009085584	0.01860906	0.069705114	0.10275476	0.22616504
a23	0.053215712	0.045152254	0.039945852	0.039172314	0.03644839	0.038381256	0.0386797	0.037656143	0.17655317	0.37888104	0.11591411
a31	0.09786236	0.07399883	0.06933906	0.07115725	0.0639815	0.019613614	0.01427275	0.020012962	0.17695348	0.33060524	0.062202923
a23	0.043402214	0.032604314	0.031856585	0.036975577	0.03159931	0.031977937	0.032687154	0.0160326	0.1258506	0.4782598	0.13875383
a10	0.16021954	0.08144025	0.040571563	0.044110887	0.040245283	0.018686002	0.010485929	0.01701001	0.103195086	0.32108247	0.16295297
a31	0.11567075	0.061075144	0.028836729	0.033186376	0.029488234	0.020945752	0.0133194355	0.013769044	0.059410196	0.2587036	0.3655948
a37	0.1033946	0.04989599	0.05000348	0.06870205	0.045796722	0.04297041	0.07796273	0.018266322	0.06008475	0.16554776	0.31737515
a27	0.03828257	0.033796616	0.022214996	0.040971663	0.021337954	0.019445097	0.033755068	0.012991756	0.021256048	0.18170239	0.5742458
a31	0.02015815	0.022656495	0.035437208	0.047929578	0.034734342	0.030453892	0.037018128	0.0075788153	0.03107157	0.30045345	0.43250838
a44	0.03047563	0.032199647	0.053378753	0.08145894	0.049287196	0.046221193	0.06991752	0.020156497	0.060585074	0.24471807	0.31160152
a23	0.012449838	0.011088121	0.011813521	0.017010834	0.011097522	0.010050328	0.017534127	0.024090946	0.094455495	0.579721	0.2106883
a37	0.013884035	0.012518064	0.010989973	0.014811876	0.01178926	0.01256983	0.027894288	0.030501317	0.06810984	0.48193622	0.31499526
a38	0.019467393	0.0130934715	0.0137843145	0.018591171	0.013458983	0.013570551	0.03860407	0.025266243	0.06338132	0.44359788	0.33718458
a46	0.02421954	0.031325605	0.025927689	0.03257602	0.028095232	0.030991662	0.05260168	0.022687979	0.058221433	0.2138801	0.47947308
a31	0.0359871	0.03594858	0.02024989	0.023864392	0.029297225	0.047281712	0.0697273	0.025874604	0.03666271	0.09802969	0.57707685
a28	0.036979433	0.02386519	0.010381241	0.017930362	0.010263514	0.010965179	0.008569829	0.021043459	0.10576883	0.20194398	0.5522889
a31	0.0126341	0.011536474	0.0071783243	0.017009908	0.007873898	0.012113074	0.014397312	0.13052613	0.09840607	0.21364751	0.47467712
a14	0.027925812	0.017263127	0.00833827	0.014806671	0.0075467546	0.0111041	0.008717278	0.036742304	0.10927603	0.24394406	0.51433563
a31	0.010809582	0.010391999	0.006851144	0.011201444	0.0076339855	0.009327698	0.012920911	0.08653861	0.100758314	0.26878846	0.4747779
a20	0.026349138	0.02106014	0.014377198	0.013050233	0.010545011	0.012174571	0.019929873	0.0583416	0.11520603	0.2842166	0.4247496
a31	0.0074395547	0.014219789	0.0063048815	0.0075972117	0.009312609	0.008287246	0.02400201	0.06587228	0.104891375	0.2501822	0.50189084
a20	0.017324021	0.03570931	0.018119289	0.01175436	0.010759284	0.011420323	0.025445353	0.06186704	0.12061389	0.29758677	0.3894004
a31	0.008911238	0.016438717	0.0064204386	0.0070658275	0.0107223075	0.011039956	0.031867977	0.075794496	0.16332929	0.32085484	0.34755498
a20	0.036752224	0.05051142	0.020976624	0.011679181	0.010578108	0.011722297	0.024033211	0.059042003	0.12738633	0.27685407	0.37046453
a10	0.010356353	0.01300407	0.0067484565	0.008325431	0.013608256	0.019049773	0.03451611	0.082169175	0.20181511	0.335588	0.27481928
a31	0.0044257636	0.0045272494	0.0028272234	0.006478966	0.019182602	0.029114142	0.039132297	0.13070552	0.20432325	0.2930902	0.2661928
a37	0.04610638	0.04942576	0.021590378	0.012711671	0.014544668	0.016852623	0.034006868	0.08498698	0.16111666	0.24040763	0.31825036
a38	0.009148541	0.010041253	0.0051784297	0.00923064	0.017474981	0.03446008	0.039300587	0.11369699	0.23608656	0.30332717	0.22205475
</S>	0.0032710729	0.003074759	0.0020940006	0.005937881	0.04224201	0.04891535	0.0586276	0.115639515	0.15228751	0.22773875	0.34017152
