 	possono	essere	ancora	svegli	</S>
a31	0.1592391	0.25481305	0.056536723	0.31244272	0.21696839
a20	0.059251733	0.15015131	0.060541496	0.46936148	0.260694
a23	0.08560124	0.103972904	0.01827462	0.43484288	0.35730836
a31	0.084196135	0.117760174	0.030789781	0.36864623	0.3986077
a20	0.057673622	0.17152488	0.01701152	0.28926295	0.464527
a11	0.08288082	0.13377683	0.0101157315	0.31370574	0.45952094
a20	0.09264293	0.06426488	0.009421565	0.17330177	0.66036886
a31	0.13714693	0.053251922	0.018909901	0.1611169	0.6295743
a37	0.2821152	0.092468716	0.05731988	0.0478657	0.52023053
a31	0.051031735	0.016739631	0.0031864848	0.10057617	0.82846606
a11	0.24015683	0.0973443	0.15141174	0.057965472	0.45312172
a46	0.06593822	0.023458507	0.016830727	0.11333762	0.78043497
a31	0.04385064	0.021775464	0.0051202523	0.21144013	0.7178135
a46	0.1321588	0.12406389	0.2518637	0.085395284	0.40651837
a31	0.025708012	0.02088029	0.057926856	0.16984823	0.7256366
a20	0.030424181	0.039299753	0.2333487	0.11948744	0.57743996
a28	0.009569361	0.009013392	0.068150975	0.25907335	0.6541929
</S>	0.012137506	0.012498365	0.070097886	0.20453385	0.7007324
