 	voglio	che	Maria	venga	domani	</S>
a20	0.09058649	0.126569	0.2941234	0.078639105	0.08088352	0.32919845
a21	0.15780024	0.5884743	0.09685434	0.021847667	0.05588045	0.079143
a31	0.39828277	0.4021186	0.105158396	0.022021124	0.024877606	0.047541425
a37	0.44094008	0.36137483	0.11663656	0.025096474	0.035266727	0.020685315
a31	0.31432748	0.2950119	0.27002504	0.020847064	0.07066564	0.029122783
a35	0.5660311	0.1968948	0.1661556	0.04146674	0.014922823	0.014528983
a31	0.37805519	0.16193156	0.14876337	0.014754885	0.037112806	0.25938225
a20	0.2912779	0.45803586	0.116733454	0.017584287	0.06099208	0.05537643
a31	0.2821571	0.2628915	0.14868088	0.012184124	0.05276117	0.24132523
a18	0.24854176	0.40980217	0.07858091	0.015247907	0.063387655	0.18443954
a31	0.16009001	0.22959754	0.08381618	0.013916722	0.102318205	0.4102613
a3	0.17576355	0.27056623	0.03658905	0.023473565	0.11845065	0.37515697
a13	0.10639233	0.22581589	0.11580214	0.041554675	0.16409661	0.34633833
a37	0.10176403	0.1312937	0.054569714	0.048432622	0.18920967	0.4747302
a46	0.1872905	0.10625041	0.038403794	0.04740595	0.13497539	0.485674
a31	0.13970968	0.110372074	0.033707708	0.011821885	0.08471199	0.6196767
a18	0.026889341	0.05956974	0.01164788	0.019132098	0.060753226	0.8220078
a46	0.023099113	0.051921707	0.009411157	0.04376099	0.2000922	0.6717149
</S>	0.02121774	0.013737433	0.005628628	0.02327212	0.13953674	0.7966073
