 	il	ladro	poteva	entrare	da	qui	</S>
a39	0.23948543	0.07134682	0.026136246	0.022559024	0.15249228	0.19945498	0.28852522
a46	0.22900403	0.22747879	0.042240717	0.11038778	0.11356683	0.117537394	0.15978448
a31	0.20911862	0.20277898	0.03832837	0.09458142	0.10267381	0.14064555	0.21187328
a35	0.0991273	0.14132161	0.04644904	0.024525268	0.037375342	0.34356093	0.30764055
a31	0.1255206	0.23966329	0.022709314	0.014224909	0.01721883	0.12881722	0.45184585
a20	0.24251832	0.2293828	0.0862204	0.03371436	0.03438615	0.1671754	0.2066025
a31	0.07427148	0.09757812	0.06286342	0.015846008	0.025432367	0.15883781	0.5651708
a39	0.15229148	0.14102952	0.1265155	0.036458053	0.06811204	0.046505034	0.4290884
a3	0.04474567	0.05112234	0.074800484	0.014756154	0.022397857	0.15744464	0.63473284
a31	0.017753722	0.03284046	0.021341924	0.0064526056	0.022937002	0.21329866	0.6853756
a7	0.17695232	0.094931595	0.09863155	0.045755513	0.10174279	0.103282765	0.3787035
a10	0.03220869	0.029876726	0.03672735	0.0099988235	0.06867199	0.2351675	0.5873489
a31	0.016364815	0.016300412	0.014126226	0.0050240336	0.038718138	0.1876288	0.7218376
a11	0.09361934	0.04668318	0.07058423	0.07280754	0.13236403	0.23375417	0.35018748
a18	0.030293422	0.01848012	0.024125215	0.020860387	0.12951177	0.39265546	0.38407362
a28	0.014183921	0.0105352	0.012484502	0.014267151	0.083181076	0.15519628	0.71015185
a31	0.017312557	0.010867321	0.011518247	0.05690073	0.077301875	0.15171507	0.6743843
a11	0.016188629	0.0076145777	0.018505512	0.039465625	0.08096431	0.43775642	0.39950496
a13	0.0061757225	0.0036515729	0.005377968	0.04592819	0.18508837	0.43195125	0.32182696
a31	0.008142953	0.0042718826	0.008172085	0.16802733	0.18685733	0.27338144	0.35114694
a20	0.009722085	0.00428755	0.01166841	0.019143486	0.1121793	0.5394289	0.30357033
a31	0.002845005	0.0021671662	0.006296798	0.09996053	0.25777107	0.35467795	0.27628148
a8	0.03392787	0.0082014315	0.011569403	0.026555007	0.100843534	0.41993433	0.39896846
</S>	0.013323843	0.0059179408	0.014914956	0.12028421	0.29280043	0.2591606	0.293598
