 	questa	canzone	è	scritta	da	un	poeta	nostro	</S>
a31	0.20454845	0.13509806	0.084497444	0.033323716	0.032049034	0.025082678	0.043984137	0.16709349	0.274323
a24	0.065031566	0.08253723	0.0632382	0.06469382	0.0674943	0.024576895	0.039084006	0.2663376	0.3270064
a31	0.33296314	0.092451036	0.10082675	0.19194409	0.07163009	0.010199348	0.013247756	0.09142259	0.09531529
a20	0.16856813	0.08187663	0.059127197	0.22665362	0.049444158	0.030939002	0.01835185	0.17403713	0.1910023
a0	0.13465966	0.09389721	0.08458647	0.14091705	0.12501925	0.038760208	0.022502828	0.032873284	0.326784
a13	0.090134434	0.19411398	0.06911585	0.07682379	0.10214177	0.020020422	0.06601276	0.043607976	0.338029
a31	0.14932115	0.25479418	0.10064896	0.0784821	0.10158667	0.026379056	0.04181077	0.049873885	0.19710319
a24	0.21728753	0.06098651	0.17392111	0.27519915	0.12423172	0.05089891	0.0059513957	0.00876825	0.082755454
a31	0.18669477	0.14736709	0.14426504	0.17369829	0.17545082	0.028705372	0.024676397	0.028377159	0.09076506
a37	0.12581366	0.055005845	0.14028475	0.31651774	0.07256088	0.06954017	0.010111277	0.013472112	0.19669354
a31	0.15887736	0.059445456	0.15616497	0.1937825	0.12350653	0.058923755	0.02081339	0.049541168	0.17894489
a20	0.08353384	0.07041146	0.057985958	0.22348669	0.07413052	0.058226567	0.013835722	0.028100181	0.39028907
a31	0.09880073	0.03128978	0.11390524	0.23369825	0.06588392	0.05804585	0.023099966	0.094738364	0.28053787
a39	0.085155874	0.07563849	0.025823392	0.1616673	0.063097514	0.04943807	0.022339914	0.06719473	0.4496447
a31	0.040774386	0.03616207	0.038917657	0.17874306	0.044028413	0.03152639	0.0394551	0.24429469	0.34609824
a20	0.095652215	0.053170018	0.023472736	0.10610108	0.05055565	0.056050755	0.048110776	0.19580466	0.37108204
a31	0.02743477	0.02512778	0.008521632	0.09260428	0.02352186	0.013586129	0.08143262	0.47374856	0.25402236
a20	0.05457534	0.032092817	0.016336193	0.06678201	0.03182699	0.034413956	0.12806958	0.26896417	0.36693895
a39	0.028881896	0.012969211	0.0048062424	0.041219722	0.010660991	0.019039975	0.16629261	0.5563012	0.15982817
a31	0.030532602	0.011897395	0.010459454	0.0626272	0.015127994	0.036273096	0.12331063	0.49815688	0.21161473
a46	0.038686767	0.016540147	0.01561819	0.031694066	0.016125757	0.020427652	0.14621952	0.35772333	0.35696465
a31	0.009606017	0.007779809	0.0066163884	0.0147887515	0.008539575	0.029536802	0.29974648	0.3815646	0.24182163
a18	0.036724176	0.012384981	0.014130766	0.021093234	0.011295187	0.036303688	0.13505708	0.35216668	0.38084427
a31	0.009756044	0.0092982575	0.00852589	0.013644586	0.009347963	0.029634712	0.29176578	0.3181058	0.30992094
a8	0.030381683	0.012944292	0.01611991	0.028657673	0.010425211	0.049552236	0.13916859	0.39496884	0.3177816
</S>	0.014370825	0.006620888	0.009108944	0.013690011	0.029993268	0.047196742	0.2501208	0.27789867	0.35099986
