 	le	melanzane	vogliono	girate	</S>
a20	0.42612204	0.33505383	0.1020591	0.049548518	0.08721646
a31	0.1833304	0.39954543	0.25206763	0.08155602	0.083500504
a39	0.34421283	0.49096602	0.1150793	0.030854758	0.018887088
a41	0.3243616	0.2495298	0.19059959	0.08032912	0.15517986
a18	0.28034073	0.2710949	0.18501197	0.09811835	0.16543405
a28	0.24136958	0.28327042	0.23937836	0.09748558	0.13849613
a13	0.17567468	0.2811434	0.20946227	0.15866655	0.17505312
a14	0.15157156	0.33028582	0.17285798	0.15242143	0.19286318
a39	0.08031834	0.16924073	0.08849658	0.2956306	0.36631376
a31	0.03133593	0.064834826	0.049252708	0.45186806	0.40270847
a6	0.088809654	0.17226514	0.14450325	0.14065672	0.45376518
a20	0.02682683	0.038012207	0.06267479	0.7122633	0.16022295
a31	0.0075703207	0.014920625	0.050247587	0.6856888	0.24157266
a46	0.016356757	0.023241213	0.028942827	0.15575682	0.77570236
a18	0.008945523	0.01210408	0.07602887	0.6076864	0.2952351
a24	0.0045698374	0.003209795	0.04972859	0.6330838	0.309408
a31	0.008868342	0.00540822	0.16356525	0.4049698	0.41718835
a17	0.0060011987	0.0102657685	0.0430762	0.2481821	0.6924747
a11	0.0072498946	0.007686685	0.2898637	0.31376576	0.381434
a20	0.008136011	0.010621597	0.35094044	0.29828817	0.33201376
a24	0.012979906	0.029999517	0.4069031	0.28507814	0.2650393
a31	0.012193133	0.03726137	0.44439313	0.23766294	0.26848948
a37	0.0044758003	0.0121413525	0.3518872	0.29425052	0.3372451
a31	0.0073766136	0.030228956	0.4088713	0.25916824	0.29435483
a20	0.0037767207	0.017135177	0.09296262	0.4519654	0.43416005
a31	0.005943655	0.043701097	0.41957557	0.20276009	0.32801956
</S>	0.01063347	0.022914521	0.06292084	0.41547298	0.4880581
