 	il	lenzuolo	vuole	lavato	</S>
a31	0.17868437	0.45955482	0.11154847	0.11176502	0.13844736
a7	0.37428987	0.24779494	0.17767048	0.14317143	0.057073325
a31	0.5862169	0.23493955	0.09772872	0.05209167	0.029023169
a0	0.5427779	0.2453685	0.067513816	0.07505078	0.06928904
a17	0.21700026	0.20121203	0.081321016	0.3125642	0.18790242
a13	0.2883746	0.26094437	0.06726777	0.15106513	0.23234819
a31	0.41771558	0.3360014	0.035592146	0.08293747	0.12775336
a17	0.3426745	0.1565141	0.032330554	0.21741433	0.25106654
a8	0.14166884	0.118865475	0.040439688	0.24393684	0.45508918
a31	0.17299204	0.1134427	0.017609514	0.21225223	0.48370346
a24	0.16321683	0.061606925	0.05587251	0.20066917	0.51863456
a46	0.026333073	0.018217402	0.0092731835	0.09405782	0.8521185
a24	0.04744452	0.04902788	0.012834573	0.24763507	0.643058
a37	0.075234674	0.06523196	0.019692881	0.275272	0.56456846
a31	0.046891462	0.09419062	0.03740053	0.29648525	0.52503216
</S>	0.028914064	0.031115325	0.025593353	0.05169091	0.8626864
