 	dove	aveva	per	stare	non	aveva	</S>
a24	0.16268595	0.17990252	0.24366537	0.17824925	0.03834378	0.068447806	0.12870534
a20	0.05149377	0.06362083	0.22570948	0.32426634	0.09869647	0.12096272	0.115250506
a13	0.03127811	0.076641835	0.08665619	0.13345036	0.08657745	0.2056986	0.3796974
a37	0.09283916	0.09205221	0.06580583	0.12562199	0.050019722	0.28495726	0.2887038
a24	0.13218394	0.08035598	0.055281907	0.08281199	0.058946628	0.2745206	0.31589898
a31	0.10166791	0.11345477	0.038265284	0.10454987	0.086813696	0.23642102	0.31882742
a20	0.042483203	0.09937884	0.18032603	0.18573272	0.0952205	0.21472128	0.18213749
a0	0.015617848	0.047678523	0.06620652	0.08690205	0.18174565	0.3427483	0.2591011
a20	0.008776308	0.048208136	0.08176508	0.13398507	0.195862	0.32977182	0.20163156
a31	0.0066713234	0.05390773	0.073212706	0.18369894	0.17490229	0.29523924	0.21236774
a8	0.0088344235	0.022406662	0.108788624	0.16744496	0.06472176	0.3036233	0.3241803
a23	0.0078097153	0.0053709946	0.012357901	0.05533876	0.16908342	0.49935627	0.25068295
a38	0.0088704815	0.0060434155	0.032282487	0.17804942	0.2750063	0.2610159	0.23873198
a33	0.0106049925	0.0066259163	0.034974895	0.19788876	0.21778743	0.23219925	0.2999187
a31	0.028199147	0.017176364	0.06800459	0.15385643	0.20416139	0.12111562	0.4074864
a24	0.0057542315	0.014611339	0.028797593	0.021519696	0.049627848	0.17478439	0.7049049
a18	0.0032556022	0.002816573	0.008458523	0.0106553035	0.1263687	0.21008117	0.63836414
a31	0.0049228673	0.002811107	0.01738345	0.09971087	0.17642249	0.2913406	0.40740862
a33	0.0040236656	0.008963614	0.019616043	0.0122920405	0.08923242	0.29295546	0.5729168
</S>	0.0032449388	0.007121937	0.013943271	0.0202699	0.23423119	0.2693318	0.451857
