 	io	non	ho	cosa	da	mangiare	</S>
a31	0.16176057	0.12576106	0.13292444	0.14894494	0.09633053	0.11744242	0.21683608
a37	0.12574738	0.1253925	0.13599169	0.20132324	0.1407762	0.1280667	0.14270227
a31	0.21579337	0.20955805	0.18295446	0.16756034	0.06465011	0.10639766	0.053086072
a18	0.16329715	0.17290814	0.16240351	0.17901033	0.15588224	0.08268586	0.08381283
a31	0.14111304	0.15907218	0.14981154	0.16997565	0.09691396	0.1832554	0.099858254
a11	0.088257425	0.10178503	0.13226976	0.35453683	0.0952952	0.08252026	0.14533554
a37	0.07404701	0.10586073	0.12469026	0.24611984	0.119370475	0.10947509	0.22043654
a15	0.07029104	0.088778116	0.14295197	0.21610823	0.07309842	0.12292714	0.2858451
a39	0.09984042	0.1204319	0.16890669	0.18339323	0.0385972	0.14747836	0.24135223
a31	0.11144195	0.124794625	0.12318612	0.12879114	0.058104493	0.26707417	0.1866075
a39	0.084262885	0.10140169	0.045033336	0.10402021	0.016961563	0.1394466	0.5088737
a20	0.04481995	0.060595576	0.027112458	0.05173101	0.076618865	0.43407497	0.3050472
a24	0.03884447	0.049682785	0.017939856	0.032069273	0.09068151	0.50627154	0.26451057
a31	0.052460045	0.067461535	0.02341733	0.034580912	0.0964777	0.3353526	0.39024994
a46	0.0068468945	0.00944058	0.010051481	0.011768313	0.010979374	0.092990965	0.8579224
a31	0.0036553412	0.006063272	0.0069203116	0.012796581	0.030172216	0.38938147	0.5510108
a3	0.007024141	0.008439217	0.009196888	0.007990601	0.06708576	0.20630896	0.69395447
a31	0.003909395	0.012813803	0.011924856	0.007883925	0.08208618	0.39064595	0.4907359
</S>	0.010277098	0.011200765	0.013391314	0.01052426	0.09851819	0.29059342	0.56549495
