 	volevo	Maria	domani	di	venire	da	me	</S>
a20	0.15391815	0.12935898	0.13139547	0.05929674	0.04532039	0.063868806	0.19800162	0.21883984
a24	0.6465898	0.13092814	0.04733958	0.018869111	0.04226442	0.036045883	0.034346685	0.043616436
a31	0.5480976	0.21432616	0.030191898	0.063003205	0.052525982	0.04796305	0.019138701	0.024753343
a17	0.3409415	0.27193147	0.02791489	0.08123775	0.06580171	0.02216665	0.10379379	0.086212255
a31	0.17348251	0.1731734	0.057336204	0.08624129	0.03650149	0.015093732	0.08974081	0.36843055
a37	0.2239113	0.2706383	0.094234355	0.19078258	0.065604635	0.039266482	0.024530591	0.09103178
a10	0.11301585	0.11966675	0.0647819	0.13744816	0.065007105	0.013736348	0.21869062	0.2676533
a31	0.04714256	0.048166532	0.022082003	0.04400066	0.019543169	0.013843174	0.4157097	0.38951215
a20	0.22916612	0.33229953	0.056418657	0.09398411	0.040156342	0.05356296	0.039270855	0.15514132
a33	0.060555402	0.07446705	0.028311634	0.09591996	0.03547764	0.02767342	0.12834446	0.5492505
a20	0.12055652	0.10740408	0.016817965	0.016352862	0.014958196	0.01576215	0.2918082	0.41634002
a31	0.123655275	0.105547324	0.011416761	0.013923956	0.01931669	0.015698371	0.2623234	0.4481182
a5	0.2966402	0.27782655	0.010870572	0.052994043	0.0506195	0.044806164	0.07529092	0.19095209
a17	0.35291278	0.1338155	0.0069356966	0.03689759	0.025577929	0.051672094	0.15809125	0.23409718
a11	0.13386877	0.07919003	0.0049378835	0.021652382	0.008165926	0.051050767	0.32175046	0.3793837
a10	0.07210642	0.082400784	0.0034735927	0.023715235	0.0102276355	0.13655175	0.4448086	0.22671609
a31	0.043583997	0.07393866	0.004937797	0.05403833	0.04326165	0.31949297	0.2042771	0.25646946
a24	0.25916514	0.022666767	0.0065209214	0.022916345	0.020289613	0.051383156	0.2536068	0.3634512
a46	0.07266418	0.015373375	0.0027137871	0.0088132005	0.0047648144	0.13890393	0.4907124	0.2660542
a20	0.071860224	0.045158636	0.0046503064	0.024168784	0.028164383	0.38307595	0.27921936	0.16370228
a31	0.053929716	0.04427427	0.0038126167	0.116138436	0.12812424	0.3514378	0.17748427	0.12479861
a20	0.051998083	0.0067172972	0.004361568	0.0054357545	0.01227923	0.08422853	0.51526815	0.31971133
a31	0.06328066	0.02992389	0.00788614	0.01508232	0.039692685	0.35427108	0.24980503	0.24005811
</S>	0.054664142	0.010223016	0.009307398	0.010658261	0.020730905	0.10830928	0.45515022	0.33095682
