 	non	mi	aspetti	che	non	vengo	</S>
a8	0.08558613	0.09497783	0.30413154	0.23429066	0.07972175	0.04735992	0.15393211
a31	0.13122655	0.30863667	0.32144216	0.080805756	0.063290626	0.04943071	0.045167543
a24	0.20092794	0.30440542	0.25513056	0.06566397	0.05384134	0.06406415	0.055966616
a31	0.21603262	0.18817164	0.19038945	0.16172728	0.09975675	0.0574536	0.08646868
a36	0.1315337	0.11024759	0.11463968	0.074556425	0.08515871	0.2447065	0.23915744
a31	0.07792616	0.09238136	0.09929588	0.09471339	0.0929411	0.21764378	0.32509837
a39	0.060310453	0.09988918	0.1334467	0.09528668	0.07590025	0.2818617	0.25330505
a8	0.015867952	0.05267744	0.07590375	0.07274135	0.08968751	0.6059112	0.0872108
a31	0.014001707	0.036340315	0.06428364	0.04576337	0.032520197	0.54479265	0.26229805
a29	0.009464415	0.018782256	0.08101074	0.07105431	0.040203176	0.25958443	0.5199007
a31	0.014197274	0.024919895	0.04359869	0.0436443	0.13609229	0.2862372	0.45131034
a17	0.011428019	0.010419403	0.031196112	0.037269887	0.1670767	0.17783263	0.56477726
</S>	0.007698781	0.014908941	0.008384185	0.016218897	0.043336373	0.17235798	0.7370948
